year,ship,fandom,Genre,collapsedFandom,totalWorks,relType,isCanon,isRPF
2024,Steve McGarrett/Danny “Danno” Williams,Hawaii Five-0,Crime,,11456,M/M,No,No
2024,Neil Josten/Andrew Minyard,All For The Game,Sports,,11206,M/M,Yes,No
2024,Will Byers/Mike Wheeler,Stranger Things,Thriller,,11053,M/M,No,No
2024,Kozume Kenma/Kuroo Tetsurou,Haikyuu!!,Sports,,11036,M/M,No,No
2024,"John ""Soap"" MacTavish/Simon ""Ghost"" Riley",Call of Duty,Video Game,,10839,M/M,No,No
2024,Clint Barton/Phil Coulson,The Avengers,Superhero,Marvel,10802,M/M,No,No
2024,Clark Kent/Bruce Wayne,DC Comics,Superhero,DC Comics,10789,M/M,No,No
2024,"Martin Blackwood/Jonathan ""Jon"" Sims",The Magnus Archives,Thriller,,10681,M/M,Yes,No
2024,Huā Chéng/Xiè Lián,Tiān Guān Cì Fú,Fantasy,,10269,M/M,Yes,No
2024,Akechi Goro/Persona 5 Protagonist,Persona,Video Game,Persona,10196,M/M,No,No
2024,Alex Claremont-Diaz/Henry Fox-Mountchristen-Windsor,Red White and Royal Blue,Romance,,10055,M/M,Yes,No
2024,"James ""Bucky"" Barnes/Sam Wilson",Marvel Cinematic Universe,Superhero,Marvel,9768,M/M,No,No
2024,Billy Hargrove/Steve Harrington,Stranger Things,Thriller,,9701,M/M,No,No
2024,Sawamura Daichi/Sugawara Koushi,Haikyuu!!,Sports,,9626,M/M,No,No
2024,Miles Edgeworth/Phoenix Wright,Ace Attorney,Video Game,,9608,M/M,No,No
2024,Tsukishima Kei/Yamaguchi Tadashi,Haikyuu!!,Sports,,9521,M/M,No,No
2024,"James ""Bucky"" Barnes/Tony Stark",Marvel Cinematic Universe,Superhero,Marvel,9515,M/M,No,No
2024,Peter Parker/Wade Wilson,Marvel Cinematic Universe,Superhero,Marvel,9494,M/M,Semi-Canon,No
2024,Peter Hale/Stiles Stilinski,Teen Wolf,Fantasy,,8988,M/M,No,No
2024,Kaminari Denki/Shinsou Hitoshi,My Hero Academia,Superhero,,8906,M/M,No,No
2024,Peter Parker/Tony Stark,Marvel Cinematic Universe,Superhero,Marvel,8870,M/M,No,No
2024,Obi-Wan Kenobi/Darth Vader,Star Wars,Science Fiction,Star Wars,8734,M/M,No,No
2024,Akutagawa Ryuunosuke/Nakajima Atsushi,Bungou Stray Dogs,Fantasy,,8631,M/M,No,No
2024,Craig Tucker/Tweek Tweak,South Park,Slice of Life,,8489,M/M,Yes,No
2024,Akechi Goro/Kurusu Akira,Persona,Video Game,Persona,8464,M/M,No,No
2024,Dick Grayson/Jason Todd,Batman,Superhero,DC Comics,8008,M/M,No,No
2024,"Tyrannus Basilton ""Baz"" Pitch/Simon Snow",Carry On Series,Fantasy,,7920,M/M,Yes,No
2024,James T. Kirk/Leonard McCoy,Star Trek,Science Fiction,Star Trek,7763,M/M,No,No
2024,Joe/Nicky,The Old Guard,Superhero,,7723,M/M,Yes,No
2024,Poe Dameron/Finn,Star Wars,Science Fiction,Star Wars,7681,M/M,No,No
2024,Sans/Sans,Undertale,Video Game,,7657,M/M,No,No
2024,America/England,Hetalia: Axis Powers,Historical,,7610,M/M,No,No
2024,Jim Ellison/Blair Sandburg,The Sentinel,Crime,,7599,M/M,No,No
2024,Hinata Hajime/Komaeda Nagito,Super Dangan Ronpa 2,Video Game,Danganronpa,7379,M/M,Semi-Canon,No
2024,James Bond/Q,James Bond,Crime,,7365,M/M,No,No
2024,Dave Strider/Karkat Vantas,Homestuck,Science Fiction,,7315,M/M,Yes,No
2024,Otabek Altin/Yuri Plisetsky,Yuri!!! on Ice,Sports,,7301,M/M,No,No
2024,Patrick Brewer/David Rose,Schitt's Creek,Slice of Life,,7273,M/M,Yes,No
2024,Arthur/Eames,Inception,Science Fiction,,7144,M/M,No,No
2024,Kim Hongjoong/Park Seonghwa,ATEEZ,Kpop,,7124,M/M,No,No
2024,Oma Kokichi/Saihara Shuichi,Danganronpa,Video Game,Danganronpa,7075,M/M,Semi-Canon,No
2024,Tony Stark/Stephen Strange,Marvel Cinematic Universe,Superhero,Marvel,6950,M/M,No,No
2024,Carlos Reyes/TK Strand,9-1-1,Crime,,6939,M/M,Yes,No
2024,Diluc/Kaeya,Genshin Impact,Video Game,,6910,M/M,No,No
2024,Alexander Hamilton/John Laurens,Hamilton – Miranda,Historical,,6835,M/M,No,No
2024,Clark Kent/Lex Luthor,Smallville,Superhero,DC Comics,6769,M/M,No,No
2024,Marco Bott/Jean Kirstein,Attack on Titan,Fantasy,,6753,M/M,No,No
2024,Luò Bīnghé/Shěn Yuán,The Scum Villain's Self-Saving System,Romance,,6741,M/M,Yes,No
2024,Fushiguro Megumi/Itadori Yuuji,Jujutsu Kaisen,Fantasy,,6639,M/M,No,No
2024,Cole Cassidy/Hanzo Shimada,Overwatch,Video Game,,6636,M/M,No,No
2024,Kim Dokja/Yoo Joonghyuk,Omniscient Reader's Viewpoint,Fantasy,,6346,M/M,No,No
2024,"Nicholas ""Nick"" Nelson/Charles ""Charlie"" Spring",Heartstopper,Slice of Life,,6324,M/M,Yes,No
2024,Brian Kinney/Justin Taylor,Queer as Folk,Romance,,6251,M/M,Yes,No
2024,Hatake Kakashi/UmiNoIruka,Naruto,Fantasy,,6250,M/M,No,No
2024,Liam Dunbar/Theo Raeken,Teen Wolf,Fantasy,,6193,M/M,No,No
2024,Kakyoin Noriaki/Kujo Jotaro,Jojo's Bizarre Adventure,Fantasy,,6178,M/M,No,No
2024,Sokka/Zuko,Avatar: The Last Airbender,Science Fiction,,6165,M/M,No,No
2024,Kuroo Tetsurou/Tsukishima Kei,Haikyuu!!,Sports,,6138,M/M,No,No
2024,Jiāng Chéng/Lán Huàn,The Untamed,Thriller,,6130,M/M,No,No
2024,Choi San/Jung Wooyoung,ATEEZ,Kpop,,5946,M/M,No,No
2024,Ronan Lynch/Adam Parrish,Raven Cycle,Fantasy,,5909,M/M,Yes,No
2024,Tenth Doctor/The Master,Doctor Who,Science Fiction,,5905,M/M,No,No
2024,Tim Drake/Jason Todd,Batman,Superhero,DC Comics,5895,M/M,No,No
2024,Aaron Dingle/Robert Sugden,Emmerdale,Slice of Life,,5873,M/M,Yes,No
2024,Hasegawa Langa/Kyan Reki,SK8 the Infinity,Sports,,5845,M/M,Semi-Canon,No
2024,Kyle Broflovski/Stan Marsh,South Park,Slice of Life,,5737,M/M,No,No
2024,CC-2224/Obi-Wan Kenobi,Star Wars,Science Fiction,Star Wars,5688,M/M,No,No
2024,Monkey D. Luffy/Trafalgar D. Water Law,One Piece,Fantasy,,5618,M/M,No,No
2024,Julian Bashir/Elim Garak,Star Trek,Science Fiction,Star Trek,5567,M/M,Semi-Canon,No
2024,Joe/Cherry Blossom,SK8 the Infinity,Sports,,5562,M/M,No,No
2024,Daniel Jackson/Jack O'Neill,Stargate SG-1,Science Fiction,Stargate,5518,M/M,No,No
2024,Dante/Vergil,Devil May Cry,Video Game,,5501,M/M,No,No
2024,Oswald Cobblepot/Edward Nygma,Gotham,Superhero,,5482,M/M,Semi-Canon,No
2024,Hwang Hyunjin/Lee Felix,Stray Kids,Kpop,,5455,M/M,No,No
2024,"Virgil Sanders/Roman ""Princey"" Sanders",Sanders Sides,Slice of Life,,5389,M/M,No,No
2024,Angel Dust/Husk,Hazbin Hotel,Fantasy,,5367,M/M,Semi-Canon,No
2024,Prompto Argentum/Noctis Lucis Caelum,Final Fantasy XV,Video Game,Final Fantasy,5359,M/M,No,No
2024,Akechi Goro/Amamiya Ren,Persona,Video Game,Persona,5263,M/M,No,No
2024,Wen Kexing/Zhou Zishu,Word of Honor,Romance,,5258,M/M,Yes,No
2024,Kamishiro Rui/Tenma Tsukasa,Project SEKAI,Video Game,,5249,M/M,No,No
2024,John Egbert/Dave Strider,Homestuck,Science Fiction,,5209,M/M,No,No
2024,Neuvillette/Wriothesley,Genshin Impact,Video Game,,5175,M/M,No,No
2024,Gabriel Reyes/Jack Morrison,Overwatch,Video Game,,5169,M/M,No,No
2024,Barty Crouch Jr./Evan Rosier,Harry Potter,Fantasy,,5060,M/M,No,No
2024,Albus Dumbledore/Gellert Grindelwald,Harry Potter,Fantasy,,5050,M/M,Yes,No
2024,"James ""Bucky"" Barnes/Clint Barton",Marvel Cinematic Universe,Superhero,Marvel,5041,M/M,No,No
2024,Gon Freecs/Killua Zoldyck,Hunter X Hunter,Fantasy,,5018,M/M,No,No
2024,Even Bech Næsheim/Isak Valtersen,SKAM,Slice of Life,SKAM,5013,M/M,Yes,No
2024,Castiel/Sam Winchester,Supernatural,Fantasy,,4993,M/M,No,No
2024,Benton Fraser/Ray Kowalski,due South,Slice of Life,,4900,M/M,No,No
2024,"Harry Hart/Gary ""Eggsy"" Unwin",Kingsman: The Secret Service,Crime,Kingsman,4890,M/M,No,No
2024,Venti/Xiao,Genshin Impact,Video Game,,4887,M/M,No,No
2024,Tim Drake/Kon-El,Batman,Superhero,DC Comics,4880,M/M,No,No
2024,England/France,Hetalia: Axis Powers,Historical,,4845,M/M,No,No
2024,Shěn Wēi/Zhào Yúnlán,Guardian,Crime,,4816,M/M,Yes,No
2024,Midoriya Izuku/Shinsou Hitoshi,My Hero Academia,Superhero,,4803,M/M,No,No
2024,Hatake Kakashi/Uchiha Obito,Naruto,Fantasy,,4754,M/M,No,No
2024,Cecil Palmer/Carlos Robles,Welcome to Night Vale,Science Fiction,,4708,M/M,Yes,No
2024,Azumane Asahi/Nishinoya Yuu,Haikyuu!!,Sports,,4673,M/M,No,No
2024,L/Yagami Light,Death Note,Fantasy,,4650,M/M,No,No
2024,Pete Phongsakorn Saengtham/Vegas Kornwit Theerapanyakun,KinnPorsche: The Series,Romance,,4648,M/M,Yes,No
2024,Blade/Dan Heng,Honkai: Star Rail,Video Game,,4633,M/M,No,No
2024,Bruce Banner/Tony Stark,The Avengers,Superhero,Marvel,4598,M/M,No,No
2024,Blitzo/Stolas Goetia,Hazbin Hotel,Fantasy,,4596,M/M,Semi-Canon,No
2024,Newt/Thomas,The Maze Runner Series,Science Fiction,,4578,M/M,No,No
2024,Leone Abbacchio/BruNoBuccellati,JoJo's Bizarre Adventure,Fantasy,,4567,M/M,No,No
2024,Jesper Fahey/Wylan Van Eck,Grishaverse,Fantasy,,4557,M/M,Yes,No
2024,Porsche Pachara Kittisawat/Kinn Anakinn Theerapanyakun,KinnPorsche: The Series,Romance,,4556,M/M,Yes,No
2024,Scorpius Malfoy/Albus Severus Potter,Harry Potter,Fantasy,,4513,M/M,No,No
2024,Shadow the Hedgehog/Sonic the Hedgehog,Sonic the Hedgehog,Video Game,,4472,M/M,No,No
2024,Nanase Haruka/Tachibana Makoto,Free!,Sports,,4454,M/M,No,No
2024,Albedo/Kaeya,Genshin Impact,Video Game,,4403,M/M,No,No
2024,Vash the Stampede/Nicholas D. Wolfwood,Trigun Stampede,Science Fiction,,4370,M/M,No,No
2024,"Eric ""Bitty"" Bittle/Jack Zimmermann",Check Please!,Sports,,4320,M/M,Yes,No
2024,Lance/Shiro,Voltron: Legendary Defender,Fantasy,Voltron,4294,M/M,No,No
2024,Michael Guerin/Alex Manes,Roswell New Mexico,Science Fiction,,4271,M/M,Yes,No
2024,"Aemond ""One-Eye"" Targaryen/Lucerys Velaryon",Game of Thrones,Fantasy,Game of Thrones,4264,M/M,No,No
2024,Morpheus/Hob Gadling,The Sandman,Fantasy,,4246,M/M,No,No
2024,Lán Huàn/Mèng Yáo,Módào Zǔshī,Fantasy,,4240,M/M,No,No
2024,Kong/Xiao,Genshin Impact,Video Game,,4238,M/M,No,No
2024,Gojo Satoru/Itadori Yuuji,Jujutsu Kaisen,Fantasy,,4231,M/M,No,No
2024,Eddie Brock/Venom Symbiote,Venom,Superhero,,4196,M/M,No,No
2024,Ash Lynx/Okumura Eiji,Banana Fish,Crime,,4183,M/M,Yes,No
2024,Miyuki Kazuya/Sawamura Eijun,Ace of Diamond,Sports,,4172,M/M,No,No
2024,Barry Allen/Leonard Snart,The Flash,Superhero,DC Comics,4170,M/M,No,No
2024,Bill Cipher/Dipper Pines,Gravity Falls,Fantasy,,4170,M/M,No,No
2024,Jeremy Heere/Michael Mell,Be More Chill,Slice of Life,,4170,M/M,Semi-Canon,No
2024,Sebastian Moran/James Moriarty,Sherlock,Crime,,4105,M/M,No,No
2024,Edward Elric/Roy Mustang,Fullmetal Alchemist,Fantasy,Fullmetal Alchemist,4089,M/M,No,No
2024,Anthony DiNozzo/Jethro Gibbs,NCIS,Crime,NCIS,4063,M/M,No,No
2024,Miya Osamu/Suna Rintarou,Haikyuu!!,Sports,,4056,M/M,No,No
2024,Kid Flash/Robin,Batman,Superhero,DC Comics,4013,M/M,No,No
2024,Felix Hugo Fraldarius/Sylvain Jose Gautier,Fire Emblem,Video Game,,3974,M/M,No,No
2024,Cyno/Tighnari,Genshin Impact,Video Game,,3956,M/M,No,No
2024,Newton Geiszler/Hermann Gottlieb,Pacific Rim,Science Fiction,,3931,M/M,No,No
2024,Hyakuya Mikaela/Hyakuya Yuuichirou,Seraph of the End,Fantasy,,3928,M/M,Semi-Canon,No
2024,Porchay Pichaya Kittisawat/Kim Khimhant Theerapanyakun,KinnPorsche: The Series,Romance,,3922,M/M,Semi-Canon,No
2024,Remus Lupin/Severus Snape,Harry Potter,Fantasy,,3907,M/M,No,No
2024,Gregory House/James Wilson,House M.D.,Medical,,3879,M/M,No,No
2024,Edogawa Ranpo/Edgar Allan Poe,Bungou Stray Dogs,Fantasy,,3873,M/M,No,No
2024,Male Inquisitor/Dorian Pavus,Dragon Age: Inquisition,Video Game,Dragon Age,3868,M/M,Semi-Canon,No
2024,Logan Sanders/Patton Sanders,Sanders Sides,Slice of Life,,3858,M/M,No,No
2024,Armin Arlert/Eren Yeager,Attack on Titan,Fantasy,,3833,M/M,No,No
2024,Riku/Sora,Kingdom Hearts,Video Game,,3820,M/M,No,No
2024,Blackbeard/Israel Hands,Our Flag Means Death,Romance,,3816,M/M,No,No
2024,Jake English/Dirk Strider,Homestuck,Science Fiction,,3789,M/M,No,No
2024,Sephiroth/Cloud Strife,Final Fantasy VII,Video Game,Final Fantasy,3755,M/M,No,No
2024,Dick Grayson/Wally West,Batman,Superhero,DC Comics,3753,M/M,No,No
2024,Fēng Xìn/Mù Qíng,Tiān Guān Cì Fú,Fantasy,,3744,M/M,No,No
2024,Aoyagi Touya/Shinonome Akito,Project SEKAI,Video Game,,3734,M/M,No,No
2024,Kaedehara Kazuha/Scaramouche,Genshin Impact,Video Game,,3725,M/M,No,No
2024,Alastor/Lucifer Magne,Hazbin Hotel,Fantasy,,3696,M/M,No,No
2024,Adam/Shiro,Voltron: Legendary Defender,Fantasy,Voltron,3694,M/M,Yes,No
2024,"Rafael Barba/Dominick ""Sonny"" Carisi Jr.",Law & Order: SVU,Crime,,3693,M/M,No,No
2024,Dabi/Shimura Tenko,My Hero Academia,Superhero,,3687,M/M,No,No
2024,Mòběi-jūn/Shàng Qīnghuá,The Scum Villain's Self-Saving System,Romance,,3683,M/M,Yes,No
2024,Klavier Gavin/Apollo Justice,Ace Attorney,Video Game,,3672,M/M,No,No
2024,Fushiguro Megumi/Ryoumen Sukuna,Jujutsu Kaisen,Fantasy,,3658,M/M,No,No
2024,Daryl Dixon/Rick Grimes,The Walking Dead,Science Fiction,,3626,M/M,No,No
2024,Hanamaki Takahiro/Matsukawa Issei,Haikyuu!!,Sports,,3594,M/M,No,No
2024,Hwang Hyunjin/Kim Seungmin,Stray Kids,Kpop,,3575,M/M,No,No
2024,Sebastian Michaelis/Ciel Phantomhive,Black Butler,Fantasy,,3572,M/M,No,No
2024,Aaron Hotchner/Spencer Reid,Criminal Minds,Crime,,3556,M/M,No,No
2024,Lucifer/Sam Winchester,Supernatural,Fantasy,,3525,M/M,No,No
2024,Scott McCall/Stiles Stilinski,Teen Wolf,Fantasy,,3504,M/M,No,No
2024,America/Russia,Hetalia: Axis Powers,Historical,,3493,M/M,No,No
2024,Derek Morgan/Spencer Reid,Criminal Minds,Crime,,3485,M/M,No,No
2024,Chongyun/Xingqiu,Genshin Impact,Video Game,,3466,M/M,No,No
2024,Harold Finch/John Reese,Person of Interest,Science Fiction,,3464,M/M,No,No
2024,"Leonard ""Bones"" McCoy/Spock",Star Trek,Science Fiction,Star Trek,3446,M/M,No,No
2024,Fushiguro Megumi/Gojo Satoru,Jujutsu Kaisen,Fantasy,,3432,M/M,No,No
2024,"Tom ""Iceman"" Kazansky/Pete ""Maverick"" Mitchell",Top Gun,Thriller,,3429,M/M,No,No
2024,Isaac Lahey/Scott McCall,Teen Wolf,Fantasy,,3427,M/M,No,No
2024,Matsuoka Rin/Nanase Haruka,Free!,Sports,,3414,M/M,No,No
2024,"Matt Murdock/Franklin ""Foggy"" Nelson",Daredevil,Superhero,,3404,M/M,No,No
2024,Mikage Reo/Nagi Seishirou,Blue Lock,Sports,,3397,M/M,No,No
2024,Qui-Gon Jinn/Obi-Wan Kenobi,Star Wars Episode I: The Phantom Menace,Science Fiction,Star Wars,3377,M/M,No,No
2024,Essek Thelyss/Caleb Widogast,Critical Role,Video Game,,3336,M/M,Yes,No
2024,Quentin Coldwater/Eliot Waugh,The Magicians,Fantasy,,3330,M/M,Semi-Canon,No
2024,Jeong Yunho/Song Mingi,ATEEZ,Kpop,,3321,M/M,No,No
2024,GiorNoGiovanna/Guido Mista,Jojo's Bizarre Adventure,Fantasy,,3318,M/M,No,No
2024,Heiwajima Shizuo/Orihara Izaya,Durarara!!,Fantasy,,3312,M/M,No,No
2024,Mikey/Takemitchy,Tokyo Revengers,Science Fiction,,3286,M/M,No,No
2024,Noctis Lucis Caelum/Ignis Scientia,Final Fantasy XV,Video Game,Final Fantasy,3283,M/M,No,No
2024,Itadori Yuuji/Sukuna,Jujutsu Kaisen,Fantasy,,3280,M/M,No,No
2024,Illya Kuryakin/Napoleon Solo,The Man From U.N.C.L.E.,Crime,,3276,M/M,No,No
2024,Joker/Bruce Wayne,Batman,Superhero,DC Comics,3263,M/M,No,No
2024,Gladiolus Amicitia/Ignis Scientia,Final Fantasy XV,Video Game,Final Fantasy,3229,M/M,No,No
2024,Achilles/Patroclus,Greek Myth,Fantasy,,3214,M/M,Yes,No
2024,Edogawa Conan/Kaitou Kid,Detective Conan,Crime,,3211,M/M,No,No
2024,The Iron Bull/Dorian Pavus,Dragon Age,Video Game,Dragon Age,3209,M/M,Yes,No
2024,Nico di Angelo/Percy Jackson,Percy Jackson and the Olympians,Fantasy,,3202,M/M,No,No
2024,Kageyama Tobio/Oikawa Tooru,Haikyuu!!,Sports,,3196,M/M,No,No
2024,"Bradley ""Rooster"" Bradshaw/Jake ""Hangman"" Seresin",Top Gun,Thriller,,3163,M/M,No,No
2024,Harry Potter/Ron Weasley,Harry Potter,Fantasy,,3150,M/M,No,No
2024,Jonathan Kent/Damian Wayne,Batman,Superhero,DC Comics,3133,M/M,No,No
2024,"James ""Bucky"" Barnes/Steve Rogers/Tony Stark",Marvel Cinematic Universe,Superhero,Marvel,3127,M/M,No,No
2024,Harley Keener/Peter Parker,Marvel Cinematic Universe,Superhero,Marvel,3124,M/M,No,No
2024,Tendou Satori/Ushijima Wakatoshi,Haikyuu!!,Sports,,3118,M/M,No,No
2024,Fyodor Dostoyevsky/Nikolai Gogol,Bungou Stray Dogs,Fantasy,,3106,M/M,No,No
2024,Germany/North Italy,Hetalia: Axis Powers,Historical,,3091,M/M,Semi-Canon,No
2024,Sirius Black/James Potter,Harry Potter,Fantasy,,3091,M/M,No,No
2024,Mike Ross/Harvey Specter,Suits,Slice of Life,,3085,M/M,No,No
2024,Wu Xie/Zhang Qiling,The Grave Robbers' Chronicles,,3069,M/M,No,No
2024,"Kenny McCormick/Leopold ""Butters"" Stotch",South Park,Slice of Life,,3039,M/M,No,No
2024,Kirishima Eijirou/Midoriya Izuku,My Hero Academia,Superhero,,3038,M/M,No,No
2024,Monkey D. Luffy/Roronoa Zoro,One Piece,Fantasy,,3027,M/M,No,No
2024,Six-eared Macaque/Monkey King,LEGO Monkie Kid,Fantasy,LEGO,3012,M/M,No,No
2024,South Italy/Spain,Hetalia: Axis Powers,Historical,,2995,M/M,No,No
2024,Jiāng Yànlí/Jīn Zǐxuān,The Untamed,Thriller,,2976,M/M,No,No
2024,Steve Rogers/Sam Wilson,Marvel Cinematic Universe,Superhero,Marvel,2974,M/M,No,No
2024,Mutou Yuugi/Yami Yuugi,Yu-Gi-Oh!,Video Game,Yu-Gi-Oh!,2950,M/M,Yes,No
2024,Bokuto Koutarou/Kuroo Tetsurou,Haikyuu!!,Sports,,2933,M/M,No,No
2024,Damen/Laurent,Captive Prince,Fantasy,,2931,M/M,Semi-Canon,No
2024,"Evan ""Buck"" Buckley/Tommy Kinard",9-1-1,Crime,,2896,M/M,Yes,No
2024,Aizawa Shouta/Yagi Toshinori,My Hero Academia,Superhero,,2891,M/M,No,No
2024,Aventurine/Dr. Ratio,Honkai: Star Rail,Video Game,,2879,M/M,No,No
2024,Kamisato Ayato/Thoma,Genshin Impact,Video Game,,2867,M/M,No,No
2024,Xiǎo Xīngchén/Xuē Yáng,Módào Zǔshī,Fantasy,,2867,M/M,No,No
2024,Virgil Sanders/Logan Sanders,Sanders Sides,Slice of Life,,2863,M/M,No,No
2024,Hinata Shouyou/Miya Atsumu,Haikyuu!!,Sports,,2863,M/M,No,No
2024,Baam/Khun Aguero Agnis,Tower of God,Fantasy,,2850,M/M,No,No
2024,Alexander Hamilton/Thomas Jefferson,Hamilton – Miranda,Historical,,2822,M/M,No,No
2024,Roy Harper/Jason Todd,Batman,Superhero,DC Comics,2822,M/M,No,No
2024,Senju Tobirama/Uchiha Madara,Naruto,Fantasy,,2821,M/M,No,No
2024,Joseph Joestar/Caesar Anthonio Zeppeli,JoJo's Bizarre Adventure,Fantasy,,2815,M/M,No,No
2024,Evan Hansen/Connor Murphy,Dear Evan Hansen,Slice of Life,,2813,M/M,No,No
2024,Dick Grayson/Bruce Wayne,Batman,Superhero,DC Comics,2812,M/M,No,No
2024,Papyrus/Sans,Undertale,Video Game,,2806,M/M,No,No
2024,William Bodie/Ray Doyle,The Professionals,Crime,,2800,M/M,No,No
2024,Jazz/Prowl,Transformers,Science Fiction,,2782,M/M,No,No
2024,Kyle Broflovski/Eric Cartman,South Park,Slice of Life,,2780,M/M,No,No
2024,Din Djarin/Luke Skywalker,Star Wars,Science Fiction,Star Wars,2779,M/M,No,No
2024,Jiāng Chéng/Niè Huáisāng,The Untamed,Thriller,,2776,M/M,No,No
2024,Poe Dameron/Kylo Ren,Star Wars,Science Fiction,Star Wars,2768,M/M,No,No
2024,Reiner Braun/Bertolt Hoover,Attack on Titan,Fantasy,,2759,M/M,No,No
