value,count
NSFW Art,27
BDSM,27
Dom Draco Malfoy,26
Jealous Draco Malfoy,26
Complete,26
Ministry of Magic (Harry Potter),26
Oblivious Hermione Granger,25
Violence,25
Soft Draco Malfoy,24
Digital Art,24
Falling In Love,24
Mutual Masturbation,23
Daddy Kink,23
Emotional Hurt/Comfort,23
Size Kink,23
Draco Malfoy is Bad at Feelings,23
Memory Loss,22
Torture,22
Hogwarts,22
First Time,22
Character Death,22
Dom/sub,22
Adult Hermione Granger,21
Dark Magic,21
Soul Bond,21
Перевод на русский | Translation in Russian,21
Minor Hermione Granger/Ron Weasley,21
Infidelity,21
Morally Grey Hermione Granger,21
Implied/Referenced Rape/Non-con,21
Mildly Dubious Consent,21
Pining Hermione Granger,21
Auror Harry Potter,21
Choking,20
Angst and Hurt/Comfort,20
Morally Grey Draco Malfoy,20
Death Eaters,20
Orgasm Delay/Denial,20
Draco Malfoy & Harry Potter Friendship,20
Pureblood Culture (Harry Potter),20
Hogwarts Era,20
Time Travel,20
Bondage,20
Panic Attacks,20
Sub Hermione Granger,20
Alcohol,19
Veela Draco Malfoy,19
Mental Health Issues,19
Hogwarts Sixth Year,19
Redeemed Draco Malfoy,19
Arranged Marriage,19
Suicidal Thoughts,19
Unresolved Sexual Tension,19
Christmas Fluff,19
Office Sex,19
HP: EWE,19
Anal Fingering,18
Breeding,18
Domestic Fluff,18
Angst and Fluff and Smut,18
Friendship,18
Swearing,17
no beta we die like men,17
Not Beta Read,17
Occlumency (Harry Potter),17
Alternate Universe - Muggle,17
Sharing a Bed,17
Quidditch Player Draco Malfoy,17
Public Sex,17
Denial of Feelings,17
Dom/sub Undertones,17
Canon-Typical Violence,17
Draco Malfoy in the Muggle World,17
Light Bondage,17
Forced Proximity,17
Grief/Mourning,16
Implied/Referenced Child Abuse,16
Developing Relationship,16
War,16
Death Eater Draco Malfoy,16
Enthusiastic Consent,16
Slytherin Hermione Granger,16
Alternate Universe - No Voldemort,16
Friends With Benefits,16
Polyamory,16
Trauma,15
Adult Draco Malfoy,15
One Shot,15
Slow Build,15
Tooth-Rotting Fluff,15
Sex Toys,15
Draco Malfoy Needs a Hug,15
Flashbacks,15
Original Character(s),15
Pregnancy Kink,15
Hogwarts Seventh Year,15
Edging,15
Depression,15
Shower Sex,14
Older Man/Younger Woman,14
Implied/Referenced Torture,14
Other Additional Tags to Be Added,14
Double Penetration,14
Marriage of Convenience,14
Self-Harm,14
Legilimency (Harry Potter),14
Mating Bites,14
Blood Magic,14
Quidditch,14
Dark,14
Alternate Universe - Voldemort Wins,14
Biting,14
Simp Draco Malfoy,14
Fingerfucking,13
Inappropriate Use of Malfoy Signet Ring,13
Teasing,13
Draco Malfoy - character,13
Hermione Granger - character,13
Community: dhr_advent,13
Psychological Trauma,13
Virgin Hermione Granger,13
Extremely Dubious Consent,13
Good Slytherins,13
Love Confessions,13
Veela Mates,13
Mild Sexual Content,13
Forced Orgasm,13
Found Family,13
Slow Romance,13
Cock Warming,13
Tattooed Draco Malfoy,13
Age Difference,12
Therapy,12
Light BDSM,12
Emotional/Psychological Abuse,12
Aftercare,12
Hate Sex,12
Werewolf Draco Malfoy,12
Dark Hermione Granger,12
Not Canon Compliant,12
Mating Bond,12
Blood and Violence,12
Frottage,12
Squirting,12
Anxiety,12
Crack Treated Seriously,12
Albus Dumbledore Bashing,12
Explicit Consent,12
Snarky Draco Malfoy,12
Professor Draco Malfoy,11
Theo is a Little Shit,11
Unspeakable Hermione Granger,11
Emotional Manipulation,11
Anal Play,11
Size Difference,11
BAMF Draco Malfoy,11
Slow Burn Hermione Granger/Draco Malfoy,11
Unreliable Narrator,11
Comedy,11
Hair-pulling,11
Family Feels,11
Library Sex,11
Forced Pregnancy,11
Horcrux Hunting,11
POV Alternating,11
Humiliation,11
Potions Master Draco Malfoy,11
Roommates,11
Draco Malfoy in Glasses,11
Romantic Comedy,11
Recreational Drug Use,11
Family,11
Hermione Granger & Harry Potter Friendship,11
Action/Adventure,11
Gryffindor/Slytherin Inter-House Relationships,11
Digital Painting,11
Art and Fic Collaboration,11
Drinking Games,10
Cockwarming,10
POV First Person,10
Murder,10
Draco Malfoy is Good at Sex,10
Marking,10
Alternate Universe - Dark,10
Redemption,10
Draco Malfoy is a Little Shit,10
Virgin Draco Malfoy,10
One Night Stands,10
Pureblood Hermione Granger,10
Drama & Romance,10
Healer Draco Malfoy,10
Forgiveness,10
Sexual Fantasy,10
Slytherins Being Slytherins,10
EWE,10
Accidental Voyeurism,10
Power Dynamics,10
Dry Humping,10
Hermione Granger is Bad at Feelings,10
Hogwarts Head Boys & Head Girls,10
Dark Draco Malfoy,10
Creampie,9
Auror Hermione Granger,9
Rolled Sleeves Agenda,9
Marriage,9
Book 6: Harry Potter and the Half-Blood Prince,9
Hogwarts Professors,9
Divorce,9
Naked Female Clothed Male,9
Good Narcissa Black Malfoy,9
Big Dick Draco,9
Supportive Narcissa Black Malfoy,9
Inspired by Fanart,9
Misunderstandings,9
Tattoos,9
Somnophilia,9
Come Kink,9
Casual Sex,9
Pureblood Society (Harry Potter),9
Potions,9
Domestic Violence,9
Marriage Contracts,9
Alternate Universe - College/University,9
Angst and Romance,9
Don't copy to another site,9
Weddings,9
Attempted Sexual Assault,9
,9
Implied/Referenced Character Death,9
Single Parent Draco Malfoy,9
Blood and Injury,9
Drinking,8
Hermione Granger & Theodore Nott Friendship,8
Creature Fic,8
Dominance,8
PWP,8
Espionage,8
Canon Compliant,8
Past Child Abuse,8
Imprisonment,8
Draco Malfoy Redemption,8
Minor Neville Longbottom/Pansy Parkinson,8
DILF Draco Malfoy,8
Love,8
Inappropriate Use of Legilimency (Harry Potter),8
Azkaban,8
Eventual Hermione Granger/Draco Malfoy,8
Minor Harry Potter/Ginny Weasley,8
Kidnapping,8
Minor Theodore Nott/Harry Potter,8
Mirror Sex,8
degradation kink,8
Epistolary,8
Rape,8
Horcruxes,8
Inappropriate use of the Malfoy signet ring,8
Height Differences,8
AU,8
Art,8
Memory Alteration,8
Toxic Draco Malfoy,8
Revenge,8
Omega Verse,8
Possessive Sex,8
Non-Traditional Alpha/Beta/Omega Dynamics,8
Valentine's Day,8
Breathplay,8
Pregnant Sex,8
Edgeplay,8
Desk Sex,8
Inspired by Art,8
Consensual Non-Consent,8
Female Friendship,8
Alcohol Abuse/Alcoholism,8
Implied Sexual Content,7
Truth or Dare,7
Teacher-Student Relationship,7
Blood,7
Face-Fucking,7
Magical Bond,7
Dark Magic Rituals (Harry Potter),7
Forced Bonding,7
Come Eating,7
Aurors,7
Nesting,7
Implied/Referenced Sexual Assault,7
thigh riding,7
Finger Sucking,7
Nightmares,7
Alternate Universe - Harry Potter Setting,7
Implied/Referenced Suicide,7
Overstimulation,7
Hermione Granger & Pansy Parkinson Friendship,7
Soulmate-Identifying Marks,7
Outdoor Sex,7
Angst and Feels,7
Mates,7
Snark,7
POV Theodore Nott,7
Face-Sitting,7
Love Triangles,7
Gaslighting,7
Attempted Rape/Non-Con,7
Don’t copy to another site,7
Mistaken Identity,7
Time Travel Fix-It,7
Death,7
Alternate Universe - Modern Setting,7
Sexual Assault,7
Curse Breaking,7
Forced Cohabitation,7
Canon Divergence - Post-Hogwarts,7
Good Lucius Malfoy,7
Anxiety Attacks,7
Psychological Torture,7
Ginny Weasley Bashing,7
Blood and Gore,7
Post-Canon,7
Manipulative Albus Dumbledore,7
Fake Dating,7
Angry Sex,7
Fluff and Crack,7
Pureblood Politics (Harry Potter),7
Rimming,7
Manipulation,7
Babies,7
Orgasm Denial,7
First Kiss,7
Orgasm Control,7
Drunk Sex,7
Rough Oral Sex,6
There Was Only One Bed,6
Memory Magic,6
Family Drama,6
The Ministry of Magic is Corrupt (Harry Potter),6
Sex Magic,6
Emotional Sex,6
Cheating,6
Scenting,6
Bigotry & Prejudice,6
Battle of Hogwarts,6
Alternate Universe - Soulmates,6
Scent Marking,6
Veela,6
Nipple Play,6
Fuck Or Die,6
Background Relationships,6
Ron Bashing,6
Teen Angst,6
Drug Use,6
Good Theodore Nott,6
Clothed Sex,6
Begging,6
Animagus,6
Subspace,6
Not Canon Compliant - Harry Potter and the Deathly Hallows,6
Pegging,6
Verbal Humiliation,6
Best Friends,6
Romantic Fluff,6
Bisexual Draco Malfoy,6
Bisexual Theodore Nott,6
Discussion of Abortion,6
Wall Sex,6
Kink Exploration,6
Big Dick Draco Malfoy,6
Consensual Somnophilia,6
Draco Malfoy is Clueless About Muggle Things,6
Family Fluff,6
Hermione Granger Needs a Hug,6
Texting,6
Parenthood,6
Bonding,6
Time Turners (Harry Potter),6
References to Knotting,6
Draco Malfoy Speaks French,6
PTSD,6
Triad - Freeform,6
House Elves,6
POV Multiple,6
Blackmail,6
Don't Post To Another Site,6
Married Couple,5
Kissing,5
Degradation,5
Creature Draco Malfoy,5
Submission,5
Rituals,5
Polyandry,5
Muggle AU,5
Sirius Black Lives,5
Slytherin Harry Potter,5
Book 7: Harry Potter and the Deathly Hallows,5
Hermione Granger is So Done,5
Adult Content,5
Dating,5
Friendship/Love,5
Orgy,5
Foursome - F/M/M/M,5
Unrequited Love,5
Suicide Attempt,5
Sexually Experienced Draco Malfoy,5
Past Astoria Greengrass/Draco Malfoy,5
Cheating Ron Weasley,5
Post-Second Wizarding War with Voldemort (Harry Potter),5
Ensemble Cast,5
Hermione Granger/Draco Malfoy Smut,5
Single Parent Hermione Granger,5
Break Up,5
Bets & Wagers,5
Embedded Images,5
Crucio | Cruciatus Curse (Harry Potter),5
Unhealthy Relationships,5
Obsessive Draco Malfoy,5
Touch-Starved Draco Malfoy,5
Jealous Hermione Granger,5
Female Ejaculation,5
Dramione endgame,5
Major Character Injury,5
Sexual Slavery,5
Obsessive Behavior,5
Hermione Granger-centric,5
do not copy to another site,5
Auror Partners,5
Veritaserum Potion (Harry Potter),5
Oblivious Draco Malfoy,5
Sweet,5
Werewolf Mates,5
Marriage Law Challenge,5
Lucius Malfoy Being an Asshole,5
Emotional Infidelity,5
Wing Kink,5
Department of Mysteries (Harry Potter),5
Occlumency,5
Bickering,5
Fanart,5
Consensual Infidelity,5
Manipulative Dumbledore,5
Magical Accidents,5
POV Third Person,5
Lemon,5
Coworkers - Freeform,5
Unhealthy Coping Mechanisms,5
Beltane,5
Ritual Sex,5
Infertility,5
Good Severus Snape,5
In Vino Veritas,5
Drunken Confessions,5
Teen Romance,5
Reverse Harem,5
Impregnation,5
tol/smol,5
Tags May Change,5
Kid Fic,5
Protectiveness,5
Magical Pregnancy,5
Spells & Enchantments,5
Alternate Universe - Regency,5
draco malfoy takes care of hermione granger,5
Miscarriage,5
Threesome,5
Happily Ever After,5
Fingering,5
Researcher Hermione Granger,5
Canon Divergence - Post-Harry Potter and the Half-Blood Prince,5
Draco Malfoy Has a Crush,5
Emotional Slow Burn,5
Rutting,5
Sexting,5
Secrets,5
Heavy Angst,5
Secret Identity,5
Yule Ball (Harry Potter),5
Sex Positive Hermione Granger,5
Order of the Phoenix (Harry Potter),5
Harry Potter is a Good Friend,5
Anonymous Sex,5
Sex Club,5
Malfoy Manor,5
Minor Violence,5
Sort Of,5
Elemental Magic,5
Accidental Pregnancy,5
Molly Weasley Bashing,5
Workplace Relationship,5
Morning Sex,5
Good Parent Narcissa Black Malfoy,5
Wizarding Wars (Harry Potter),5
Courtship,5
Children,5
Tentacles,4
Mythical Beings & Creatures,4
No Incest,4
Strippers & Strip Clubs,4
Female Harry Potter,4
Severus Snape Lives,4
Remus Lupin Lives,4
Mentor Severus Snape,4
Book 4: Harry Potter and the Goblet of Fire,4
PostWar,4
Male-Female Friendship,4
Dark Harry Potter,4
Dark Hermione Granger/Draco Malfoy,4
Married Harry Potter/Ginny Weasley,4
Past Relationship(s),4
True Mates,4
Rough Kissing,4
Cross-Posted on Wattpad,4
Angst and Humor,4
Sexual Humor,4
Hermione Granger & Draco Malfoy Friendship,4
Rivals With Benefits,4
Non-Consensual Somnophilia,4
Underage Sex,4
Pansy Parkinson is a Good Friend,4
Mild Hurt/Comfort,4
D/s,4
Resolved Sexual Tension,4
Hand Jobs,4
Professor Hermione Granger,4
Drug Addiction,4
Threats of Rape/Non-Con,4
Prophecy,4
Plot Twists,4
Slytherin,4
Alternate Universe - Hogwarts,4
Slavery,4
Scars,4
Second Chances,4
Unsafe Sex,4
Libraries,4
Child Abuse,4
References to Depression,4
Punishment,4
Dark Mark,4
Battle,4
Non-Consensual Voyeurism,4
Draco Malfoy in Denial,4
Come Swallowing,4
Group Sex,4
Dom/sub Play,4
Threesome - F/F/M,4
Master/Slave,4
Harems,4
Second War with Voldemort,4
Holidays,4
Murder Mystery,4
Minister for Magic Hermione Granger,4
Love Potion/Spell,4
Older Draco Malfoy,4
Obsession,4
Birthday Party,4
Time Turner (Harry Potter),4
Blood Kink,4
Hermione Granger is a Good Friend,4
Not Actually Unrequited Love,4
Awkward Sexual Situations,4
Snowed In,4
Christmas Smut,4
Face Slapping,4
Endgame Hermione Granger/Draco Malfoy,4
The Sacred Twenty-Eight (Harry Potter),4
Adoption,4
Sex Work,4
Abuse,4
fast sexual burn slow emotional burn,4
Dom Hermione Granger,4
Restraints,4
Implied/Referenced Self-Harm,4
Gore,4
Addiction,4
Dead Dove: Do Not Eat,4
Triwizard Tournament (Harry Potter),4
Runes,4
Personal Growth,4
The Noble and Most Ancient House of Black,4
Werewolves,4
Fred Weasley Lives,4
Vampires,4
Eventual Sex,4
Baby Scorpius Malfoy,4
Cock Piercing,4
Ministry of Magic,4
Alternate Universe - Royalty,4
Blaise Zabini is a Good Friend,4
Claiming,4
Kink,4
War Era,4
Crack,4
Deception,4
Letters,4
Detention,4
Forbidden Love,4
Triwizard Tournament,4
Fluff and Hurt/Comfort,4
Trapped,4
Durmstrang,4
Getting Together,4
Alternate Universe - Historical,4
Courting Rituals,4
Eventual Relationships,4
Wandless Magic (Harry Potter),4
Draco pov,4
Betrayal,4
Bathroom Sex,4
POV Pansy Parkinson,4
Enemies With Benefits,4
Threats of Violence,4
Halloween,4
Hermione Granger & Ginny Weasley Friendship,4
Spy Draco Malfoy,4
Scent Kink,4
Consensual Kink,4
Married Life,4
Gay Theodore Nott,4
Requited Unrequited Love,4
Past Draco Malfoy/Pansy Parkinson,4
Protective Hermione Granger,4
Child Scorpius Malfoy,4
Deepthroating,4
Anal Plug,4
Bisexuality,4
Masochism,4
Sadism,4
Slash,4
First Time Blow Jobs,4
Tall Draco Malfoy,4
Getting to Know Each Other,4
Good Malfoy Family (Harry Potter),4
Harry Potter is a Malfoy,4
Out of Character,4
BAMF Harry Potter,4
Alternate Universe - Non-Magical,4
Moving On,4
Sexual Roleplay,4
Widower Draco Malfoy,4
It Gets Worse Before It Gets Better,4
DILF Draco,4
Love/Hate,4
Daddy Dom Draco Malfoy,4
Werewolf Sex,4
Horror,4
Shibari,4
Canonical Character Death,4
Durmstrang Student Draco Malfoy,4
Never Have I Ever,3
Harry Potter is a Little Shit,3
Draco Malfoy says filthy things,3
Amnesia,3
Hogwarts Library Restricted Section,3
Comeplay,3
Magically Powerful Harry Potter,3
Smart Harry,3
Cedric Diggory Lives,3
Competition,3
Good Pansy Parkinson,3
Sassy Pansy Parkinson,3
War Fic,3
Mating,3
Consent,3
Fivesome - F/M/M/M/M,3
Politics,3
Porn,3
Soft Draco,3
Legilimens Draco Malfoy,3
Exploration,3
Cross-Posted on FanFiction.Net,3
Hermione Granger/Draco Malfoy In Love,3
Late Night Conversations,3
Multiple Partners,3
Alpha Ron Weasley,3
Magical Tattoos,3
Podfic & Podficced Works,3
soft,3
Implied/Referenced Drug Use,3
Sexually Experienced Hermione Granger,3
cum kink,3
Accidental Marriage,3
Phone Sex,3
Draco Malfoy Has a Breeding Kink,3
Eventual HEA,3
Hand Feeding,3
Regulus Black Lives,3
Scheming,3
Everyone Has Issues,3
Self-Hatred,3
Slytherin Common Room,3
Emotional Roller Coaster,3
Lucius Malfoy in Azkaban,3
Motorcycles,3
Sorry Not Sorry,3
Slytherin Harry,3
Minor Original Character(s),3
Time Travelling Draco Malfoy,3
Past Abuse,3
Kink Negotiation,3
Alternate Universe - Fantasy,3
Dacryphilia,3
No Smut,3
Heavy Petting,3
Beauty and the Beast Elements,3
Music,3
Insomnia,3
NSFW,3
Confessions,3
Demon Sex,3
Touch-Starved,3
Monsterfucking,3
Second Wizarding War with Voldemort (Harry Potter),3
Cuckolding,3
Femdom,3
Sub Draco Malfoy,3
Foursome - F/F/M/M,3
Breast Fucking,3
Podfic Welcome,3
Blanket Permission,3
Married Hermione Granger/Draco Malfoy,3
Italy,3
Spit Kink,3
Power Imbalance,3
Non-Consensual Bondage,3
Non-Linear Narrative,3
Public Nudity,3
Body Worship,3
Misogyny,3
Strip Tease,3
Sugar Daddy,3
Shop Owner Draco Malfoy,3
Pet Names,3
Lust Potion/Spell,3
no beta we die like women,3
Post-Divorce,3
Hermione Granger Being a Know-It-All,3
Dancing,3
St Mungo's Hospital,3
Sane Tom Riddle,3
Possessive Tom Riddle,3
soft smut,3
Self-deprecating Draco Malfoy,3
Community: hp_kinkfest,3
Hand & Finger Kink,3
Ritual Magic,3
Switch Hermione Granger,3
Kinky,3
D/Hr Advent 2021,3
Loneliness,3
Draco Malfoy & Pansy Parkinson Friendship,3
Pussy Worship,3
Cuddling & Snuggling,3
Other Ships Not Mentioned in Tags,3
Regency Romance,3
Inspired by Bridgerton (TV),3
Married Sex,3
slight Breeding Kink,3
Lawyer Hermione Granger,3
Art / Fic Collab,3
Amortentia Potion (Harry Potter),3
Curse Breaker Hermione Granger,3
Glory Hole,3
Alternate Universe - Future,3
Consent Issues,3
Suicide,3
Gang Rape,3
All aboard the SS Denial,3
Attempted Seduction,3
Birthday Sex,3
Feelings,3
Character Development,3
Nymphadora Tonks Lives,3
Fake Relationship,3
Minor Ginny Weasley/Blaise Zabini,3
Workplace Sex,3
Bad Dumbledore,3
Draco's POV,3
emotional vulnerability as a kink,3
Character Study,3
Meddling Friends,3
Strangers to Lovers,3
Divination,3
Christmas Eve,3
Mild Blood,3
romcom,3
Draco Malfoy has a filthy mouth,3
oblivious idiots,3
Eventual Fluff,3
Voice Kink,3
throat kink,3
Professor Neville Longbottom,3
Neville Longbottom is a Good Friend,3
A/B/O,3
Draco Malfoy is a Simp,3
Dramatic Draco Malfoy,3
Lack of Communication,3
Social Media,3
Dragons,3
Hogwarts Fourth Year,3
Polyjuice Potion (Harry Potter),3
Dark Draco,3
Mutilation,3
Obliviation,3
Forced Relationship,3
Gift Giving,3
Canon Rewrite,3
Ambiguous/Open Ending,3
Multiple Pairings,3
Drunken Flirting,3
Co-Parenting,3
Hogwarts Prefects' Bathroom,3
Couch Sex,3
Stubborn Hermione Granger,3
one bed,3
Emotional Baggage,3
Bedsharing,3
Romantic Draco Malfoy,3
Dom Draco,3
Snarky Hermione Granger,3
Magic,3
Historical Romance,3
Hate to Love,3
Morally Ambiguous Character,3
Minor Pansy Parkinson/Harry Potter,3
I Wrote This Instead of Sleeping,3
Divorced Hermione Granger & Ron Weasley,3
Awkward Romance,3
Potioneer Draco Malfoy,3
Post-Deathly Hallows AU,3
Malfoy Manor (Harry Potter),3
Tarot,3
Doggy Style,3
Teen Pregnancy,3
Consensual Sex,3
Protective Slytherins,3
Everyone Needs A Hug,3
Height Kink,3
Cat/Human Hybrids,3
Bullying,3
Blood Magic (Harry Potter),3
Number Twelve Grimmauld Place,3
Psychological Horror,3
Wedding Fluff,3
BDD,3
Time Loop,3
Tearjerker,3
BAMF Andromeda Black Tonks,3
Angry Hermione Granger,3
Ron Weasley is a Good Friend,3
One Shot Collection,3
Caning,3
Britpicked,3
Alternate Universe - Post-War,3
Het,3
Accidental Baby Acquisition,3
Blindfolds,3
Potions Accident,3
Feelings Realization,3
Everybody Lives,3
Order Member Draco Malfoy,3
Minor Pansy Parkinson/Blaise Zabini,3
Romantic Soulmates,3
Diary/Journal,3
Travel,3
Draco Malfoy is So Whipped,3
secret feelings,3
Insecurity,3
Dramione Is Endgame,3
Werewolf!Draco,3
Bondage and Discipline,3
Matchmaking,3
Alternate Universe - Time Travel,3
Animated GIFs,3
Wax Play,3
So Much Dirty Talk,3
Ficlet Collection,3
Wizarding Politics (Harry Potter),3
Brooding Draco Malfoy,3
Minor Lavender Brown/Ron Weasley,3
Cinnamon Roll Scorpius Malfoy,3
Moral Ambiguity,3
Huddling For Warmth,3
Dirty Thoughts,3
Childbirth,3
Fertility Issues,3
Alternate Hogwarts House Sorting,3
dd/lg,3
Christmas Presents,3
Galas,3
Terminal Illnesses,3
Loss of Innocence,3
wolfstar,3
Horny Hermione Granger,3
World Travel,3
Kitchen Sex,3
Gryffindor Draco Malfoy,3
Werewolf,3
Originally Posted on Tumblr,3
Bad BDSM Etiquette,3
George Weasley Needs a Hug,3
Mistletoe,3
Feels,3
Healthy Relationships,3
slytherin gang,3
Cooking,3
Poorly Executed Seduction Techniques,3
Tropes,3
Implied/Referenced Alcohol Abuse/Alcoholism,3
Identity Issues,3
Marriage Law AU,3
Not Harry Potter and the Cursed Child Compliant,3
Sex Pollen,3
Weasley Bashing,3
Bad Acronyms R Fun,3
Sex Positive Hermione,2
Hermione Granger is a Brat,2
Mild Degradation,2
I'm Bad At Tagging,2
They mention butt stuff,2
It’s not really a breeding kink,2
Tentacle Sex,2
Major Illness,2
Recovery,2
Implied/Referenced Abuse,2
Come Marking,2
Book 3: Harry Potter and the Prisoner of Azkaban,2
Smart Harry Potter,2
trapped together,2
Traditions,2
Companionable Snark,2
Harry Potter - character,2
Mutually Unrequited,2
ABO,2
Community: otterandferret,2
Male Slash,2
Dominant Hermione,2
Choking Kink,2
Comfort,2
Mental Instability,2
Stockholm Syndrome,2
Canon Divergence - Post-Battle of Hogwarts,2
Obliviate | Memory Charm (Harry Potter),2
Possession,2
no beta we die like cedric,2
Minor Luna Lovegood/Blaise Zabini,2
Granger Enchanted Refugee,2
Tending Wounds,2
Bossy Hermione Granger,2
Sex God Draco,2
Room of Requirement (Harry Potter),2
Domestic Hermione Granger/Draco Malfoy,2
Meddling Narcissa Black Malfoy,2
Lucius Malfoy Needs a Hug,2
Draco is a DILF,2
Dramione Comic,2
This is a Comic .. so you SEE a lot .. be prepared,2
Vampire Draco Malfoy,2
Blood Drinking,2
Deleted Scenes,2
they were roommates,2
Sleepy Cuddles,2
Sexy Draco Malfoy,2
Widowed Draco Malfoy,2
Weasley Family Bashing (Harry Potter),2
adopted!Hermione,2
Dark Hermione,2
Post-Break Up,2
Alpha Harry Potter,2
Omega Luna Lovegood,2
Accidental Relationship,2
Aged-Up Character(s),2
Loss of Parent(s),2
Voldemort Does Not Return,2
Minor Daphne Greengrass/Blaise Zabini,2
magical university,2
magical clubs,2
Trust Issues,2
Nottpott,2
past trauma,2
Damaged Draco Malfoy,2
Self-Medication,2
Foursome,2
draco is hot,2
isn't he always?,2
Humour,2
Fondling,2
Curses,2
Some Humor,2
Dark Harry,2
Dumbledore Bashing,2
Mpreg,2
Public Blow Jobs,2
Table Sex,2
The Lean™,2
Non-Graphic Violence,2
Prostitution,2
Implied/Referenced Drug Addiction,2
Slytherin!Hermione - Freeform,2
Evil Draco Malfoy,2
Stalking,2
Ownership,2
Psychopathology & Sociopathy,2
Alternate Universe - Canon,2
Gryffindor,2
Dimension Travel,2
Slut Shaming,2
POV Harry Potter,2
Snogging,2
Safe Sane and Consensual,2
Dark Mark (Harry Potter),2
Lavender Brown Lives,2
safe house,2
War time fic,2
Post Hogwarts,2
flangst,2
Draco Malfoy Swears A Lot,2
Developing Friendships,2
Blaise Zabini is a Little Shit,2
Scrivenshaft Hate Club Approved,2
Foreplay,2
Ice Cream,2
Insecure Draco Malfoy,2
Gangbang,2
Emotional Constipation,2
Gregory Goyle & Draco Malfoy Friendship,2
Demon Draco Malfoy,2
Promiscuous Draco Malfoy,2
Imperiused Sex,2
Imperius,2
Legilimency,2
Large Breasts,2
The Ministry of Magic is Incompetent (Harry Potter),2
The Ministry of Magic is Terrible (Harry Potter),2
Death Eater Hermione Granger,2
Not Canon Compliant - Harry Potter and the Half-Blood Prince,2
Wartime Romance,2
Uniform Kink,2
Resistance,2
Action & Romance,2
SO MUCH FLUFF,2
embedded art,2
Vibrators,2
Dildos,2
Blind Date,2
Triple Penetration,2
You're Welcome,2
NSFW art inside,2
Deathly Hallows AU,2
Past Alcohol Abuse/Alcoholism,2
Dialogue Heavy,2
Cinnamon Roll Theodore Nott,2
I'm Sorry,2
Unresolved Romantic Tension,2
Consensual Underage Sex,2
Hermione is an unreliable narrator,2
Non-Consensual Spanking,2
Hurt,2
Bittersweet Ending,2
Conspiracy,2
Older Woman/Younger Man,2
Alternate Universe - Mob,2
Honeymoon,2
Blasphemy,2
Discipline,2
Omegaverse,2
Chasing,2
Hermione is captured,2
Fiendfyre (Harry Potter),2
Stripping,2
Dominant Draco Malfoy,2
Submissive Hermione Granger,2
Sexual Coercion,2
plot if you squint,2
Sensory Deprivation,2
Dom Severus Snape,2
many snark,2
much banter,2
Bisexual Remus Lupin,2
Assassin Draco Malfoy,2
D/Hr Advent 2020,2
Obsessive Tom Riddle,2
Manipulative Tom Riddle,2
Childhood Friends,2
Muggle/Wizard Relations,2
Young Tom Riddle,2
Drunken Kissing,2
Unspeakable Draco Malfoy,2
Draco Malfoy Being an Asshole,2
One Night Stand,2
Tension,2
Alternate Universe - Victorian,2
