value,count
Relationship(s),2
Kuvira (Avatar) Redemption,2
Azula (Avatar) Redemption,2
PWP,2
Lesbian Character of Color,2
No Smut,2
eventually,2
Power Bottom,2
Alternate Universe - Western,2
Healing,2
Angry Sex,2
Cold Weather,2
Omega Mako,2
Mpreg,2
Alternate Universe - School,2
Not Canon Compliant,2
Alternate Universe - Science Fiction,2
Technology and Bending Mash,2
NAGA IS A ROBO DOGGY,2
Firebender Asami,2
Avatar: The Last Airbender References,2
Oblivious Korra,2
smut with feelings,2
Best Friends to Lovers,2
Past Drug Use,2
Original Character Death(s),2
Lactation Kink,2
Middle School,2
Alternate Universe - Rock Band,2
Hallucinations,2
Korrasami Month 2017,2
Self-Discovery,2
avatar korra - Freeform,2
Prequel,2
Alpha Bolin,2
References to Drugs,2
Loss,2
Pain,2
Quests,2
Soul Bond,2
Orcs,2
Swords & Sorcery,2
Canonical Character Death,2
Magical Artifacts,2
LGBTQ Character,2
Punishment,2
Femdom,2
Nipple Clamps,2
Nipple Licking,2
Painplay,2
Heartbreak,2
Love/Hate,2
Kuvopal,2
Tags May Change,2
I Will Go Down With This Ship,2
Nightmares,2
Wuko,2
Pre-Slash,2
Breasts,2
Ass Play,2
Alternate Universe - Summer Camp,2
Gay,2
kyalin - Freeform,2
Strangers to Friends,2
Alpha - Freeform,2
omega - Freeform,2
idk - Freeform,2
Jock Korra,2
Asamitop,2
SO FLUFFY,2
useless queers,2
call girl korra,2
Minor Violence,2
Kinky,2
Milf Asami,2
Tags Are Hard,2
Rating May Change,2
Jock!Korra,2
porn with little plot,2
Nipple Piercings,2
metalbending,2
Trans Korra,2
Omega Kya II,2
Missing Scene,2
relationships,2
Mention of sex,2
Face-Sitting,2
Unresolved Sexual Tension,2
Outdoor Sex,2
Consensual Non-Consent,2
Harems,2
Dream Sex,2
69 (Sex Position),2
Spitroasting,2
Fucking Machines,2
Oral Fixation,2
Sharing Body Heat,2
Wall Sex,2
Series Finale,2
Slurs,2
Drunken Confessions,2
Spirit World Vacation,2
Omega Annie,2
omega Ty Lee,2
Drunken Shenanigans,2
Kitchen Sex,2
Dom!Korra,2
Sub!Asami,2
Major Character Undeath,2
New Year's Eve,2
Like really slow,2
Avatar,2
LOK - Freeform,2
tlok - Freeform,2
Installment II,2
History,2
multiseries,2
Emotions,2
also,2
I Am Sorry,2
Urban Fantasy,2
Injury,2
Hiding Medical Issues,2
Against the Wall - Freeform,2
satocock,2
Alpha Mako,2
Orgasm,2
comedic,2
Morning Sex,2
Canon-Compliant,2
Turtleduck Date Night,2
Interns & Internships,2
Slow To Update,2
Japanese Culture,2
Sadness,2
Rain,2
Tumblr Prompts,2
Submissive Korra,2
Werewolf Korra,2
Some Fluff,2
Past Character Death,2
Minor Korra/Asami Sato,2
Stream of Consciousness,2
During Canon,2
Infrastructure Porn,2
Father-Daughter Relationship,2
Survival,2
Alternate Universe - Boarding School,2
Orgasm Control,2
lying,2
Mile High Club,2
Idiots in Love,2
Alternate Universe - Spies & Secret Agents,2
Lies,2
Spies & Secret Agents,2
Bigender Korra,2
Prison,2
mention of rape,2
Parenthood,2
f/f - Freeform,2
relationship,2
Hair-pulling,2
Oral cumshot,2
Alternate Canon,2
Possessive Sex,2
Illustrations,2
Introspection,2
Holidays,2
Angst and Romance,2
Genderfluid,2
Modern Setting,2
Tumblr Prompt,2
Alternate Universe - Future,2
Derogatory Language,2
Open Relationships,2
Alternate Universe - World War II,2
Dominance,2
Ice Play,2
Post Book 4,2
Explicit Consent,2
Mercenaries,2
Past Child Abuse,2
Sister-Sister Relationship,2
Parent-Child Relationship,2
Equalist,2
Asami Equalist AU,2
Conspiracy,2
Come Marking,2
Korra is an Ass,2
One-Shots,2
Alternate Universe - Slavery,2
Public Nudity,2
Sad Ending,2
Mommy Kink,2
Intersex,2
Public Blow Jobs,2
Girl Penis Korra (Avatar),2
Messy,2
Anal Plug,2
Butt Plugs,2
Toys,2
Dom/sub Play,2
Gangbang,2
Chastity Device,2
Gore,2
Post Turf Wars,2
ABO,2
Attraction,2
Claiming Bites,2
Tattoos,2
Season 3 Finale,2
Engineering,2
coffee shop AU,2
Alternate Universe - Road Trip,2
Alternate Universe - Firefighters,2
Rivalry,2
Doctor Asami Sato,2
Foursome - F/F/F/F,2
Alternate Universe - Tattoo Parlor,2
Alternate Universe - Flower Shop,2
Sub Asami,2
Trans Character,2
Addiction,2
Humour,2
Business,2
Female Character of Color,2
Eventual Fluff,2
but they love each other dammit,2
Beta Bolin,2
So much angst,2
Panic Attacks,2
Threesome - F/M/M,2
Language Barrier,2
Athletes,2
Terrorism,2
Sibling Incest,2
Equalist Au,2
end of the world sex,2
intersexKorra,1
Dominatrix,1
Married Sex,1
Requested Story,1
Crimes & Criminals,1
Detectives,1
Monsters,1
Dark Fantasy,1
letterbadgerworks,1
mercury poisoning,1
(the kind where you can't form new memories),1
Paranoia,1
Mood Swings,1
Paralysis,1
takes place sometime after the end of book 3,1
Anterograde Amnesia,1
Angst with a Hopeful Ending,1
athlete,1
Athletic Trainer,1
Alternative Universe - Sports,1
For Valentines Day,1
and all that good stuff,1
Pirates,1
Dorky Korra,1
Shenanigans,1
Gangs,1
Chicago 1980s,1
Slums,1
The Projects,1
Gang Leader!Korra,1
Researcher!Asami,1
Inspired by the book: There Are No Children Here,1
Ep 13,1
Promises,1
Somnophilia,1
Consensual Somnophilia,1
Shorts,1
Cuddling,1
semi-naked cuddling,1
After the battle,1
battle filth,1
bunking together,1
Overstimulation,1
I feel dirty for writing this,1
degrading,1
Slight Voyeurism,1
theres some plot i swear,1
Soulmates AU,1
Past Mako/Asami - Freeform,1
but this is definitely a Korrasami story,1
sorry I wrote this at 2am,1
bleh i forgot how stressful writing fics can be,1
Korra's really horny for Asami,1
but aren't we all?,1
Hybrids,1
Unofficial Sequel,1
more like enemies with benefits,1
Triads,1
Post Season Four,1
Criminal!Reader,1
Gentle Sex,1
it's complicated - Freeform,1
(is it tho?),1
Bad Ass Ladies doing Bad Ass Things,1
not too much angst because my poor heart,1
Anthropologist! Korra,1
Korra giving off Indiana Jones vibes later,1
competitive martial arts,1
Bolin and Mako are also there,1
Somehow everyone ended up teaching in a college town,1
except Mako who's just always a cop,1
IDK I just followed the dopamine,1
Now we're here,1
enjoy the ride,1
(former) Rivals to Friends to Lovers,1
this might qualify as slow burn,1
Animals,1
bg wuko modern enemies to lovers which means they fight over a parking spot,1
Blind Character,1
Bathtubs,1
in-universe,1
Gym,1
pure fluff,1
Monopoly (Board Game) - Freeform,1
Car Accidents,1
Songwriter Korra,1
Dancer Asami,1
Parody,1
Why Did I Write This?,1
slow and sensual,1
Ruins of The Empire Part 3,1
Mental Instability,1
Rape,1
Gang Rape,1
Predator/Prey,1
Alpha Lexa (The 100),1
Alpha Ymir (Shingeki no Kyojin),1
Forced Pregnancy,1
Korrasami Week Day One: Flowers,1
Horror,1
Infant Death,1
Coping,1
Ikki ships it,1
Day 4: Moving In Together,1
KORRASAMI TRASHCAN VOLUME 1,1
im so sorry,1
korrasami university au,1
discovering sexuality,1
Restaurant Date,1
Prompt:Dating,1
Prompt:Pillow Fort,1
video games - Freeform,1
gamer - Freeform,1
Gamer girl,1
World of Warcraft - Freeform,1
Online Friendship,1
Online Romance,1
Fix-It,1
Alternate Universe - Detectives,1
Alternate Universe - Victorian,1
Detective Korra,1
Detective Bolin,1
Undercover Mako,1
Heiress Asami,1
Whitechapel - Freeform,1
Set in London,1
My First Fanfic,1
Dark,1
It Gets Worse Before It Gets Better,1
forbidden relationship,1
korra is a cop,1
and she does pro bending on the side,1
this is kind of a mess i'm sorry,1
People are Dumb,1
loosely based on experience (emphasis on loosely),1
tad bit of angst (but not really),1
Post Battle,1
Trans Asami,1
Metal Bending Dildos,1
Trapped/Tied,1
They’re just talking in bed and we’re eavesdropping,1
Canon Continuation,1
Book 5,1
super long,1
worth the read,1
Non-Consensual Bondage,1
Non-Consensual Touching,1
Bathing/Washing,1
Imprisonment,1
School,1
Alternate Universe - Teenagers,1
Homosexuality,1
Whipping,1
Restraints,1
Erotic Electrostimulation,1
Trans Edric Blight,1
Trans Emira Blight,1
Nonbinary Toph Beifong,1
Glimmer and Frosta are Siblings,1
Useless Lesbian Amity Blight,1
Bisexual Disaster Luz Noceda,1
Minor Boscha/Willow Park,1
Good Siblings Edric & Emira Blight,1
Luz Noceda and Vee are Siblings (The Owl House),1
Hunter | The Golden Guard and Luz Noceda are Siblings (The Owl House),1
Lesbian Disaster Adora (She-Ra),1
Adorable Adora (She-Ra),1
Lesbian Catra (She-Ra),1
Catra (She-Ra) Needs a Hug,1
Kyle (She-Ra) Needs a Hug,1
Trans Kyle (She-Ra),1
Rogelio Needs a Hug (She-Ra),1
Scorpia is a Good Friend (She-Ra),1
Autistic Entrapta (She-Ra),1
Trans Perfuma (She-Ra),1
Bisexual Sokka (Avatar),1
Zuko is an Awkward Turtleduck,1
Badass Suki (Avatar),1
Protective Azula (Avatar),1
Telescopes,1
Hot women,1
Korra is gay and it's okay,1
Bolin Supremacy,1
Power bottom Asami,1
this is fucking filth,1
Nothing will clean these hands,1
I have sinned and it's okay,1
past bolin/opal - Freeform,1
Opal/Kuvira - Freeform,1
Korra is a top but she has no power,1
Foolish of her to think she does,1
Asami owns her ass,1
fitness,1
weightlifting,1
horny thoughts,1
Power Dynamics,1
Futa,1
Angst?,1
Prompt: dancing,1
end of book 4,1
Tease!Asami,1
mentions of Bolin/Opal,1
Mentions of Kuvira/Opal,1
Hooker,1
Illegal Activities,1
cynan!Korra,1
hunter!Asami,1
Lots of sexual tension,1
Aang didn't come out of hiding,1
Non-Graphic Violence,1
But a touch darker than the series,1
but also humour,1
Because Korra is a dork,1
They don't quite make it to lovers in this fic,1
Alternate Universe - Dark,1
unlikely friendship,1
dark au,1
Red Lotus AU,1
Childhood Trauma,1
Bad Ending,1
Personal Growth,1
Emotional Manipulation,1
Brainwashing,1
Villains,1
Villains to Heroes,1
Multiple Universes Colliding,1
Angst and Tragedy,1
Alternate Universe - Horror,1
Intersex Kuvira,1
Intersex Lin Beifong,1
Parent Lin Beifong,1
Doctor Asmai,1
Doctor Opal,1
Mafia boss Korra,1
Right hand man Kuvira,1
Anal Sex?,1
Bombs,1
Blood and Injury,1
this actually has them having conversations with a surprising amount of people???,1
this was to get out of writer's block tbh,1
I'm not sure it worked,1
But here it is,1
much longer than anticipated,1
asami is a vampire,1
korra has adhd,1
the way i've been projecting on this fic is INSANE,1
Philosophy,1
Human/Vampire Relationship,1
mostly fluff n kissing,1
Water Park,1
Summer,1
Day At The Beach,1
ikki’s self discovery journey,1
lesbian ikki,1
lesbian kya,1
Acceptance,1
Family Bonding,1
family support,1
Brief swearing,1
Implied/Referenced Self-Harm,1
Lesbian Lin,1
the first chapter is sad but it gets better,1
Grease Monkey Asami,1
double pov,1
Lingerie Play,1
lots of grinding,1
Aroused Asami,1
Drowsy Korra,1
Standalone,1
Don’t copy to another site,1
Adding Tags/Characters as I go,1
Canon Divergent post Book 3,1
The Third in their Relationship is Therapy,1
this is different,1
but hopefully a good different,1
Disney AU,1
101 Dalmatians AU,1
dog show au,1
Based on the movie,1
Rivals to Lovers,1
Omega Korra (Avatar),1
Alpha Asami Sato,1
Blow Jobs in a Car,1
Nerdiness,1
Partying,1
Some Crack,1
Korra in Lingerie,1
Avalance Inspired,1
Under The Desk,1
Slightly Public Sex,1
pussy licking,1
sex on the desk,1
Public Oral Sex?,1
Birthday Present,1
Next Generation,1
Next-Gen,1
LaundryVerse,1
Beta Mako (Avatar),1
Mako bashing,1
they make out a lot,1
which is honestly all we want right,1
Day 6: Rainy Sunday,1
Emotional,1
readers have cried,1
basically a lot of fucking pain,1
But with a happy ending,1
we'll get there eventually,1
Alternate Ending,1
that’ll all come later,1
Bodyguard Korra,1
Bodyguard Kuvira,1
Royalty Opal,1
mid season-3,1
Comedy of Errors,1
Sato Twins,1
Foster Care,1
Makeup,1
do not copy to other websites,1
Stangers to Friends to Lovers,1
A ton of fluff even if some parts are very angsty,1
Hurt and comfort,1
mention of relative's death,1
Lin is a good bro,1
Kya is a good bro,1
Kuvira's twin because I can,1
BAMF Kuvira,1
Musicians,1
I Blame Tumblr,1
Inexperienced Korra,1
uhaul lesbians,1
Reincarnation,1
Pre-100 Year War (Avatar TV),1
Pre-Avatar: The Last Airbender,1
Pre-Avatar: Legend of Korra,1
Dead Aang (Avatar),1
Spiritual,1
Movie Reference,1
Cultural Differences,1
Caretaking,1
Backstory,1
after trailer,1
backpacker Korra,1
Couchsurfing Hostess Asami,1
aang katara only in reference,1
Korrasami isn't the main focus but is mentioned in about half the story,1
Rangshi Week,1
Coming of Age,1
the krew find each other as kids story,1
because it's cute,1
Korra doesn't know she's the Avatar yet,1
Growing Up,1
I love all my kids equally,1
canon bisexual couple,1
unapologetic fluff,1
Kisses,1
Fluff with little plot,1
Everyone is messy,1
except bolin,1
he knows all the tea but just minds his business,1
because he's a king,1
Iroh and Asami literally hate each other,1
Korra and Kuvira are foils,1
they're literally opposites,1
everyone is out of character,1
Opal is literally Sharpay Evans,1
because Sharpay was mother,1
and so is Opal,1
except maybe Kuvira,1
but (s)he's just angry all the time,1
I wrote this just for funsies,1
I Can't Believe I Wrote This,1
or that I wrote so much,1
Alternate Universe - Football,1
only she's not really nerdy as much as she is preppy,1
yes it's one of those,1
I don't know that bitch!,1
he snapped with that,1
like be fucking for real,1
just for a moment,1
Fraternities & Sororities,1
Drinking Games,1
no beta we die like hiroshi,1
who's ironically not dead,1
Iroh is really not shit,1
Peer Pressure,1
excessive cussing probably,1
Dialogue Heavy probably,1
golden retriever boyfriend black cat girlfriend dynamic,1
chihuahua girlfriend black cat boyfriend dynamic,1
em dash abuse,1
Later Smut,1
Future Marriage,1
Adoption,1
Hate Crimes,1
Assassin!Asami,1
Agent!Korra,1
Killing Eve inspired,1
Top Korra,1
Bottom Asami Sato,1
hijinks and shenanigans,1
established relationships - Freeform,1
Past Relationships,1
Cute Kids,1
Non-Canon aspects,1
in which asami has to much pride to tell korra how she feels,1
Afraid of rejection,1
sleep overs,1
Heart to Hearts,1
slowburn,1
Sleepy Cuddles,1
deep talks,1
Self-Doubt,1
Self-Hatred,1
mostly canon but there is some non canon aspects,1
it physically pains me to write some of this sometimes,1
same sex couples,1
asami has aneixty,1
korra struggles with her sexuality,1
Post-War,1
there will be smut i promise,1
sapphic mentorship,1
Family Problems,1
MAJOR charecter death,1
Communication,1
Self Confidence Issues,1
Body Image,1
hinted kyalin if you look hard,1
Funeral,1
slight praise kink (maybe?),1
Showers,1
wedding fic,1
Sappy as hell,1
Korrasami Month,1
Christmas Fluff,1
but they're teachers not students,1
Also ignore the title,1
its a stupid title,1
i hate coming up with titles,1
idiots to lovers,1
Femslash February 2019,1
Day 6,1
Alpha/Omega Dynamics,1
Baby making,1
like really mild,1
mermaid,1
Weird Plot Shit,1
Pro-Bending,1
(except the comics),1
old zutara,1
I can't write happy stories right now soz,1
Group Sex,1
Food Sex,1
Plugging,1
Stranger Sex,1
Look there's a lot of kinks in this okay,1
Mentions of Mako/Korra,1
Mentions of Mako/Asami - Freeform,1
bed sharing,1
Alleyways amiright,1
Friends to Enemies,1
One-Sided Attraction,1
Self-Insert,1
Reader-Insert,1
Book 1: Air (Legend of Korra),1
Chi Blocking (Avatar),1
Book 2: Spirits (Legend of Korra),1
Visions,1
