value,count
,619
Fluff,55
US Women's Soccer National Team,47
Krashlyn - Freeform,44
USWNT,36
Alternate Universe,31
Angst,26
Girl Penis,23
Smut,22
Alpha/Beta/Omega Dynamics,18
Alternate Universe - High School,17
Alternate Universe - College/University,17
Hurt/Comfort,17
National Women's Soccer League,16
Slow Burn,15
Fluff and Angst,14
Football | Soccer,12
PREATH - Freeform,11
Eventual Smut,11
NWSL,10
Friends to Lovers,10
Lesbian Character,10
Angst with a Happy Ending,10
Alpha/Omega,10
Oral Sex,10
talex - Freeform,10
Women's Professional Soccer,9
Strap-Ons,9
Lesbian Sex,8
Love,7
Friendship,7
Humor,7
Pregnancy,7
Romance,7
Soccer,7
High School,6
Family,6
Abuse,6
AU,6
One Shot Collection,6
Lesbian,6
Friends With Benefits,6
Falling In Love,5
Spanking,5
BDSM,5
First Kiss,5
First Time,5
Weddings,5
Orlando Pride,5
Anal Sex,5
Domestic Fluff,5
food challenge,5
Alcohol Abuse/Alcoholism,5
Knotting,5
Other Additional Tags to Be Added,5
Mutual Pining,5
Depression,5
Emotional Hurt/Comfort,5
Vaginal Fingering,5
Fluff and Smut,5
Developing Relationship,4
ashlyn harris - Freeform,4
ali krieger - Freeform,4
Non-Sexual Ageplay,4
Alternate Universe - Medieval,4
Jealousy,4
Homophobia,4
Dirty Talk,4
Established Relationship,4
One Shot,4
Cunnilingus,4
Eventual Romance,4
G!P,4
Harli - Freeform,4
Daddy Kink,4
Drama,4
Fluff and Humor,4
Drug Use,4
Sexual Content,4
Recreational Drug Use,4
Threesome - F/F/F,4
Murder Mystery,3
Violence,3
College,3
Idiots in Love,3
Original Character(s),3
Young Love,3
Sad,3
Christmas Fluff,3
Christmas,3
Soulmate-Identifying Marks,3
Alternate Universe - Hogwarts,3
Out of Character,3
Praise Kink,3
Minor Violence,3
World Cup,3
Teacher-Student Relationship,3
Eating Disorders,3
Tooth-Rotting Fluff,3
Light Angst,3
Physical Abuse,3
Enemies to Friends to Lovers,3
Sex,3
Vaginal Sex,3
Alpha Ashlyn,3
Omega Ali,3
Alternate Universe - Modern Setting,3
Mating Cycles/In Heat,3
Mating Bond,3
Dom/sub,3
Mystery,2
Implied/Referenced Child Abuse,2
Foster Care,2
Love Confessions,2
Marriage,2
Death,2
Olympique Lyonnais,2
Graphic Description,2
War,2
Paddling,2
Orgy,2
oneshots,2
CanWNT,2
Background Preath - Freeform,2
5+1 Things,2
Coming Out,2
Useless Lesbians,2
Swearing,2
Teen Romance,2
Happy Ending,2
Zombie Apocalypse,2
Western,2
Alternate Universe - Soulmates,2
mentions of abuse,2
Family Feels,2
Team Bonding,2
FIFA Women's World Cup 2019,2
SO MUCH FLUFF,2
Very AU,2
Plot What Plot/Porn Without Plot,2
one shots,2
High School AU,2
Women's World Cup,2
Olympics,2
References to Knotting,2
Series,2
Freeform,2
Bondage,2
Self-Harm,2
Suicide Attempt,2
Roleplay,2
Heartbreak,2
Soulmates,2
Strangers to Lovers,2
so'hara,2
Alternate Universe - Zombie Apocalypse,2
Religion,2
Anorexia,2
Panic,2
Princess Ali,2
Slow Build,2
Awkward Flirting,2
Fighting,2
Mild Sexual Content,2
Explicit Language,2
Major Character Injury,2
Hospitals,2
Panic Attacks,2
Shower Sex,2
Emotional Hurt,2
Alcohol,2
mcmasar - Freeform,2
O'Solo - Freeform,2
Soccerverse,2
Flirting,2
Gay,2
Old West,2
Some Humor,2
Adoption,2
Roommates,2
Multiple Pairings,2
Little bit of angst,2
PWP,2
Pining,2
Non-Traditional Alpha/Beta/Omega Dynamics,2
Female Character of Color,2
I Don't Even Know,2
Non-Sexual Intimacy,2
Christmas Lights,2
Blindfolds,2
Quidditch,2
Hogwarts,2
Drug Addiction,2
Anxiety,2
Past Rape/Non-con,2
Past Child Abuse,2
little angst,2
Underage Sex,2
Mates,2
Loneliness,2
Fights,2
Foursome - F/F/F/F,2
Friendship/Love,2
Soul Bond,2
Surfing,2
Alternate Universe - Ancient Rome,2
Gladiators,2
Gladiator Ashlyn,2
Gentle Sex,2
Implied/Referenced Character Death,2
woso - Freeform,2
Childhood Friends,2
Emotional/Psychological Abuse,2
Intersex,2
Fingerfucking,2
Threesome,2
Blow Jobs,2
911,1
2016,1
2017,1
Sisters,1
References to Drugs,1
#rarepairings #love,1
Unrequited Love,1
Unrequited Crush,1
Not Actually Unrequited Love,1
Romantic Friendship,1
alternate universe- attack on titan,1
Orphans,1
Geniuses,1
Babysitting,1
crying baby,1
might get dark,1
wait it will get dark,1
my hero academia universe but not a crossover,1
No soccer,1
mature language,1
mafia,1
Everyone Is Gay,1
slowish burn,1
Everyone knows they like eachother,1
except for them,1
friends pushing them together,1
miscommunication bc i was feeling naughty,1
very cute imo,1
LGBTQ Character,1
Emily Sonnett - Freeform,1
Orlando Pride 2020 roster,1
2020 Challenge Cup,1
COVID disaster,1
littlespace,1
Pullups,1
Aftercare,1
Christen Press is the new girl,1
Tobin Heath is the popular athlete,1
Ashlyn Harris is the class nerd,1
Lindsey Horan and Tobin are tomboys,1
Tyler Heaps is the class bully,1
Alex Morgan is a cheerleader and class snitch,1
Kelley O'Hara is the class idiot,1
Alex Morgan is the daughter of the principal,1
Romantic Comedy,1
School,1
Tobin Heath is the captain of the soccer team,1
Fetish Clothing,1
Panty Kink,1
Foot Fetish,1
Leather Kink,1
prompts,1
Krashlyn-freeform,1
Random & Short,1
sleepy ali,1
Weird Fluff,1
Speeches,1
Sexual Harassment,1
Deaf Character,1
mute character,1
its like hs-college-adults,1
Break Up,1
not bad though,1
Implied Sexual Content,1
First Dates,1
Moving In Together,1
Marriage Proposal,1
its weird just stay here for the ride,1
No Lesbians Die,1
Additional Warnings In Author's Note,1
Warnings May Change,1
Colourful language,1
Washington Spirit,1
Portland Thorns,1
Long-Distance Relationship,1
Internet,1
Alcoholics Anonymous,1
Ex Girlfriends,1
Grief,1
just that,1
Paintball,1
Reunions,1
Alternate Universe - Teenagers,1
Teen Angst,1
Slow Romance,1
high school parties,1
hopeless lovers,1
Implied/Referenced Cheating,1
Emotional,1
Heartfelt,1
Pregnant Sex,1
Anal,1
same-gender love,1
Lesbian Relationship,1
Chicago Red Stars,1
Playful Flirting,1
game/training-related fic,1
Fluffy,1
Christmas songs,1
usnwt - Freeform,1
usnwst,1
Love at First Sight,1
camp sex,1
and they were ROOMMATES,1
College AU,1
It really is more focused on Ali,1
Ali deserves better,1
we don't like Jill,1
Character Study,1
Sort Of,1
Baby,1
Canon Timeline,1
Kinda,1
A few freedoms from the actual timeline lol,1
Probably other relationships too,1
But mainly Preath,1
alternating povs,1
Mentions of Cancer,1
Reader-Insert,1
i'm back on my bullshit,1
Dewis - Freeform,1
delivering on my promise of fluff,1
I'm a huge lesbian,1
Ali krieger/Ashlyn Harris - Freeform,1
OC children - Freeform,1
Young Parents,1
Teen Pregnancy,1
#TheGetDownChallenge,1
Random - Freeform,1
they have a daughter its very cute,1
pinoe and crystal are hype women,1
background binoe,1
background alex/serv,1
they literally all have oc kids,1
Cliche af,1
Pi Day,1
They're a mess,1
Action/Adventure,1
Drunken Shenanigans,1
Tobin is Jack,1
Christen is Rose,1
Titanic AU,1
RMS Titanic,1
less common pairings,1
Alternate Universe - Arranged Marriage,1
Alternate Universe - World War II,1
Alternate Universe - Pirate,1
Somebody Lives/Not Everyone Dies,1
I lay this at your feet from six feet away because Social Distancing,1
This is what it is,1
Fix-It,1
Getting Back Together,1
Irrational Behavior,1
Aggressive,1
Sexually Aggressive,1
Cravings,1
hormonal,1
Confused Ashlyn Harris,1
Crazy Ali Krieger,1
One-Shot,1
Super Bowl,1
have fcking fun,1
Memory Loss,1
Women's world Cup 2015,1
high school party!!,1
silly little lesbians!,1
90s-ish,1
like the 90s but happy and good to be gay!,1
so not really the 90s at all,1
soccer girl meets basketball girl WHAT WILL HAPPEN,1
WHO COULD EVER GUESS,1
WE'LL JUST HAVE TO SEEEE,1
POV Alternating,1
sue and d are blfs (best lesbian friends),1
because I think we need to lean into that more,1
as a society,1
Orgasm Delay,1
Implied Consent,1
give me some prompts,1
I’ll do most prompts,1
feel better,1
Nightmare,1
Thanksgiving,1
Football player AU,1
Tribadism,1
Scissoring,1
I Blame Tumblr,1
Canon Related,1
I'm Bad At Tagging,1
Denial of Feelings,1
How Do I Tag,1
What-If,1
Alternate Universe - Harry Potter Setting,1
my chapter titles are absolutely perfect,1
2015 - Freeform,1
Swag,1
These two belong with each other,1
Rugby,1
Possible Character Death,1
like really slow burn,1
color soulmates au,1
less angsty I promise,1
womens soccer,1
Hope solo - Freeform,1
kelly Ohara,1
Christen press - Freeform,1
Football,1
walks,1
Ofc there will be side relationships (maybe Kellex Definitely Preath and Krashlyn),1
The older ones played soccer in college,1
the new gen just went to college except mal’s still in college,1
It’s in Portland but I haven’t been to Portland so this’ll be fun,1
it had to be in Portland cause they gay and so is Portland :),1
Young adult Soran,1
the new gen are in their early twenties,1
The older gen are nearing 30ish,1
Cabin Fic,1
Future Fic,1
timeline makes zero sense,1
Sorry Not Sorry,1
2031 Women's World Cup,1
most relationships here really ended poorly irl (note nov '23),1
IVF,1
Lesbian Mommies,1
Two Moms,1
osolo,1
One-Shots,1
Alternate Universe - Brooklyn Nine-Nine (TV) Fusion,1
Inspired by Brooklyn Nine-Nine (TV),1
Drabble,1
post sex fluff,1
Flogging,1
Group Sex,1
Rope Bondage,1
degradation kink,1
Breast Fucking,1
Breastfeeding,1
Breeding Kink,1
Cutting,1
spitting kink,1
Swingers,1
group play,1
Group Bondage,1
Romantic Fluff,1
Basketball,1
S'mores,1
softies,1
Oneshot,1
Angst and Tragedy,1
Choices,1
Sneaking Around,1
side birdinoe,1
theyre literally all just drunk,1
theyre also all gay,1
youre just gonna have to read to find out ;),1
Mild Hurt/Comfort,1
Short One Shot,1
Inspired by Music,1
Slow Dancing,1
soft,1
First Day of School,1
Rose is Alex and Kelley's daughter,1
Mallory is Christen and Tobin's daughter,1
Tears,1
First day of kindergarten,1
Cinderella Elements,1
Alternate Universe - Stripper/Exotic Dancer,1
if they play soccer,1
they are probably here,1
Friends AU,1
chrislex,1
Airlines AU,1
krashlyn heat,1
Internet Friends AU,1
Jeep - Freeform,1
womens soccer rpf - Freeform,1
Homelessness,1
Implied/Referenced Suicide,1
unrelenting flirtation,1
Bowling alley,1
Super Soft,1
cuddles and talking,1
they fall in love,1
Prompt Fic,1
Mistaken Identity,1
Head Injury,1
fear of losing someone,1
ali tries to kill tobin,1
concussion,1
Cults,1
Polygamy,1
Forced Marriage,1
Child Marriage,1
Extramarital Affairs,1
Cheating,1
a lot more couples just cause im extra,1
pretty much all the woso girls will be in this,1
more to be added - Freeform,1
Sleepy Cuddles,1
Alternate Universe - Western,1
Alternate Universe - Summer Camp,1
they're cute and in love okay?,1
a little smut,1
5 Times,1
My First AO3 Post,1
babys first soccer fic,1
Comfort,1
Dark,1
Triggers,1
Alternate Universe - Royalty,1
Countess Ashlyn,1
memory loss au,1
Ashlyn doesn't remember their love,1
Ali has to win her back,1
And More Fluff,1
tobin's a little fucked up,1
But it's okay,1
hella angsty at some points,1
but it'll have a happy ending i swear,1
A Team,1
listen i needed this today,1
so I said fuck it,1
and wrote what I wanted so here it is,1
Bank Robbery,1
Hostage Situations,1
Action,1
Gun Violence,1
Complete,1
Masturbation,1
Sex Toys,1
Love Triangles,1
Single Parents,1
YouTube,1
Surprises,1
Beaches,1
Tobin is a sap,1
Christen is sweet,1
They just wanted simple,1
more than one death,1
Time is Not Linear,1
Cute,1
Airplane Crashes,1
possible trigger warning,1
comfort items,1
Alternate Universe - Military,1
Homecoming,1
Song: Wildest Dreams (Taylor Swift),1
Teasing,1
lionesses,1
Cuddling & Snuggling,1
Song: Steal My Girl (One Direction),1
Post Euros,1
Unconditional fucking love,1
Touches on Mental Health,1
Blood,1
Domestic Disputes,1
anyways this one's a pain fic,1
but it's worth it if you make it to through to the end,1
it's long af but that's part of the experience,1
as daddy ash would say,1
ur welcome for this content biiiiiitch,1
this should probably be a multi-chap,1
but who wants that when u can have 50k of piping hot garbage in one fic,1
Mental Health Issues,1
Alternate Universe - Fantasy,1
Gratuitous Smut,1
All the Smut,1
rewrite and republishing of my orginal story,1
Klingenmoe,1
O'Harli,1
Brotp,1
not Ashlex in a romantic sense,1
The Martian but make it WOSO,1
Rewrite of my Martian fic of the same title but WOSO,1
Press is Olivia,1
Tobin is Mark,1
Becky as Commander Lewis,1
Pinoe is Rick,1
Anja as Vogel,1
Ali as Beth,1
Ash as Beck,1
the martian - Freeform,1
Jill Ellis as Annie,1
Vlatko as Vincent,1
Katie Bowen as Rich Purnell,1
Laura Harvey as Irene Shields,1
Michelle Betos as Mindy Park,1
Non-Sexual Spanking,1
Found Family,1
Gay Character,1
royal family,1
The Royal Wedding,1
Princes & Princesses,1
Kings & Queens,1
FIFA World Cup,1
Country & Western,1
