value,count
Community: sshg_giftfest,7
True Love,7
Snarky Severus Snape,7
Death Eater Raids and Activities,7
Slice of Life,7
Denial of Feelings,7
Dominance,7
Fake/Pretend Relationship,7
Flirting,7
Minor Hermione Granger/Ron Weasley,7
Breathplay,7
Original Character(s),7
Marriage,7
Forced Bonding,7
Blood and Injury,7
NSFW Art,7
Lily Evans Potter Bashing,7
Eventual Hermione Granger/Severus Snape,6
Occlumency (Harry Potter),6
Bad BDSM Etiquette,6
Cock Warming,6
Miscarriage,6
Mistletoe,6
Non-Canon Relationship,6
Mild Smut,6
Casual Sex,6
Elemental Magic,6
Alternate Universe - Voldemort Wins,6
Romantic Fluff,6
Past Child Abuse,6
Infidelity,6
Shibari,6
Threesome - F/F/M,6
Object Insertion,6
69 (Sex Position),6
Marriage of Convenience,6
Amnesia,6
Severus Snape Has a Large Cock,6
Size Kink,6
Romantic Comedy,6
Mental Health Issues,6
Jealous Severus Snape,6
Work In Progress,6
Pregnancy Kink,6
Pregnant Sex,6
Rope Bondage,6
Harems,6
Voice Kink,6
Triad - Freeform,6
Alcohol Abuse/Alcoholism,6
Depression,6
Omega Verse,6
Suicidal Thoughts,6
Anxiety,6
Reverse Harem,6
Animagus,6
Canon Compliant,6
Attempted Sexual Assault,6
Mating Bites,6
Ritual Sex,6
Recovery,6
Blood and Gore,6
Implied/Referenced Domestic Violence,6
Pureblood Culture (Harry Potter),5
Sirius Black Lives,5
Past Rape/Non-con,5
Magic,5
Magic Made Them Do It,5
Werewolves,5
Psychological Trauma,5
Swearing,5
PTSD,5
Ottermione,5
Not Actually Unrequited Love,5
Dark Hermione Granger,5
Kid Fic,5
Orgasm Control,5
Aftercare,5
Community: sshg_smut,5
Suicide Attempt,5
Erotica,5
Size Difference,5
Touch-Starved,5
Virginity,5
no beta we die like women,5
Revenge,5
Verbal Humiliation,5
Curse Breaking,5
Sort Of,5
Underage Sex,5
Post - Deathly Hallows,5
Lactation Kink,5
Age Regression/De-Aging,5
Sadism,5
Fetish,5
New Year's Eve,5
Arithmancy (Harry Potter),5
Female Ejaculation,5
Friends With Benefits,5
Gangbang,5
Accidental Voyeurism,5
Apprenticeship,5
Secrets,5
Hogwarts Fifth Year,5
Second War with Voldemort,5
Some Plot,5
Bloodplay,5
Out of Character,5
Don't copy to another site,5
no beta we die like men,5
Angst and Feels,5
Community: hermione_smut,5
Daddy Dom Severus Snape,5
Past Abuse,5
soul mates,5
Good Lucius Malfoy,5
DDLG,5
Snape Lives,5
Anal,5
Non-Consensual Bondage,5
Abuse,5
Alternate Universe - Muggle,5
Adventure & Romance,5
Time Turners (Harry Potter),5
Public Nudity,5
Tags Contain Spoilers,5
Consensual Sex,5
Non-Graphic Violence,5
Slash,5
Suspense,5
Bathtub Sex,5
Secret Identity,5
Hermione Granger-centric,5
Marauders' Era,5
POV Multiple,5
Order of the Phoenix (Harry Potter),5
Slytherin Hermione Granger,4
Marauders,4
Tooth-Rotting Fluff,4
Mute Severus Snape,4
Submissive Hermione Granger,4
Dominant Severus Snape,4
Blindfolds,4
Power Play,4
Master/Pet,4
Impact Play,4
Non-Consensual Oral Sex,4
Background Relationships,4
Awkward Flirting,4
Pre-Relationship,4
POV Alternating,4
Consensual Non-Consent,4
Community: HPFT,4
Fanart,4
Implied/Referenced Character Death,4
Smoking,4
First Kiss,4
Mild S&M,4
Non-Traditional Alpha/Beta/Omega Dynamics,4
Obsessive Behavior,4
Pegging,4
Oneshot,4
Demons,4
Potions Accident,4
Hogwarts Library,4
The Severus Snape & Hermione Granger Shipping Fan Group's Scratch That Niche Fest,4
scratchthatniche2021,4
Post-Second War with Voldemort,4
Butt Plugs,4
Fingering,4
Edgeplay,4
Deepthroating,4
Toys,4
Murder,4
Sex Pollen,4
Cuckolding,4
A/B/O,4
Epistolary,4
Multiple Pairings,4
Canonical Character Death,4
Mirror Sex,4
The Ministry of Magic is Corrupt (Harry Potter),4
Feelings Realization,4
Azkaban,4
Prompt Fic,4
Language of Flowers,4
Evil Author Day,4
Classroom Sex,4
Alternate Universe - Harry Potter Setting,4
Resolved Sexual Tension,4
Alternate Ending,4
Action/Adventure,4
Ron Weasley Being an Asshole,4
25 days of drawing,4
Restraints,4
Nipple Clamps,4
Submission,4
Holidays,4
Alternate Universe - Dark,4
Married Life,4
Orgasm Denial,4
Pet Names,4
Blood,4
Hermione is of age,4
Slavery,4
Psychological Torture,4
Sharing a Bed,4
Ministry of Magic (Harry Potter),4
Spitroasting,4
Legilimency,4
Minor Violence,4
Self-Doubt,4
Canon Divergence - Post-Hogwarts,4
Angst and Humor,4
Animation,4
Past Relationship(s),4
Fellatio,4
There Was Only One Bed,4
Scenting,4
Panic Attacks,4
Rituals,4
Mentions of PTSD,4
Attempt at Humor,4
Hellhounds,4
Non-Consensual Touching,4
Non-Consensual Spanking,4
Illustrations,4
War,4
Pureblood Hermione Granger,4
Group Marriage,4
Divorce,4
Animated GIFs,4
Hogwarts Era,4
Public Humiliation,4
Good Draco Malfoy,4
Self-Harm,4
Pain,4
Lust Potion/Spell,4
no betas we die like men,4
Possessive Sex,4
Manipulation,4
Mpreg,4
Male Slash,4
Double Penetration in Two Holes,4
Whipping,4
Cuddling & Snuggling,4
Adventure,4
Unspeakable Hermione Granger,4
Bullying,4
Kink Exploration,4
Dry Humping,4
Impregnation Kink,4
Forgiveness,4
Paddling,4
Hermione Granger is a Good Friend,3
No Smut,3
Crack Treated Seriously,3
Fluff and Hurt/Comfort,3
Childhood Friends,3
May/December Relationship,3
Sexual Curse,3
Yes Really,3
Christmas Presents,3
Alternate Universe - Student/Teacher,3
Magical Accidents,3
Threesome,3
Muggle Culture,3
Potions Master Hermione Granger,3
Consensual Kink,3
Non-Linear Narrative,3
Plot,3
post-war AU,3
Hermione/Severus - Freeform,3
Possessive Hermione Granger,3
Weasley Family Bashing (Harry Potter),3
Birthday,3
Coercion,3
nundu,3
Horcrux Hunting,3
Evil Albus Dumbledore,3
Unhealthy Relationships,3
Obsession,3
Impregnation,3
Feels,3
Polyjuice Potion,3
Sexual Humor,3
Non-Consensual Voyeurism,3
Magical Tattoos,3
Snow,3
Exes to Lovers,3
Ghosts,3
Dark Comedy,3
Awkward Sexual Situations,3
Christmas Smut,3
Naked Female Clothed Male,3
Morally Grey Severus Snape,3
Bondage and Discipline,3
Wandless Magic (Harry Potter),3
Abortion,3
Unhealthy Coping Mechanisms,3
Sexual Frustration,3
Aphrodisiacs,3
Mild Language,3
Innuendo,3
PWP without Porn,3
the ending we ALL deserve,3
We die like (wo)men,3
Don’t copy to another site,3
Family Fluff,3
Memory Magic,3
gif,3
Consent,3
Blood Magic,3
Come Swallowing,3
Fingerfucking,3
Incest,3
Come Marking,3
Age Play,3
Fucking,3
Masochism,3
Caretaking,3
Porn,3
Mild Sexual Content,3
Mentor Severus Snape,3
Sexual Coercion,3
Unrequited Love,3
Underage Rape/Non-con,3
Somnophilia,3
Librarian Hermione Granger,3
Mates,3
Come Eating,3
Pregnant Hermione Granger,3
Soft Severus Snape,3
Flashbacks,3
Top Severus Snape,3
Aftermath of Torture,3
Infertility,3
Breast Fucking,3
Orgy,3
Drug Use,3
dd/lg,3
Redemption,3
Anger,3
Dragons,3
Table Sex,3
Supportive Harry Potter,3
References to Ancient Greek Religion & Lore,3
Claiming Bites,3
Drugs,3
Matchmaking,3
Harem,3
The Author Regrets Nothing,3
Severus' Hands Appreciation Society,3
severus snape eats pussy like its his job,3
Marking,3
Canon Divergent,3
age gap,3
Camping,3
Post Hogwarts AU,3
Blowjobs,3
Crushes,3
Illnesses,3
Kitchen Sex,3
Tags May Change,3
Gay Harry Potter,3
Animal Death,3
Het,3
Happily Ever After,3
harry potter is a bad friend,3
Jealous Hermione Granger,3
Potions Daddy Severus Snape,3
Protective Hermione Granger,3
Comedy,3
Family Drama,3
Collars,3
gifs,3
Hate Sex,3
Sex Is Fun,3
sevmione - Freeform,3
Parent/Child Incest,3
Severus Snape is Bad at Feelings,3
Babies,3
Community: smutty_claus,3
Grimmauld Place,3
House-Elf Magic (Harry Potter),3
Non-Consensual Blow Jobs,3
Non-Consensual Groping,3
Magical Theory (Harry Potter),3
Dreams,3
Time Loop,3
Comeplay,3
Twincest,3
Post-Deathly Hallows,3
Period Typical Attitudes,3
Dark Severus Snape,3
Travel,3
Anonymous Sex,3
Riding Crops,3
Ravenclaw Hermione Granger,3
Bisexuality,3
Ministry of Magic,3
Teaching,3
Kidnapping,3
Office Sex,3
Good Girl Hermione Granger,3
Discipline,3
Alpha Lucius Malfoy,3
Implied/Referenced Self-Harm,3
Dark!Hermione,3
Female Harry Potter,3
Unspeakable Severus Snape,3
Dumbledore Bashing,3
Completed,3
Car Sex,3
Young Love,3
Implied/Referenced Alcohol Abuse/Alcoholism,3
Face-Sitting,3
Children,3
Adoption,3
Gang Rape,3
Angry Sex,3
Graphic Description,3
Good Slytherins,3
Parenthood,3
Phone Sex,3
but they catch feelings,3
Femdom,3
Background Ron/Neville,3
Rating May Change,3
Morally Grey Hermione,3
Sirius Black Bashing,3
dubcon,3
Letters,3
Memories,3
Childbirth,3
Mild Hurt/Comfort,3
Multiple Partners,3
Polyandry,3
Woman on Top,3
Anal Beads,3
Unprotected Sex,3
Smut on the go,3
Emotional/Psychological Abuse,3
Blackmail,3
Enemas,3
Long Lost/Secret Relatives,3
Good Tom Riddle,3
Alternate Universe - No Voldemort,2
Love at First Sight,2
Inspired by Fanart,2
Everything is Beautiful and Nothing Hurts,2
Marauders Bashing (Harry Potter),2
Magical Bond,2
Legilimency Sex (Harry Potter),2
Demisexual Severus Snape,2
Subdrop,2
Queer Character,2
Dubious Ethics,2
Coworkers - Freeform,2
Spy Hermione Granger,2
good girl hermione,2
post war hogwarts,2
apprentice hermione,2
Caught in the Act,2
Secret Crush,2
Clothed Sex,2
Truth Serum,2
Originally Posted on FanFiction.Net,2
Minor Harry Potter/Ginny Weasley,2
Food Sex,2
Non-Graphic Rape/Non-Con,2
Espionage,2
Implied/Referenced Homophobia,2
Canon Divergence - Battle of the Department of Mysteries (Harry Potter),2
Father-Daughter Relationship,2
Half-Blood Hermione Granger,2
Love Letters,2
Order of the Phoenix Bashing (Harry Potter),2
Post-Battle of the Department of Mysteries (Harry Potter),2
Sane Tom Riddle,2
Voldemort is Hermione Granger's Parent,2
Alternate Canon,2
Past Torture,2
Trans Character,2
Marriage Proposal,2
Medical Procedures,2
Pre-War,2
Arguing,2
Creature Fic,2
POV Lucius Malfoy,2
Sibling Incest,2
No Slash,2
Mating,2
Bonding,2
Bisexual Male Character,2
NSFW,2
Gay Sex,2
St. Andrew's Cross,2
Erotic Electrostimulation,2
Bigotry & Prejudice,2
Sounding,2
Mild Blood,2
Prostitution,2
Food Kink,2
Edging,2
Chastity Device,2
Wax Play,2
Fucking Machines,2
Branding,2
Moresomes,2
Situational Humiliation,2
Consensual Somnophilia,2
Blizzards & Snowstorms,2
Trapped,2
Forests,2
Forced Proximity,2
Sex Work,2
Filthy,2
Strap-Ons,2
seriously,2
Dom/sub Undertones,2
Abandoned Work - Unfinished and Discontinued,2
Protective Hermione,2
Slytherin!Hermione - Freeform,2
Severus Snape Needs Therapy,2
The Ministry of Magic is Terrible (Harry Potter),2
The Lord of the Rings References,2
Orgasm Delay,2
vengeance,2
ley lines,2
Daily Prophet,2
Drabble Collection,2
Bed hopping,2
Rough Kissing,2
Minor Angst,2
Secret Marriage,2
kind of,2
Albus Dumbledore Lives,2
Powerful Hermione Granger,2
Pride and Prejudice References,2
Karaoke,2
Divorced Hermione Granger,2
Pensieves (Harry Potter),2
Implied/Referenced Dubious Consent,2
In more ways than one,2
Potion Technobabble,2
Patronus Form Changes (Harry Potter),2
Research,2
Defense Against the Dark Arts,2
Consent Issues,2
Ron Weasley Being an Idiot,2
Past Infidelity,2
ficpic,2
Safe Sane and Consensual,2
technically a songfic,2
together,2
HG/SS,2
BDSM Scene,2
Overstimulation,2
Snowball Fight,2
Seduction,2
Public Blow Jobs,2
cum,2
Inappropriate Use of Legilimency (Harry Potter),2
Grief/Mourning,2
Black Hermione Granger,2
Matchmaker Crookshanks (Harry Potter),2
Not Canon Compliant - Harry Potter and the Half-Blood Prince,2
Body Modification,2
Unreliable Narrator,2
Kink,2
Threesomes,2
Snowballing,2
Crack,2
Valentine's Day,2
Unspeakables (Harry Potter),2
Touch-Starved Severus Snape,2
Unbreakable Vow (Harry Potter),2
Naked Male Clothed Female,2
Australia,2
Sexual Repression,2
Objectification,2
Magic does what it wants,2
probably,2
Fantasy,2
Post War AU,2
Book 5: Harry Potter and the Order of the Phoenix,2
Ron Weasley is a Little Shit,2
Roleplay - Teacher and Student,2
Dementors,2
Rape Recovery,2
Stockholm Syndrome,2
Spit As Lube,2
Horror,2
Switch Draco Malfoy,2
Sexual Experimentation,2
Divorced Hermione Granger & Ron Weasley,2
Howlers (Harry Potter),2
Open Relationships,2
Interracial Relationship,2
Stuffing,2
Triple Penetration,2
Cock Slut,2
Consensual Infidelity,2
Foursome - F/M/M/M,2
Fivesome - F/M/M/M/M,2
Hand & Finger Kink,2
Gore,2
Strong Language,2
Long,2
Relationship(s),2
Aged-Up Character(s),2
safe house,2
Additional Warnings Apply,2
Post War,2
Power Imbalance,2
Loneliness,2
Major Character Injury,2
Centaurs,2
Evil Author Day 2021,2
References to Depression,2
Dubious Morality,2
Non-consensual sex,2
Awkwardness,2
Powerful Hermione,2
Alternate Universe - 1980s,2
Alternate Universe - College/University,2
no beta we die like dumbledore,2
Lemons,2
Facebook: Potions & Parchment Snamione Group,2
Asexual Relationship,2
Asexual Hermione Granger,2
Love Triangles,2
Lily Evans Potter Lives,2
Corruption,2
Bisexual Female Character,2
Sugar Daddy,2
Only One Bed,2
House Elves,2
Floor Sex,2
Sex Positive,2
Mental Breakdown,2
Eating Disorder Not Otherwise Specified,2
Body Image,2
Comfort,2
Chubby Hermione Granger,2
Developing Relationship,2
Platonic BDSM,2
Auror Ron Weasley,2
I'm Going to Hell,2
Meet me at the bar - Freeform,2
Implied/Referenced Sexual Assault,2
Bad Ron Weasley,2
no,2
Roommates,2
Remus Lupin Lives,2
No Horcruxes,2
Emotional Hurt,2
Teen Pregnancy,2
Muggle Life,2
Muggle London,2
Hermione Granger Knows What She Wants,2
severus snape eats pussy like it’s his job,2
Past Alcohol Abuse/Alcoholism,2
Childhood Trauma,2
reluctant Snape,2
Sane Voldemort (Harry Potter),2
Necromancy,2
Heartbreak,2
Muggles,2
Muggle-born,2
good girl,2
Alternate Universe - Regency,2
Regency Romance,2
HPFT,2
Walter the Lethifold - Freeform,2
Inexperienced Snape,2
Het and Slash,2
Found Family,2
Riding,2
Self-Esteem Issues,2
Sexy Times,2
gorgons,2
Post-Divorce,2
Forced Cohabitation,2
Spinner's End (Harry Potter),2
Graphic Format: GIF,2
Consensual Underage Sex,2
Department of Mysteries (Harry Potter),2
Non-Consensual,2
Threats of Rape/Non-Con,2
Bukkake,2
Sexual Abuse,2
Lost Love,2
Rated E for later chapters,2
no beta - we die like men,2
h/c,2
Scars,2
Torture Recovery,2
Don't copy to other sites,2
relationship,2
Post-Harry Potter and the Deathly Hallows,2
Age of Consent,2
Kinks,2
Past Character Death,2
Weasley Bashing,2
Drunk Sex,2
Heavy BDSM,2
Rut,2
Doggy Style,2
No Plot,2
Healers,2
Come Inflation,2
Forced Masturbation,2
Regency,2
James Potter Bashing,2
Sexual Harassment,2
Self-Hatred,2
Slytherin Pride,2
Slytherins Being Slytherins,2
Sexual Violence,2
Dark Past,2
Arithmancy,2
Nightmares,2
Relationship Reveal,2
Spy Severus Snape,2
Webcam/Video Chat Sex,2
Implied/Referenced Suicide,2
Emotional Constipation,2
Public Masturbation,2
sorta - Freeform,2
Teacher/Student Roleplay,2
Muggle Studies,2
Sex Education,2
Summer Vacation,2
Headmistress Minerva McGonagall,2
Dark!Harry,2
Ass to Mouth,2
Psychological Drama,2
risk of getting caught,2
Leather,2
Getting Together,2
Sexual Humour,2
Unsafe Sex,2
severus snape eats pussy like it's his job,2
Disability,2
Meddling,2
Student Hermione Granger,2
Bathing/Washing,2
Corporal Punishment,2
Menstruation,2
Pedophilia,2
Dom Lucius Malfoy,2
Little Goblin Books,2
Survivor Guilt,2
romantic smut,2
Teacher Hermione Granger,2
Post Battle of Hogwarts,2
Married Sex,2
Cute Kids,2
Horny Teenagers,2
Epic,2
Canon Rewrite,2
Dream Sex,2
Wet Dream,2
Loss of Control,2
Betrayal,2
Time-Turner,2
Ron Bashing,2
Professors,2
Blood Drinking,2
Gags,2
Imprisonment,2
Dancing,2
Abusive Dursley Family (Harry Potter),2
Enemies to Friends,2
Denial,2
Lust,2
Charms,2
Auror Severus Snape,2
POV First Person,2
POV Third Person,2
Community: sshg_promptfest,2
Drinking,2
but both of the Ms are the same person,2
double your Snapes double your fun,2
consensual voyeurism,2
Parent Severus Snape,2
Raising Harry Potter,2
Drarry,2
Anxiety Disorder,2
Anxiety Attacks,2
friendships,2
Murder Mystery,2
Sexting,2
Polyjuice Potion (Harry Potter),2
Tentacles,2
Stripping,2
Other Ships Not Mentioned in Tags,2
Growing Old Together,2
Manipulative Dumbledore,2
Period-Typical Sexism,2
BAMF!Hermione,2
Oral,2
mentions of abuse,2
All the peen,2
Decisions,2
cum kink,2
Mother-Son Relationship,2
dual timelines,2
Aftermath of Violence,2
Second Chances,2
Magical Creatures,2
alternative universe,2
Love Potion/Spell,2
Fred Weasley Lives,2
Forced Relationship,2
Rare Pairings,2
Dreams and Nightmares,2
Face Slapping,2
First War with Voldemort,2
Taboo,2
beastiality,2
Canon Divergence - Post-Harry Potter and the Order of the Phoenix,2
Sword of Gryffindor,2
Second Wizarding War with Voldemort (Harry Potter),2
Heavy Petting,2
Hermione's parents,2
Not Suitable/Safe For Work,2
BAMF Ron Weasley,2
Wedding Night,2
First Dates,2
1980s,2
My First Work in This Fandom,2
Rutting,2
Dumbledore's Army,2
Cross-Posted on FanFiction.Net,2
Ron-bashing,2
Sex Toys Under Clothing,2
Temporary Character Death,2
Mythical Beings & Creatures,2
Misogyny,2
Imperiused Sex (Harry Potter),2
Sexual Roleplay,2
De-Aged Hermione Granger,2
Smut on the go!,2
Family Feels,2
Blood and Torture,2
trapped together,2
Bisexual Hermione Granger,2
D/s,2
Con/Non-Con,2
Fix-It of Sorts,2
Not Underage,2
I hate Lily Evans-club,2
Morally Grey Harry Potter,2
revel,2
Child Abuse,2
Finger Sucking,2
Disfigurement,2
69,1
vice-eater,1
it followed me home,1
Yule Ball (Harry Potter),1
Alternate Universe - Everyone Lives/Nobody Dies,1
Light-Hearted,1
Requited Love,1
Pureblood Society (Harry Potter),1
Pureblood Politics (Harry Potter),1
References to Canon,1
i tried to write a funny and sassy Lavender because I love you,1
y'all never believe me but I'm telling the truth this time,1
okay fine,1
it's a bittersweet ending,1
but everyone lives,1
fine,1
I wrote a second chapter so now the ending is for real happy,1
and honestly I'm happier for it too,1
pack mates,1
DO NOT SHARE!!,1
updates regularly,1
Hermione hides things,1
Aromantic Sirius Black,1
Dominant Sirius Black,1
Subspace,1
Queer Themes,1
Person of Color Severus Snape,1
Insecurity,1
HP Triad!Fest 2022,1
In which Xenophilius tries to force snorkak toenails on Snape,1
In which George offers a discount on magical cockrings,1
Established Draco Malfoy/Harry Potter,1
In which Lucius loses his shit,1
Wedding Planning,1
Fighting prejudice against gay characters,1
Cocksure Snape,1
masked sex,1
POV Ron Weasley,1
Bookstores,1
Aurors,1
Cottage prawn,1
Wales,1
Winter Solstice,1
Sporadic Updates,1
breath play,1
Dominant Snape,1
Submissive Hermione,1
UpForAdoption,1
Jung Kook made me do it,1
Rummy,1
total idiots,1
Longing,1
giving in,1
Home,1
Severus Snape Being a Bastard,1
Post-Deathly Hallows AU,1
With A Twist,1
keeping secrets,1
Kind of a Happy Ending,1
Dubious Consent Fantasy,1
Malfoy Manor (Harry Potter),1
Lucius Malfoy & Severus Snape Friendship,1
Atoned Lucius,1
Matchmaker Ginny Weasley,1
Also matchmaker Lucius,1
Sex on Furniture,1
Foreplay,1
hot ass,1
Lucius is hot and he knows it,1
Help my former employer is hot,1
Lingerie,1
I don't know how to tag things!,1
Wet Clothing,1
Food,1
Married Harry Potter/Ginny Weasley,1
Muggle/Wizard Relations,1
Virginity is a Social Construct,1
they are so precious,1
Fluffy Smut,1
Speed Dating,1
In a way,1
Attraction,1
But who knows where it might lead,1
Gift Work,1
Spring,1
Spring Equinox,1
Ostara,1
Snape Celebration 2022,1
Hati - Freeform,1
Sköll - Freeform,1
Brothels,1
magical triads,1
Slow Burn (ish),1
DV Not Between Main Pair,1
Authoritarian Regime,1
Bodyguard Severus Snape,1
Fabron Mucliber is a Simp,1
But don’t let that fool you,1
Morally Grey Luna Lovegood,1
Morally Grey Minerva McGonagall,1
Mostly Sane Tom Riddle,1
Not War Centric,1
Parent Minerva McGonagall,1
Slytherin’s Locket is Not a Horcrux,1
In Fact There’s Not a Whole Lot of Those,1
Tattooed Severus Snape,1
Tom Riddle Redemption,1
Except the twins,1
References to Drugs,1
Firsts,1
Roughness,1
hp crossgenfest,1
vampire,1
cherry blossom kiss,1
Menstrual Sex,1
Menstruation Kink,1
Budding D/s relationship,1
schemes,1
Bank Robbery,1
Mention of torture,1
teacher student relationship,1
cat bra,1
smut at times,1
otter justice,1
otterly amusing sense of karma,1
karma isn't taking your bs,1
Not a Dead Dove I swear,1
Wish Magic,1
1990s,1
Barbs,1
Quips,1
Time Travel - fix it,1
Lucius Malfoy-centric,1
Creature Lucius Malfoy,1
Gothic,1
Possessive Tom Riddle,1
Monster Tom,1
Creature Severus Snape,1
Obsessive Tom Riddle,1
trying to get pregnant,1
Fluffy Christmas Smut,1
References to Kinky Punishment Fun,1
Elder God,1
krsnik,1
HP Triad!Fest,1
Nostalgia,1
Snape tells a story,1
Frame Narrative,1
sshg_exchange,1
Cat Hermione Granger,1
Cats,1
Severus to the Rescue,1
Death Eater Halloween Fic Fest 2021,1
Death Eaters have big cocks,1
Big Dick Severus Snape,1
Sex in Maze,1
halloween party,1
Masquerade,1
Hermione is good at riding,1
snarl - Freeform,1
Found,1
Ever After - Freeform,1
Penis Euphemisms,1
Engorgio on the wrong bits,1
Students being dunderheads and Snape unexpectedly getting laid from it,1
SexGod!Severus,1
Hogsmeade,1
movie canon,1
warning: vomit,1
Stranger Sex,1
