value,count
Angst,163
Fluff,160
Hogwarts Eighth Year,139
Slow Burn,131
Romance,112
Anal Sex,110
Alternate Universe - Canon Divergence,110
Hurt/Comfort,107
Harry Potter Epilogue What Epilogue | EWE,99
Humor,87
Mpreg,78
Post-War,76
Post-Traumatic Stress Disorder - PTSD,71
Oral Sex,65
Enemies to Friends to Lovers,63
Angst with a Happy Ending,62
Rimming,61
Falling In Love,59
Smut,58
Fluff and Angst,58
Mutual Pining,57
Explicit Sexual Content,57
Happy Ending,56
First Time,55
Pining,53
Time Travel,53
Implied/Referenced Child Abuse,50
Getting Together,49
Ron Weasley Bashing,48
Anal Fingering,47
Slash,46
HP: EWE,46
Enemies to Lovers,45
Manipulative Albus Dumbledore,45
Albus Dumbledore Bashing,45
Soulmates,44
Eventual Smut,43
Top Harry Potter,43
Drama,42
Blow Jobs,42
Friends to Lovers,41
Alternate Universe,40
Good Draco Malfoy,39
Minor Character Death,37
Female Harry Potter,37
Friendship,36
Post-Battle of Hogwarts,36
Not Epilogue Compliant,36
Master of Death Harry Potter,36
Post-Hogwarts,35
Emotional Hurt/Comfort,35
Hermione Granger Bashing,35
Coming Out,34
Alternate Universe - Soulmates,34
Auror Harry Potter,34
Bottom Draco Malfoy,34
Secret Relationship,33
Bottom Harry,31
First Kiss,30
Top Draco Malfoy,30
Masturbation,30
,30
Powerful Harry,28
Hogwarts,27
Hand Jobs,27
Bottom Harry Potter,27
Explicit Language,27
Bisexual Harry Potter,27
Magically Powerful Harry Potter,27
POV Draco Malfoy,27
Alpha/Beta/Omega Dynamics,27
Drarry,26
Eventual Romance,26
Light Angst,26
Soul Bond,26
Soulmate-Identifying Marks,25
Slow Build,25
Not Canon Compliant,25
Dirty Talk,25
Ron Weasley is a Good Friend,25
Panic Attacks,25
Dark Harry Potter,24
Bottom Severus Snape,24
Other Additional Tags to Be Added,24
Character Death,24
Spanking,24
Established Relationship,23
POV Harry Potter,23
AU,23
Crossover,23
Infidelity,23
Molly Weasley Bashing,23
Suicidal Thoughts,22
Good Severus Snape,22
Time Travel Fix-It,22
BAMF Harry Potter,22
Gay Draco Malfoy,22
Depression,21
Fluff and Smut,21
Dubious Consent,21
Rough Sex,21
Top Harry,21
Bonding,21
Praise Kink,21
Sexual Tension,21
Draco Malfoy Needs a Hug,21
Violence,21
Quidditch,20
Switching,20
Healing,20
Jealousy,20
Torture,20
Ginny Weasley Bashing,20
Mental Health Issues,19
Loss of Virginity,19
Pining Draco Malfoy,19
Vaginal Sex,19
Tooth-Rotting Fluff,19
Domestic Fluff,19
Mystery,19
Child Abuse,19
Past Child Abuse,19
Redeemed Draco Malfoy,19
Idiots in Love,19
Possessive Tom Riddle,19
Implied/Referenced Rape/Non-con,18
Possessive Behavior,18
Christmas,18
BDSM,18
Hogwarts Sixth Year,18
Oblivious Harry,18
Fluff and Humor,18
Nightmares,18
Manipulative Dumbledore,18
Dom/sub,18
Sane Tom Riddle,17
Dark Harry,17
Horcruxes,17
Love,16
Dumbledore Bashing,16
Voyeurism,16
Sex,16
Banter,16
Semi-Public Sex,16
Fix-It,16
POV Alternating,16
Hogwarts Fifth Year,16
Unresolved Sexual Tension,16
Recovery,15
Light Dom/sub,15
Fake/Pretend Relationship,15
Good Slytherins,15
Bottom Draco,15
Alternate Universe - Time Travel,15
Sharing a Bed,15
Grief/Mourning,15
Draco Malfoy in the Muggle World,15
Sirius Black Lives,15
Sexual Content,15
Anxiety,14
Unreliable Narrator,14
Don't copy to another site,14
Powerful Harry Potter,14
Morally Grey Harry Potter,14
Post-Canon,14
Mildly Dubious Consent,14
Draco Malfoy & Harry Potter Friendship,14
Flirting,14
Crack,14
Crack Treated Seriously,14
Frottage,14
Eventual Happy Ending,14
Animagus,14
Angst and Hurt/Comfort,14
Horcrux Hunting,14
Slytherin Harry Potter,14
Possessive Harry Potter,14
Mating Cycles/In Heat,14
Complete,14
Healer Draco Malfoy,13
Therapy,13
Homophobia,13
Past Harry Potter/Ginny Weasley,13
Potions,13
Magic,13
