fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Red Velvet (K-pop Band),seulrene - Relationship,Bae Joohyun | Irene/Kang Seulgi,psycho,F/F,No,Yes,18 Dec 2019,7,Not Rated,Creator Chose Not To Use Archive Warnings,
Red Velvet (K-pop Band),seulrene - Relationship,Bae Joohyun | Irene/Kang Seulgi,建国后不许成精,F/F,No,Yes,29 Nov 2019,7,Not Rated,Creator Chose Not To Use Archive Warnings,
Red Velvet (K-pop Band),Bae Joohyun | Irene/Kang Seulgi,Bae Joohyun | Irene/Kang Seulgi,"в 2 раза больше тебя, в 2 раза больше меня",F/F,No,Yes,24 May 2018,7,Teen And Up Audiences,No Archive Warnings Apply,Canon Compliant
Red Velvet (K-pop Band),Kang Seulgi/Bae Joohyun | Irene,Bae Joohyun | Irene/Kang Seulgi,а теперь слушай,F/F,No,Yes,09 Feb 2016,7,Teen And Up Audiences,No Archive Warnings Apply,Canon Compliant
Red Velvet (K-pop Band),Bae Joohyun | Irene/Son Seungwan | Wendy,Bae Joohyun | Irene/Kang Seulgi,Devils rolled the dice and I fell for some angels eyes,F/F,No,Yes,30 Nov 2023,6,General Audiences,Creator Chose Not To Use Archive Warnings,"Song: Cruel Summer (Taylor Swift),Polyamory,Love,Idiots in Love,Love Confessions,Friendship/Love,Not Actually Unrequited Love,Dorks in Love,Romance,Slow Romance,Hurt/Comfort,Emotional Hurt/Comfort,Happy Ending,Eventual Happy Ending,Fluff and Hurt/Comfort,Eventual Romance,Summer Romance,Unresolved Romantic Tension,Pre-Poly,Kang Seulgi & Son Seungwan | Wendy Friendship,Summer Love,Drunken Flirting,wenseul - Freeform,wenrene - Freeform,Wenseulrene,Seulrene"
Red Velvet (K-pop Band),Bae Joohyun | Irene/Kang Seulgi,Bae Joohyun | Irene/Kang Seulgi,[Podfic of] the moon is hanging on the jungle gym,F/F,No,Yes,21 Nov 2023,6,Mature,Creator Chose Not To Use Archive Warnings,"Podfic,Podfic & Podficced Works,Podfic Collaboration,Audio Format: MP3,Audio Format: Streaming,Podfic Length: 10-20 Minutes,mentions of cannibalism,Mentions of Murder,Cults,based on the peek-a-boo mv"
NCT (Band),Bae Joohyun | Irene/Moon Taeil,Bae Joohyun | Irene/Kang Seulgi,after hours love is free,F/F,No,Yes,08 Apr 2023,6,Not Rated,Creator Chose Not To Use Archive Warnings,"Friendship,Talking,Internalized Homophobia,Violence,Drama,Sm Halloween Party"
Red Velvet (K-pop Band),Bae Joohyun | Irene/Kang Seulgi,Bae Joohyun | Irene/Kang Seulgi,Prophecy (Introduction),F/F,No,Yes,23 Mar 2023,6,Teen And Up Audiences,No Archive Warnings Apply,"Chaos,Cults,Destiny,Fantasy,Fate,Philosophy,Tragic Romance,Timelines,Supernatural Elements"
Red Velvet (K-pop Band),Bae Joohyun | Irene/Kang Seulgi,Bae Joohyun | Irene/Kang Seulgi,From Zero,F/F,No,Yes,05 Feb 2023,6,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,"Gender or Sex Swap,Slow Burn,Arranged Marriage"
Red Velvet (K-pop Band),Bae Joohyun | Irene/Kang Seulgi,Bae Joohyun | Irene/Kang Seulgi,Do I Wanna Know?,F/F,No,Yes,04 Jan 2023,6,Not Rated,Creator Chose Not To Use Archive Warnings,"I'm Sorry,Short One Shot,Fluff,AAaaaAaaAAAAaaaA"
