fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Shadowhunters (TV),Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,Lost And Found,M/M,Yes,No,18 Sep 2020,"1,182",General Audiences,No Archive Warnings Apply,"Alternate Universe - Modern Setting,First Meetings,Meet-Cute,Shopping Malls,Short & Sweet,Sweet Magnus Bane,Blushing Alec,Max gets lost....a lot,Zoo,Camping,Implied Sexual Content,cute max,Marriage Proposal,Meeting the Parents,Light Smut,Panic Attacks,Hurt Alec,Weddings,Happy Ending"
Shadowhunters (TV),Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,Murder and Cheap Coffee,M/M,Yes,No,17 Jul 2017,"1,182",General Audiences,No Archive Warnings Apply,"Alternate Universe - Coffee Shops & Cafés,Mundane Magnus Bane/Mundane Alec Lightwood,Alec is a billionaire,famous au,Fluff,First Meetings,Anxiety,Social Anxiety,Middle Class Magnus,Barista Magnus,Flirting,Cute things"
Shadowhunters (TV),Simon Lewis/Raphael Santiago,Magnus Bane/Alec Lightwood,"te amo, idiota",M/M,Yes,No,10 Aug 2016,"1,181",Teen And Up Audiences,No Archive Warnings Apply,"Saphael,Fluff,AU,roommate au"
Shadowhunters (TV),Simon Lewis/Raphael Santiago,Magnus Bane/Alec Lightwood,Life You Gave Me,M/M,Yes,No,28 Sep 2017,"1,181",General Audiences,No Archive Warnings Apply,"Canon Divergence,post 1X12,Simon sides with the vampires"
The Mortal Instruments Series - Cassandra Clare,Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,Dr. Strangelove: Or How Alec Learned to Cocktease His Boyfriend and Just Stop Worrying,M/M,Yes,No,03 Apr 2020,"1,180",Explicit,No Archive Warnings Apply,"Light Bondage,Light Dom/sub,Light BDSM,Fluff,Fluff and Smut,Texting,Alec is a cocktease,Magnus has zero chill,Humor,Comedy,Anal Sex,Anal Fingering,Spanking,vampire!intern,Cock Tease,Alec is a brat,Embedded Images,it's nothing fancy don't get excited,bratty alec,daddy Magnus,Daddy Kink,Shower Sex,Possessive Magnus Bane,Possessive Behavior"
Shadowhunters (TV),Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,3 Times Jace and Izzy did not find out about Malec and 1 Time Alec couldn't stop it,M/M,Yes,No,29 Aug 2017,"1,180",General Audiences,Creator Chose Not To Use Archive Warnings,"jimon if you sqint,Magnus Bane is fabulous,Magnus Bane is a fashion designer,Glitter,Makeup,Malec,3 + 1 Things,Alec cannot lie to save his life,Izzy and Jace know something is up,Secrets,Secret Relationship,AU- Alternate Universe,all of them are human"
Shadowhunters (TV),Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,Heaven Was Needing A Hero,M/M,Yes,No,19 Dec 2018,"1,179",Not Rated,Major Character Death,"Angst,Heavy Angst,Angst with a Happy Ending,Sad,really sad,Eventual Happy Ending,lots of angst before it gets happy,alec and magnus are totally in love,Bad Parent Maryse Lightwood,Bad Parent Robert Lightwood,Temporary Character Death"
Shadowhunters (TV),Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,Awakening,M/M,Yes,No,16 Mar 2021,"1,178",Mature,No Archive Warnings Apply,Magic
Shadowhunters (TV),Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,A Double-Edged Sword,M/M,Yes,No,11 Feb 2020,"1,177",Mature,Creator Chose Not To Use Archive Warnings,"vampire!Alec,BAMF Magnus Bane,Hints of Dark Magnus,Camille Turns Alec,Canon-Typical Violence,Magnus delivers retribution on Camille,Angst,Pining,Anger,Good Parabatai Jace Wayland,Magnus Bane Deserves Nice Things,Alec Lightwood Deserves Nice Things,Simon Lewis is a damn good friend,Simon teaches Alec the ropes,Grieving,Immortal Husbands,Jace kisses Magnus out of a panic attack,Catarina Loss is the best,Magnus and Alec would burn the world down for each other"
Mortal Instruments Series - Cassandra Clare,Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,"When in Doubt, Add Glitter",M/M,Yes,No,02 Jul 2014,"1,177",General Audiences,No Archive Warnings Apply,"Sickfic,Hurt/Comfort,Caretaking,Poor Alec has the flu,Malec"
Shadowhunters (TV),Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,Petals and Thorns,M/M,Yes,No,20 Mar 2022,"1,176",Mature,Creator Chose Not To Use Archive Warnings,"Alternate Universe - Flower Shop & Tattoo Parlor,Dragon Prompts,Make it dragons,dragon!Alec,flirty Magnus,Deruned Alec Lightwood,Alec Lightwood Deserves Nice Things,Magnus Bane Is a Nice Thing,Flirting,Tattoos,Flowers,Hurt/Comfort,Fluff,Protective Magnus,Protective Alec,BAMF Magnus Bane,Magnus Bane Deserves Nice Things,Discrimination Against Downworlders,Unethical Experimentation,Valentine is a bastard,talk of past,Assisted Suicide,Past Violence,Aftermath of Torture"
Shadowhunters (TV),Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,Louder Than The Storm,M/M,Yes,No,18 Feb 2018,"1,176",Mature,No Archive Warnings Apply,"Malec,Malec Love,AU canon,Shadowhunters 2x20,Love,Angst,Sex,Malec Sex,Malex,Boyfriends,Lust,Hurt Alec Lightwood,alec lightwood - Freeform,magnus bane - Freeform,Alec Lightwood-centric,Magnus Bane/Alec Lightwood Fluff,Hurt Magnus Bane,Insecure Magnus Bane,Alec Lightwood Feels,Insecure Alec Lightwood,malec happiness,Malec Angst,Fluff and Smut,Angst and Fluff and Smut,Isabelle Lightwood Ships Magnus Bane/Alec Lightwood,Bottom Alec Lightwood,Bottom Magnus Bane,Top Alec Lightwood,Top Magnus Bane"
Shadowhunters (TV),Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,The promise,M/M,Yes,No,11 Jun 2017,"1,176",Mature,Graphic Depictions Of Violence,"Protective Alec Lightwood,Fix-It of Sorts,Canon Compliant,Fluff,Fluff and Hurt/Comfort,Insecure Magnus Bane,Magnus is too pure for this world,Protective Raphael,Fixing the breakup,Kidnapping,Rescue Missions,Simon just really needs to be hugged"
Mortal Instruments Series - Cassandra Clare,Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,Are All Of Robert Lightwood's Children Gay?,M/M,Yes,No,25 Feb 2016,"1,176",Not Rated,No Archive Warnings Apply,"Homophobia,Robert Lightwood Is A Jerk,Robert Lightwood Is Homophobic,Magnus Bane Is A Freewheeling Bisexual,Isabelle Lightwood Doesn't Label Her Sexuality,Pansexual Character,Pansexual Clary Fray,Pansexual Simon Lewis"
Shadowhunters (TV),Magnus Bane/Alec Lightwood,Magnus Bane/Alec Lightwood,"Here I have come, and here I will stay",M/M,Yes,No,25 Feb 2024,"1,175",Teen And Up Audiences,No Archive Warnings Apply,"BAMF Alec Lightwood,Head of the Institute Alec Lightwood,Magnus Bane Deserves Nice Things,Alec Lightwood Is a Nice Thing,Origin of Alec's Deflect Rune,Consular High Warlock Magnus Bane,Valentine tried to recruit Alec,Stand Alone"
