fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,The Problem With Polyjuice,M/M,No,No,28 Sep 2013,"1,988",Explicit,No Archive Warnings Apply,"Alternate Universe - High School,Teenlock,Potterlock,Alternate Universe - Hogwarts,Polyjuice Potion,Masturbation,Supposedly unrequited love,as always,Comeplay,First Time,First Kiss,Fluff"
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,We Bleed into the Grey,M/M,No,No,27 Oct 2012,"1,987",Teen And Up Audiences,No Archive Warnings Apply,"First Kiss,Supernatural Elements,Contest Entry,Fluff and Angst"
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,A Night to Remember,M/M,No,No,23 Aug 2013,"1,985",General Audiences,No Archive Warnings Apply,Academy Awards
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,Entirely Covered in Your Invisible Name,M/M,No,No,05 Nov 2012,"1,985",Explicit,No Archive Warnings Apply,"Slash,Romance,Established Relationship,Hurt/Comfort,Mental Health Issues,Altered Mental States,Psychopathology & Sociopathy,POV First Person,Mental Breakdown,Depression,Drug Use,Mental Instability,Morbid,Codependency,Possessive Behavior,Verbal Abuse,Dubious Ethics,Explicit Sexual Content,Demisexuality,BAMF!John,Explicit Language,Blood"
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,Figments,M/M,No,No,06 Oct 2018,"1,981",Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,"Post-Reichenbach,Alternate Universe - Canon Divergence,Reunions,Hurt/Comfort,Angst,Angst with a Happy Ending"
Harry Potter - J. K. Rowling,Anthony DiNozzo/Spencer Reid,Sherlock Holmes/John Watson,The Big Short Prompt Fills,M/M,No,No,02 Oct 2017,"1,979",Explicit,Creator Chose Not To Use Archive Warnings,"Prompt Fill,Shorts,Random & Short,Work In Progress,Alternate Universe - Always a Different Sex,Alternate Universe - Gender Changes,Female Harry Potter,BAMF Tony DiNozzo,Female Tony DiNozzo,Women Being Awesome,Older Woman/Younger Man,Magic,Wicca,Family Dynamics,Rule 63,Female John Watson,Male Sherlock Holmes/Female John Watson,Feminist Themes,Female Harry Potter/Draco Malfoy,The Golden Trio,plus one,Bigotry & Prejudice,Teen Romance,Female Blair Sandburg,Canon-Typical Violence,love potions,Consent Issues,Godfather Sirius Black,Sexual Harassment,Obsessive-Compulsive Disorder,Politics,Alternate Universe - Sentinels and Guides Are Known,Femslash,Alternate Universe - Historical,World War II"
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,Brothers Never Beg,M/M,No,No,01 Sep 2014,"1,978",Teen And Up Audiences,No Archive Warnings Apply,"Q is a Holmes,Q Has a Cat,Kidnapped Q,Crack,Mycroft's Meddling,Mycroft IS the British Government"
Sherlock (TV),Loki/Tony Stark,Sherlock Holmes/John Watson,A Family Trait,M/M,No,No,18 Jul 2016,"1,977",General Audiences,No Archive Warnings Apply,"Lady Loki,Shapeshifter Loki,Established Relationship,References to Norse Religion & Lore,Humor,Loki Does What He Wants,Don't copy to another site,Clint Barton is So Done"
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,A Fortuitous Downfall,M/M,No,No,15 Aug 2012,"1,975",Teen And Up Audiences,No Archive Warnings Apply,"Scars,John Watson Is A BAMF,Kink Meme,Prompt Fic,War wounds"
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,No Light Thing,M/M,No,No,14 Oct 2014,"1,974",Explicit,No Archive Warnings Apply,"First Time,Explicit Sexual Content,Kink Exploration,Sadomasochism,Painplay,Marking,Bruises,Biting,Scratching,Bloodplay,Scars,Misunderstandings,Insecurity,Possessive Behavior,Sherlock Loves John,Past Drug Use,Spanking,Post-Season/Series 03,Angst,Pet Names,Lack of Communication,Aftercare,Knifeplay"
Sherlock (TV),James Bond/Q,Sherlock Holmes/John Watson,Quillan's Father,M/M,No,No,04 Mar 2014,"1,974",Teen And Up Audiences,No Archive Warnings Apply,"references to violence,references to murder,References to Torture,Protective!Mycroft,Dysfunctional Family,Friendship"
Sherlock (TV),Jim Moriarty/John Watson,Sherlock Holmes/John Watson,Odalisque,M/M,No,No,20 Dec 2013,"1,971",Explicit,"Graphic Depictions Of Violence,Rape/Non-Con","Dubious Consent,Rape,Mpreg,Forced Pregnancy,Abortion,Domestic Violence,Sexual Slavery,Forced Marriage,Forced Feminization,Psychological Torture,Gender Issues,Sexual Shaming,gender shaming,Rough Sex,Drugged Sex,Bondage,Shower Sex,Clothed Sex,all the sex,slight medfet,Justice Is Served (Eventually),Triggery Dialogue,NOT Omega!verse,Non-consent,domestic abuse,Moriarty is a Heinous Bastard,It Can Always Get Worse"
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,homes out of human beings,M/M,No,No,23 Aug 2014,"1,970",Teen And Up Audiences,No Archive Warnings Apply,part one of my homes out of human beings verse
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,Love and Other Deaths,M/M,No,No,28 Nov 2011,"1,968",Teen And Up Audiences,No Archive Warnings Apply,
Sherlock (TV),Sherlock Holmes/John Watson,Sherlock Holmes/John Watson,Journal of Truths,M/M,No,No,05 Jan 2016,"1,967",Teen And Up Audiences,No Archive Warnings Apply,"Pining Sherlock,Pining John Watson,Idiots in Love,Fluff and Angst,Angst with a Happy Ending,Happy Ending,Love Confessions,Love Letters,They Finally See Reason,Mentions of Suicide Attempt,Canon Compliant,The Abominable Bride Compliant,Declarations Of Love"
