fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
RWBY,Blake Belladonna/Yang Xiao Long,Blake Belladonna/Yang Xiao Long,Partner,F/F,Yes,No,27 Mar 2023,282,Teen And Up Audiences,No Archive Warnings Apply,"Volume 9 (RWBY),Romance,Established Relationship,Spoilers: Volume 9 (RWBY),Hurt/Comfort,Talking,Grief/Mourning,Fluff and Angst,Hurt No Comfort"
RWBY,Ruby Rose/Weiss Schnee,Blake Belladonna/Yang Xiao Long,For The Best,F/F,Yes,No,10 Jul 2023,282,Explicit,Underage,"Lesbian Sex,Catholic School,Alternate Universe - High School,Gratuitous Smut,Angst and Fluff and Smut,Romance"
RWBY,Blake Belladonna/Yang Xiao Long,Blake Belladonna/Yang Xiao Long,and i'll always find you again and again (and i'll love every version of you),F/F,Yes,No,06 Apr 2021,282,Teen And Up Audiences,No Archive Warnings Apply,"One Shot,Fluff and Angst,Angst with a Happy Ending,Reunions,Kissing,First Kiss,PLEASE BEWARE BECAUSE MAJOR MAJOR SPOILERS FOR THE LAST COUPLE CHAPTERS OF VOLUME 8,happy birthday to my bestie sami this is a gift for them,LOVE YOU SAMI,Canon Compliant,but also kind of not because this is pure speculation on how these two will eventually reunite,Love Confessions"
RWBY,Blake Belladonna/Yang Xiao Long,Blake Belladonna/Yang Xiao Long,When It Hits,F/F,Yes,No,01 Jul 2020,282,General Audiences,No Archive Warnings Apply,"Yang needs a hug,Hurt/Comfort,Mention of Death"
RWBY,Blake Belladonna/Yang Xiao Long,Blake Belladonna/Yang Xiao Long,A Brawler's Guide to Love: Redux,F/F,Yes,No,31 Jul 2020,282,Explicit,No Archive Warnings Apply,"Alternate Universe - High School,Oral Sex,Asexual Character,Faunus exist in this,Supernatural Elements"
RWBY,Blake Belladonna/Yang Xiao Long,Blake Belladonna/Yang Xiao Long,Shot Through The Heart,F/F,Yes,No,15 Jun 2014,282,Explicit,Creator Chose Not To Use Archive Warnings,
RWBY,Bumbleby - Relationship,Blake Belladonna/Yang Xiao Long,Where Did the Party Go,F/F,Yes,No,14 Sep 2020,281,Explicit,No Archive Warnings Apply,"Domestic Bliss,Plot What Plot/Porn Without Plot,Top Yang Xiao Long,Spanking,Aftercare,Porn with Feelings,They're engaged,and yang...straps,a little praise kink,i literally can't write smut without the bees reminding us and each other why they're so in love"
RWBY,Blake Belladonna/Yang Xiao Long,Blake Belladonna/Yang Xiao Long,(your lips like fire) ignite my gasoline,F/F,Yes,No,14 Sep 2019,281,Explicit,No Archive Warnings Apply,"Fluff and Smut,with some like,Light Angst,but mostly just,Porn with Feelings,and some,Couch Sex,they married and in love and it's wholesome kay,Post-Canon,Canon Compliant,idk not enough people write about how even the best couples have to work at things,and how it takes effort to maintain a good relationship,including a good sex life,even when ur hella in love w/ each other,so thats kinda what this is lmao"
RWBY,Blake Belladonna/Yang Xiao Long,Blake Belladonna/Yang Xiao Long,Running Back to You,F/F,Yes,No,22 Dec 2017,281,Not Rated,No Archive Warnings Apply,"Angst with a Happy Ending,Slow Burn,Mentions of past abuse,slightly graphic but not too detailed,Alternate Universe - Modern Setting"
RWBY,Blake Belladonna/Yang Xiao Long,Blake Belladonna/Yang Xiao Long,Googly Eyes,F/F,Yes,No,17 Sep 2020,280,Teen And Up Audiences,No Archive Warnings Apply,"Hurt/Comfort,Yang has a dumbass moment,But they’re young dumb and still crazy for each other"
