fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Hannibal (TV),Will Graham/Hannibal Lecter,Will Graham/Hannibal Lecter,Will Graham's Hidden Talents,M/M,Semi-Canon,No,25 Aug 2021,"1,550",Mature,Creator Chose Not To Use Archive Warnings,"Art,Hidden Talents,season 1 AU,Alternate Universe - Canon Divergence,Drama,Flirting,Possessive Hannibal Lecter,Falling In Love,Hannibal Lecter is a Cannibal,Will Graham Has Encephalitis,but then Hannibal saves the day,Happy Ending,Mild Language,Friends to Lovers"
Hannibal (TV),Will Graham/Hannibal Lecter,Will Graham/Hannibal Lecter,what you mean to me,M/M,Semi-Canon,No,13 Sep 2022,"1,548",Mature,"Graphic Depictions Of Violence,No Archive Warnings Apply","Post-Episode: s03e07 Digestivo,Making Up,Communication,Fix-It,Hannibal Lecter Loves Will Graham,Will Graham Loves Hannibal Lecter,Vulnerable Hannibal Lecter,Vulnerable Will Graham,Dark Will Graham,First Kiss,Alternate Universe - Canon Divergence,Feelings,Sad Hannibal Lecter,Possessive Hannibal Lecter,Possessive Will Graham,Jealousy,Jealous Hannibal Lecter,Past Molly Graham/Will Graham,Love Confessions,Not Actually Unrequited Love,guys they actually talk about their feelings,Everything is Beautiful and Nothing Hurts,Fluff and Angst,Twisted and Fluffy Feelings,Angst with a Happy Ending"
Hannibal (TV),Will Graham/Hannibal Lecter,Will Graham/Hannibal Lecter,Clearest Warning,M/M,Semi-Canon,No,15 May 2021,"1,548",Mature,No Archive Warnings Apply,"Light Angst,Fluff,Will Graham Loves Hannibal Lecter,Hannibal Lecter Loves Will Graham,Dark Will Graham,Manipulative Will Graham,Beau Graham is a sweetheart,with sad bastard genes he passed on to his son,It all turned out alright though,Will has a hard time believing his eyes,Hannibal gets elbowed on the nose,and a shovel to the head,he had it coming,Making Out,shameless flirting,Wild card Abigail Hobbs,Sassy Abigail Hobbs,Manipulative Abigail Hobbs,Sassy Will Graham,Relationship Negotiation,Shovel Talk,Shameless abuse of the word softie,Will Graham is a Tease,Hannibal Lecter is a Tease"
Hannibal (TV),Will Graham/Hannibal Lecter,Will Graham/Hannibal Lecter,Five Times Will was Drunk on Alcohol or Lack of Sleep and One Time He was Actually Awake,M/M,Semi-Canon,No,16 Aug 2018,"1,545",Teen And Up Audiences,No Archive Warnings Apply,"5+1 Things,Fluff and Crack,it's mostly crack,Marriage Proposal,Eloping,To Annoy Jack,Drunk Will Graham,Tired Will Graham,Drunken Flirting,Tired Flirting,Dogs,Will Isn't Serious,Hannibal Has the Chateau Prepared and the Wedding Venue Booked,Alcohol,Whiskey - Freeform,to be specific"
Hannibal (TV),Will Graham/Hannibal Lecter,Will Graham/Hannibal Lecter,To Be A Healer In That Place,M/M,Semi-Canon,No,14 Apr 2016,"1,545",Explicit,No Archive Warnings Apply,"Medical Kink,Medical Examination,Touch-Starved,Anal Fingering,Prostate Massage,Season/Series 01,Will Graham Has Encephalitis,but hannibal is hannibal,Doctor/Patient"
Hannibal (TV),Will Graham/Hannibal Lecter,Will Graham/Hannibal Lecter,Take A Hint (I did),M/M,Semi-Canon,No,28 Feb 2021,"1,544",Mature,Creator Chose Not To Use Archive Warnings,"Soulmates,Alternate Universe - Soulmates,Soulmate-Identifying Marks,Reincarnation,Alternate Universe - Reincarnation,Someone Help Will Graham,Poor Will,the Matthew/Will is Will getting back at Hannibal,endgame is hannigram,Hannibal Lecter is a Cannibal,Possessive Hannibal Lecter,Protective Hannibal Lecter,Caring Hannibal Lecter,Hannibal Lecter Loves Will Graham,Sassy Will Graham,Hannibal is really shitty in the beginning,Hannibal becomes very protective of will,Depression,Suicide Attempt,Suicidal Thoughts,Suicidal Will Graham,Suicidal Will,Spoiler alert: Will Dies A Lot,Will is a Mess,Will gets killed,Will gets reincarnated,No Major Character Death Because He always comes back,Angst,Fluff,Slow Burn,Slow Build,Manipulative Hannibal Lecter,Manipulation,Murder,Cannibalism,will is sad,Will Graham Knows,Will Graham is a Mess,Young Will Graham,Not very though,tw: self-harm,Self-Harm,Implied/Referenced Child Abuse,Implied/Referenced Suicide,Child Abuse,Alcohol Abuse/Alcoholism,Implied/Referenced Alcohol Abuse/Alcoholism,Mild Gore,Is it gorey?,It's a bit gruesome,You've seen the show,I don't think it's any more graphic that the show is,i've been meaning to update the tags,Hannibal views Will as precious,Precious Will Graham,Hannibal Lecter Has Feelings,Hannibal Lecter in Love,Hannibal Lecter is a Softie,Will Graham is stressed,Mylimasis,that should be a tag with this fandom,it's in every hannigram fic,Pet Names"
Hannibal (TV),Will Graham/Hannibal Lecter,Will Graham/Hannibal Lecter,La Vita Nuova,M/M,Semi-Canon,No,07 Oct 2019,"1,544",Explicit,Creator Chose Not To Use Archive Warnings,"Strangers to Lovers,Sugar Daddy Hannibal,Alternate Universe,Hannibal Lecter is the Chesapeake Ripper,Hannibal Lecter is a Cannibal,Will Graham is a Cannibal,Will is a Carney,for now,Bottom Will,Top Hannibal,Anal Sex,Rimming,Praise Kink,Daddy Kink,No Infantilism,Age Difference,Will is 29,Hannibal is 43,Dark Will,Top Will,Bottom Hannibal"
Hannibal (TV),Will Graham/Hannibal Lecter,Will Graham/Hannibal Lecter,Brothers,M/M,Semi-Canon,No,24 Dec 2013,"1,543",Explicit,Creator Chose Not To Use Archive Warnings,"Hannibal AU,Twins,Established Relationship,Porn With Plot,Does Will Graham need saving?,Possessive Hannibal,Threesome - M/M/M"
Hannibal (TV),Will Graham/Hannibal Lecter,Will Graham/Hannibal Lecter,"oh, to be the life and soul will be the death of me",M/M,Semi-Canon,No,18 Feb 2022,"1,542",Explicit,No Archive Warnings Apply,"Will Graham Finds Out,Welcome to the Murder Basement,Cocktail Parties Are a Nightmare,(and some light knifeplay to round out the evening)"
Hannibal (TV),Will Graham/Hannibal Lecter,Will Graham/Hannibal Lecter,A Final Surrender,M/M,Semi-Canon,No,12 Jun 2016,"1,540",Explicit,Creator Chose Not To Use Archive Warnings,"Alpha/Beta/Omega Dynamics,Omega Verse,Rough Sex,Anal Sex,First Time,Mating Cycles/In Heat,Knotting,Alpha Hannibal,Omega Will,Post-Episode: s03e13 The Wrath of the Lamb,Masturbation,Anal Fingering,Glorious Filth,#JustFuckMeUp,Hannibal Cre-Ate-ive,JustFuckMeUp,Top Hannibal,Bottom Will,Biting,I'm Going to Hell,NOT noncon,more dubcon for heat sex"
