fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Video Blogging RPF,ABSOULUTELY NO ROMANTIC SHIPS,Technoblade & TommyInnit,An Odd Looking Family,Gen,Semi-Canon,No,19 Oct 2020,"1,677",Teen And Up Audiences,No Archive Warnings Apply,"Alternate Universe - Angels & Demons,Supernatural Elements,Alternate Universe - Supernatural Elements,Demon!Tommy,Demon Hunter!Technoblade,Angel!Tubbo,Minor Tubbo appearance,sorry - Freeform,Magic Shopkeeper!Philza,Magics Shop,Wilbur works as a Cashier basically,Some family dynamics,Ridiculous Moments,Swords,Language,[That's the only reason it's rated Teen btw],Geez I'm bad at tagging,Dadza,""Siblings"" fighting,(quotations cause they aren't quite siblings yet),Adoptive Relationships,Imps - Freeform,Demon tongue,Demonic Language"
Minecraft (Video Game),Wilbur Soot & Technoblade & TommyInnit & Phil Watson,Technoblade & TommyInnit,IN ABSENTIA,Gen,Semi-Canon,No,19 Feb 2021,"1,675",Teen And Up Audiences,No Archive Warnings Apply,"Hurt/Comfort,Hurt TommyInnit (Video Blogging RPF),Author is a TommyInnit Apologist (Video Blogging RPF),Author is a Technoblade Apologist (Video Blogging RPF),not that obvious here,Bad Parent Phil Watson (Video Blogging RPF),But he's trying,Swearing bc tommyinnit,Hopeful Ending,Child Neglect,Freeform,TommyInnit Needs a Break (Video Blogging RPF),Sleepy Bois Inc as Family,Sleepy Bois Inc Angst,Found Family,Not Beta Read,Angst,Crying,Author Projecting onto TommyInnit (Video Blogging RPF)"
Dream SMP,Clay | Dream & TommyInnit (Video Blogging RPF),Technoblade & TommyInnit,The Exchange: My Life For Yours.,Gen,Semi-Canon,No,23 Jan 2023,"1,673",Teen And Up Audiences,Graphic Depictions Of Violence,"Alternate Universe - Canon Divergence,Not Canon Compliant,Villain Clay | Dream (Video Blogging RPF),Technoblade is Bad at Feelings (Video Blogging RPF),Kidnapping,Technoblade Hears Voices (Video Blogging RPF),Hurt TommyInnit (Video Blogging RPF),Non-Graphic Violence,Not Beta Read,Angst,Implied/Referenced Abuse,Non-Consensual Drug Use,well potions but the same thing,im once again ignoring game mechanics,Winged TommyInnit (Video Blogging RPF),Winged Phil Watson (Video Blogging RPF),Philza is Dadza,Angst with a Happy Ending,Wilbur Soot and TommyInnit are Siblings,Dreamon lore,Bee Toby Smith | Tubbo,Duck Hybrid Alexis | Quackity,Hybrids,President Toby Smith | Tubbo,Emotional Manipulation,Emotional/Psychological Abuse,Swearing,Dreamon Clay | Dream (Video Blogging RPF),Alternate Ending,Multiple Endings,Temporary Character Death"
Video Blogging RPF,Wilbur Soot & Technoblade & TommyInnit,Technoblade & TommyInnit,The Tommyinnit Sickfic,Gen,Semi-Canon,No,08 May 2021,"1,672",Not Rated,No Archive Warnings Apply,"Sickfic,Platonic Cuddling,Cuddling & Snuggling,Sick Character,Medicine,Wilbur Soot and Technoblade and TommyInnit are Siblings,Piglin Hybrid Wilbur Soot,Piglin Hybrid Technoblade (Video Blogging RPF),Avian TommyInnit (Video Blogging RPF),Avian Phil Watson (Video Blogging RPF),Hybrids,Found Family"
Video Blogging RPF,Technoblade & TommyInnit (Video Blogging RPF),Technoblade & TommyInnit,My mom said not to talk to strangers on the internet (You dont even have a mom???),Gen,Semi-Canon,No,18 Jan 2022,"1,670",Not Rated,Creator Chose Not To Use Archive Warnings,"technoblade is a good brother,in this fic fuck canon fuck you this is a comfort fic,Fluff and Hurt/Comfort,tommyinnit is a dave strider kinnie,Gremlins Toby Smith | Tubbo & TommyInnit,TommyInnit and Lava (Video Blogging RPF),Adoptive Parent Phil Watson (Video Blogging RPF),Wilbur Soot and Technoblade and TommyInnit are Siblings,Twins Wilbur Soot & Technoblade,thoughts of jumping out the cadillac sorry,Past Child Abuse,Child Abandonment,Hurt/Comfort,Toby Smith | Tubbo and TommyInnit are Twins,chat fic,Drugs,Chaos,Dysfunctional Family,Dumb Of Asses,youre doing great sweetie,fixing the tags as i remember them lol"
Minecraft (Video Game),Wilbur Soot & Technoblade & TommyInnit & Phil Watson,Technoblade & TommyInnit,The Stars Still Love You (They Always Will),Gen,Semi-Canon,No,29 Aug 2021,"1,668",Teen And Up Audiences,"Graphic Depictions Of Violence,Major Character Death","The character death is at the beginning,Angst,Hurt/Comfort,Hurt No Comfort,surprising right,Family Dynamics,fix-it?,Dysfunctional Family,Enemies to Family,Darker Tones,Seriously beware,SBI is a bitch in the beginning,the timeline will be incorrect,SMP Earth - Freeform,this came to me when I was watching vods,Suicidal Thoughts,Implied/Referenced Child Abuse,Unreliable Narrator,Time Travel,Found Family,Swearing,Platonic Relationships,Seriously nothing in here will be romantic,so don't be weird,Platonic Cuddling,Platonic Soulmates"
Dream SMP,Dream SMP Ensemble & TommyInnit,Technoblade & TommyInnit,TommyInnit left the game,Gen,Semi-Canon,No,02 Feb 2022,"1,666",Teen And Up Audiences,No Archive Warnings Apply,"Exiled TommyInnit (Video Blogging RPF),Wilbur Soot and Technoblade and TommyInnit are Siblings,TommyInnit Needs a Break (Video Blogging RPF),TommyInnit Nearly Dies (Video Blogging RPF),tommyinnit runs away,Running Away,Lmanburg,smp but it’s Esempi,Post-Manberg-Pogtopia War on Dream Team SMP (Video Blogging RPF),Dream Team SMP Roleplay (Video Blogging RPF),Post-Doomsday War on Dream Team SMP (Video Blogging RPF),TommyInnit Needs a Hug (Video Blogging RPF),TommyInnit becomes a dad,DadInnit,tommys just gonna find a kid,speed running philzas life,Minecraft in Real Life,Minecraft Mechanics,once again,Author is a TommyInnit Apologist (Video Blogging RPF),come on guys he sixteen,i just realised I only write about tommy,can I kin a minecraft role play character,ao3 tags are not the place for this,Canon-Typical Violence,They/Them Pronouns for Eret (Video Blogging RPF)"
Minecraft (Video Game),Toby Smith | Tubbo & TommyInnit,Technoblade & TommyInnit,mellow,Gen,Semi-Canon,No,06 Jan 2021,"1,665",General Audiences,No Archive Warnings Apply,"Fluff,Hurt/Comfort,not much at all!!! it's mostly adorable,Platonic Relationships,Platonic Cuddling,Friendship,Moving In Together,Family Dynamics,Found Family,because DADZA,IRL Fic,it's cute i tore up writing it,Growing Up"
Dream SMP,Wilbur Soot & Technoblade & TommyInnit & Phil Watson,Technoblade & TommyInnit,The Love You Only Dream of,Gen,Semi-Canon,No,29 Dec 2022,"1,663",Teen And Up Audiences,No Archive Warnings Apply,"Alternate Universe - Superheroes/Superpowers,TommyInnit-centric (Video Blogging RPF),Kid TommyInnit (Video Blogging RPF),Villain Wilbur Soot,Villain Phil Watson (Video Blogging RPF),Villain Technoblade (Video Blogging RPF),Accidental Baby Acquisition,Dark Sleepy Bois Inc,Happy Ending,Fluff,Sassy TommyInnit (Video Blogging RPF),Sleepy Bois Inc as Found Family,Wilbur Soot and Technoblade are Siblings,Phil Watson is Wilbur Soot and Technoblade's Parent,Piglin Hybrid Technoblade (Video Blogging RPF),Avian Phil Watson (Video Blogging RPF),Piglin Hybrid Kristin Rosales Watson,not dishwasher safe,Obsessive Sleepy Bois Inc,Possessive Sleepy Bois Inc,Protective Sleepy Bois Inc,death mentioned"
Minecraft (Video Game),Wilbur Soot & Technoblade & TommyInnit & Phil Watson,Technoblade & TommyInnit,Courage,Gen,Semi-Canon,No,19 Apr 2023,"1,663",Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,"Wilbur Soot and Technoblade and TommyInnit are Siblings,Sleepy Bois Inc as Family,Phil Watson is Wilbur Soot and Technoblade and TommyInnit's Parent,Clay | Dream and Toby Smith | Tubbo are Siblings,Jschlatt is Clay | Dream's Parent (Video Blogging RPF),Jschlatt is Toby Smith | Tubbo's Parent,Bad Parenting,Karlnapity,Platonic Soulmates,Platonic Soulmates Toby Smith | Tubbo & TommyInnit,and Ranboo,Clay | Dream & GeorgeNotFound & Sapnap Friendship (Video Blogging RPF),Angst,Fluff and Angst,Domestic Fluff,Implied/Referenced Child Abuse,Sickfic,Sick TommyInnit (Video Blogging RPF),Alpha/Beta/Omega Dynamics,Hurt TommyInnit (Video Blogging RPF),Hurt Karl Jacobs,Protective Older Sibling Wilbur Soot,Protective Parent Phil Watson (Video Blogging RPF),Protective Technoblade (Video Blogging RPF),All relationship are platonic except karlnapity,No beta we die like jschlatt,Alternate Universe - Modern Setting,Alternate Universe - Soulmates,Omega TommyInnit (Video Blogging RPF),Beta Phil Watson (Video Blogging RPF),Alpha Wilbur Soot,Alpha Technoblade (Video Blogging RPF),Tags Contain Spoilers,Other Additional Tags to Be Added,Angst with a Happy Ending,Clay | Dream is Not Evil (Video Blogging RPF),Medical Inaccuracies,Queer platonic relationships,It Gets Worse Before It Gets Better,Queerplatonic Ranboo/Toby Smith | Tubbo/TommyInnit,Platonic Cuddling,Temporary Amnesia,Epidemics"
