fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Video Blogging RPF,Toby Smith | Tubbo & Wilbur Soot & Technoblade & TommyInnit & Phil Watson,Ranboo & Toby Smith | Tubbo,I’ve been told to see what’s underneath,Gen,Yes,Yes,08 Jul 2021,660,Not Rated,Graphic Depictions Of Violence,"Toby Smith | Tubbo-centric,Dark SBI,Hacker Toby Smith | Tubbo,BAMF Toby Smith | Tubbo,Alternate Universe - Superheroes/Superpowers,Villain SBI,Angel of Death Phil Watson (Video Blogging RPF),Villain Phil Watson (Video Blogging RPF),Villain Technoblade (Video Blogging RPF),Villain Wilbur Soot,Villain TommyInnit (Video Blogging RPF),Kidnapping,Implied/Referenced Child Abuse,Sad Toby Smith | Tubbo,Panic Attacks,Anxiety,idk how hacking works dont take this seriously,Dark Sleepy Bois Inc,title from hush by kroh,Protective Sleepy Bois Inc,Sleepy Bois Inc as Family,Hacking,no beta we die like stevensuptic in fallguys"
Dream SMP,Ranboo & Phil Watson (Video Blogging RPF),Ranboo & Toby Smith | Tubbo,What About All the Broken Happily Ever Afters?,Gen,Yes,Yes,28 Apr 2021,659,Mature,Graphic Depictions Of Violence,"TWs:,arrow wounds,Frostbite,Blood,Blood and Injury,Blood and Violence,Canon-Typical Violence,Broken Bones,Eating,Food mentions,Hospitals,Medical equipment,Implied/Referenced Child Abuse,Implied/Referenced Character Death,Doctors,rude doctors,Anxiety,Panic Attacks,Animal Death,IVs,Child Abuse,Nightmares,lots of timeskips,if I missed a warning let me know and I’ll add it,Hurt Ranboo (Video Blogging RPF),Hurt/Comfort,Whump,Angst and Hurt/Comfort,Angst,Fluff,Angst with a Happy Ending,Winged Phil Watson (Video Blogging RPF),Enderman Hybrid Ranboo (Video Blogging RPF),this took months longer than i expected,Selectively Mute Ranboo (Video Blogging RPF),I’m hypoglycemic so I’m going to go eat now"
DreamSMP,No Romantic Relationship(s),Ranboo & Toby Smith | Tubbo,twin size mattress,Gen,Yes,Yes,04 Oct 2021,658,General Audiences,Creator Chose Not To Use Archive Warnings,"Alternate Universe - Canon Divergence,BAMF Niki | Nihachu,quangst,Found Family,Alexis | Quackity-centric,Niki | Nihachu-centric,Toby Smith | Tubbo-centric,Implied/Referenced Abuse,Exiled TommyInnit (Video Blogging RPF),Manipulative Clay | Dream (Video Blogging RPF),Sapnap’s Guide to Uncomfortable Babysitting,Ranboo “I’m Fine” Beloved,Angst,Healing,Platonic Relationships,Emotional Hurt/Comfort,Fluff,Implied/Referenced Character Death,Toby Smith | Tubbo Needs a Break,President Floris | Fundy,Domesticating Your Local Jack Manifold,Wilbur “Plot Device” Soot,Eret Angst (Video Blogging RPF),Jack Manifold-centric"
Minecraft (Video Game),Hawks & Ranboo,Ranboo & Toby Smith | Tubbo,A Beloved Hero,Gen,Yes,Yes,23 Feb 2023,657,Teen And Up Audiences,No Archive Warnings Apply,"Ghostboo is called Rue,Ranboo-centric (Video Blogging RPF),Ranboo Has a Tail (Video Blogging RPF),Ranboo Has a Water Allergy (Video Blogging RPF),Ranboo Has Toe Beans,ranboo has paws,Catboo,Enderman Hybrid Ranboo (Video Blogging RPF),Bugboo,Found Family,Hawks Adopts Ranboo,Hero Ranboo (Video Blogging RPF),Superhero Ranboo (Video Blogging RPF),Ranboo Needs a Hug (Video Blogging RPF),Ranboo Gets a Hug (Video Blogging RPF),mild theft,Fluff and Angst,Mostly Fluff,Hurt/Comfort,mostly comfort,Takami Keigo | Hawks Acts Like a Bird,Good Parent Aizawa Shouta | Eraserhead,Parent Aizawa Shouta | Eraserhead,Good Parent Yamada Hizashi | Present Mic,Parent Yamada Hizashi | Present Mic,Aizawa Shouta | Eraserhead Adopts Shinsou Hitoshi,Yamada Hizashi | Present Mic Adopts Shinsou Hitoshi,Shinsou Hitoshi is a Good Friend,No Beta,we die like Ranboo,Suggest a Tag,Eventual Happy Ending,Ranboo is Ghostboo,Original Characters used as NPCs,Deaf Yamada Hizashi | Present Mic,Elyrian Ranboo,Elyrians are just weird bird bugs,big brother hawks,Good Older Sibling Takami Keigo | Hawks,Selective Mutism,Sign Language,Adoption,Other Additional Tags to Be Added"
Minecraft (Video Game),Clay | Dream & Clay | Dream's Sister Drista (Video Blogging RPF),Ranboo & Toby Smith | Tubbo,Wild Fire,Gen,Yes,Yes,26 Nov 2021,657,Teen And Up Audiences,Graphic Depictions Of Violence,"Other Additional Tags to Be Added,Alternate Universe - Mob,Alternate Universe - Modern Setting,Alternate Universe - High School,Hybrids,Sequel,Married Ranboo and Toby Smith | Tubbo,Platonically Married Ranboo and Toby Smith | Tubbo,Ranboo and Toby Smith | Tubbo Have a Child Named Michael,Neopronouns for Karl Jacobs,Neopronouns,BAMF Ranboo (Video Blogging RPF),BAMF TommyInnit (Video Blogging RPF),BAMF Toby Smith | Tubbo,BAMF Clay | Dream's Sister Drista (Video Blogging RPF),BAMF Karl Jacobs,Clay | Dream-centric (Video Blogging RPF),still kinda centric on the kids,not really tho,This Is Why We Can't Have Nice Things,Hurt/Comfort,Angst,Fluff,Karl Jacobs-centric,Chatting & Messaging,Fucking Kevin (/derogatory),Kidnapping,Mr. Beast is basically cis Voidwalker"
Minecraft (Video Game),TommyInnit & Tubbo (Video Blogging RPF),Ranboo & Toby Smith | Tubbo,[Ranboo: why is there a horse],Gen,Yes,Yes,10 Aug 2021,657,Teen And Up Audiences,No Archive Warnings Apply,"Chatting & Messaging,Texting,Dream Team SMP Roleplay (Video Blogging RPF),Post Wilbur Soot Revival (Video Blogging RPF),Fluff,Canon Compliant,But also,Not Canon Compliant,Canon Compliant up until April 30th (Wilbur's Revival),After that it deviates,FUCK the irl name tags,Self-Indulgent,Ranboo & TommyInnit Friendship (Video Blogging RPF),Traumatized TommyInnit (Video Blogging RPF),Traumatized Toby Smith | Tubbo,Author Projecting onto TommyInnit (Video Blogging RPF),TommyInnit-centric (Video Blogging RPF),Author is a TommyInnit Apologist (Video Blogging RPF),Author is a Wilbur Soot Apologist,Author is a Technoblade Apologist (Video Blogging RPF),Author is a Ranboo Apologist (Video Blogging RPF),Author is a Toby Smith | Tubbo Apologist,Clay | Dream is Not DreamXD (Video Blogging RPF)"
Dream SMP,Technoblade & Phil Watson (Video Blogging RPF),Ranboo & Toby Smith | Tubbo,Fields of flowers,Gen,Yes,Yes,09 Aug 2022,656,Teen And Up Audiences,No Archive Warnings Apply,"Alternate Universe - Canon Divergence,No Romance,Kidnapping,Past Character Death,Uncle Technoblade (Video Blogging RPF),Father-Son Relationship,Resurrected Wilbur Soot,Ghost Phil Watson (Video Blogging RPF),Angst,Protective Technoblade (Video Blogging RPF),Ranboo and Toby Smith | Tubbo Have a Child Named Michael,Technoblade-centric (Video Blogging RPF),Emotional Hurt/Comfort,Parental Technoblade (Video Blogging RPF),technodad,Hopeful Ending,just realized thats the term I've been looking for and not bittersweet,Married Ranboo and Toby Smith | Tubbo,Michael the Piglin-centric,Tommy shows up but he's a minor character"
Video Blogging RPF,Toby Smith | Tubbo & TommyInnit,Ranboo & Toby Smith | Tubbo,"Half The Time That I'm Complaining, I'm Just Talkin Shit On You (DISCONTINUED)",Gen,Yes,Yes,27 Jan 2022,656,Teen And Up Audiences,No Archive Warnings Apply,"chatfic,Not RPF,LGBT,Very few of them are cishet,qpr,queer platonic,Platonic Relationships,Author is Aromantic and cannot write romance for shit,Neopronouns,Besties flirting platonically,Nonbinary Ranboo (Video Blogging RPF),Neopronouns for Ranboo (Video Blogging RPF),Nonbinary Technoblade (Video Blogging RPF),techno uses It/Its,Genderfluid Eret (Video Blogging RPF),Genderfluid Character,Nonbinary Character,Swearing,They're vibing your honor,No Beta we die like Wither Eret Cannon,Highschool AU,Texting,Neurodiversity,Clay | Dream Has ADHD (Video Blogging RPF),Alexis | Quackity has Tourettes,Technoblade Has ADHD (Video Blogging RPF),Karl Jacobs has dissociative amnesia,ranboo has DID,Clay | Dream Has DID - Dissociative Identity Disorder (Video Blogging RPF),because projection mates,SBI isn't cannon here-,Techno and Wil are just besties,Wil and Tommy are like brothers,Phil is Wils dad,Nonbinary Clay | Dream (Video Blogging RPF),They/Them Pronouns for Clay | Dream (Video Blogging RPF),Neopronouns for Dream,Wilbur has DID,Dissociative Identity Disorder,Tourette's Syndrome,tics,Stimming,Karl has Tourretes,Autistic Karl Jacobs,Trans TommyInnit (Video Blogging RPF),Pretty much everyone is neurodivergent,im too lazy to tag that much shit,everyone is LGBTQ+,I WENT TO ADD A TAG AND AO3 TOLD ME I HAD TOO MANY WTF"
Minecraft (Video Game),Ranboo & Technoblade,Ranboo & Toby Smith | Tubbo,so i went ahead and blamed it on you instead !,Gen,Yes,Yes,20 Mar 2021,656,Not Rated,No Archive Warnings Apply,"i really can't avoid the rpf tag with dream bc his name is so vague sjadfb,Not RPF,Minor Violence,Enderman Hybrid Ranboo (Video Blogging RPF),Enderwalking Ranboo (Video Blogging RPF),Alternate Universe - Canon Divergence,Canonical Character Death,Not Canon Compliant,Other Additional Tags to Be Added,Self-Doubt,Canon-Typical Violence,Ranboo-centric (Video Blogging RPF),Ranboo Angst (Video Blogging RPF),Angst,Hurt No Comfort,sorry - Freeform,Mild Hurt/Comfort,Mild Language,what the fuck,AM I A FUCKING PROPHET,WHY DOES SHIT LIKE THIS COME TRUE,I hate it here"
Minecraft (Video Game),Alexis | Quackity & Alexis | Quackity,Ranboo & Toby Smith | Tubbo,Fractured Mirror,Gen,Yes,Yes,07 Jan 2022,655,Mature,Creator Chose Not To Use Archive Warnings,"Minecraft but real,Canon-Typical Violence,Implied/Referenced Abuse,Past Relationship(s),Protective Alexis | Quackity,Semi-brotherly figure Quackity,Traumatized TommyInnit (Video Blogging RPF),Traumatized Toby Smith | Tubbo,Jschlatt is his own warning here,Borderline romantic interactions I guess,c!Quackity can be a dick sometimes,Implied/Referenced Torture,Alternate Universe - Canon Divergence,past abusive relationship,Any appropriate warnings will be placed in the notes at the beginning of the chapter,c!Quackity & cc!Quackity are not okay but they forces themselves to be,Sometimes cc!Quackity is terrified and sometimes he'd be willing to fight God,Wilbur isn't the best brother but he wants to try,cc!Quackity goes personally by Alex but ends up using an alternate name due to circumstances"
