fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,Hermione Granger/Ron Weasley,Misunderstood Creatures,F/M,Semi-Canon,No,29 Apr 2020,"1,185",Explicit,Creator Chose Not To Use Archive Warnings,"Slow Burn,Mutual Pining,Addiction,Recovery,Sobriety,Mental Illness,Anxiety,Generalised Anxiety Disorder,Depression,Thestrals,Department of Mysteries,The Forbidden Forest,Hogwarts,Harry Potter Epilogue What Epilogue | EWE,Enemies to Friends to Lovers,Death,Healer Draco Malfoy,Addict Harry Potter,Slash,The Noble and Most Ancient House of Black,Grimmauld Place,Erotica,Mental Health Issues,Post-Traumatic Stress Disorder - PTSD,Post Traumatic Growth,Therapy,Ex-Auror Harry Potter,Auror Ron Weasley,Powerful Harry,Wandless Magic,Smut,Mythical Beings & Creatures,grim,Tokoloshe"
Harry Potter - J. K. Rowling,Harry Potter/Severus Snape,Hermione Granger/Ron Weasley,A Peculiar Haunting,F/M,Semi-Canon,No,12 Apr 2021,"1,183",Mature,No Archive Warnings Apply,"Domestic Violence,Implied Child Abuse,Romance,Implied Graverobbing,Mild Voyeurism,Post-War,First Time,mild Self-harm"
Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,Hermione Granger/Ron Weasley,Friday Night Gossip,F/M,Semi-Canon,No,04 Feb 2019,"1,183",Mature,"Creator Chose Not To Use Archive Warnings,No Archive Warnings Apply","Gossip,girls night,Set Ups,Matchmaking,Fluff,Humor,Gay,super gay like pansy is so fucking gay,Happy Ending,First Kiss,Enemies to Friends to Lovers,Friends to Lovers,but yeah like pansy and draco and hermione all are friends and gossip about their crushes,Friendship"
Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,Hermione Granger/Ron Weasley,Muggle Wizard Relations,F/M,Semi-Canon,No,23 Apr 2023,"1,181",Explicit,No Archive Warnings Apply,"Hogwarts Eighth Year,Post-Battle of Hogwarts,Muggle/Wizard Relations,Muggle Studies,Draco Malfoy is Clueless About Muggle Things,Wizarding Traditions (Harry Potter),First Time,First Kiss,Friends With Benefits,Friends to Lovers,Secret Relationship,Hogwarts Inter-House Unity,Explicit Sexual Content,Loss of Virginity,Oral Sex,Hand Jobs,Anal Fingering,Anal Sex,Rimming,Falling In Love,Getting Together,Slow Burn"
Harry Potter - J. K. Rowling,Harry Potter/Ginny Weasley,Hermione Granger/Ron Weasley,Someone Like Harry,F/M,Semi-Canon,No,30 Jul 2020,"1,181",Teen And Up Audiences,No Archive Warnings Apply,"Missing Scene,Book 6: Harry Potter and the Half-Blood Prince,POV Ron Weasley,Protective Ron Weasley,Ron ships Hinny,Wank jokes"
Harry Potter - J. K. Rowling,Hermione Granger/Draco Malfoy,Hermione Granger/Ron Weasley,Trust Me,F/M,Semi-Canon,No,23 May 2022,"1,180",Explicit,Major Character Death,"Minor Character Death,Auror Draco Malfoy,Auror Hermione Granger,Serial Killing,Murder Mystery,Implied/Referenced Rape/Non-con,Consensual Non-Consent,References to gun violence,References to Depression,Unreliable Narrator,Choking,Draco Malfoy Speaks French,Enemies to Lovers,Implied/Referenced Self-Harm,Mild Gore,multiple character death,heed the tags,not a HEA,Implied/Referenced Suicide,Suicidal Thoughts,mild violence,Mind Manipulation,Gaslighting,Moral Ambiguity,Post-Traumatic Stress Disorder - PTSD,Explicit Sexual Content,Light Dom/sub,praise/degradation kink,Implied/Referenced Rape/Non-con Not Between Main Pairing,Перевод на русский | Translation in Russian"
Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,Hermione Granger/Ron Weasley,when sparks fly,F/M,Semi-Canon,No,10 Dec 2017,"1,180",Mature,No Archive Warnings Apply,"Hogwarts Eighth Year,Soulmates,pansy x blaise,Fluff,Smut,Blowjobs,handjobs,topdraco,bottomHarry,Fingering,Anal,BoyxBoy,Drarry,bottomharrypotter,topdracomalfoy,Hogwarts,Harry Potter - Freeform,Gay,drarrysmut,Draco Malfoy - Freeform,Coming Out,drarry soulmates,drarry soulmates au,Draco Malfoy/Harry Potter Fluff,Minor Hermione Granger/Ron Weasley,Bottom Harry,Top Draco Malfoy,Submissive Harry,Dom Draco Malfoy"
Harry Potter - J. K. Rowling,Hermione Granger/Pansy Parkinson,Hermione Granger/Ron Weasley,I swore to god I'd never fall in love,F/M,Semi-Canon,No,20 Feb 2021,"1,179",Mature,No Archive Warnings Apply,"Coming Out,Internalized Homophobia,Draco Malfoy & Pansy Parkinson Friendship,Hermione Granger & Harry Potter Friendship,Minor Hermione Granger/Ron Weasley,Alternate Universe - Canon Divergence,Fluff and Angst,Eventual Romance,Minor Draco Malfoy/Harry Potter,Minor Draco Malfoy/Pansy Parkinson,Eventual Smut"
Harry Potter - J. K. Rowling,Abraxas Malfoy/Harry Potter,Hermione Granger/Ron Weasley,Enchanting,F/M,Semi-Canon,No,24 Oct 2015,"1,179",General Audiences,No Archive Warnings Apply,"Alternate Universe,Alternate Universe - Gender Changes,female!Harry,mentions of character deaths,Mentions of Murder,mentions of depression,Mentions of Suicide,off-screen character deaths,Pureblood Culture,Pureblood Society,Mentions of Character Death"
Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,Hermione Granger/Ron Weasley,Not the right double date,F/M,Semi-Canon,No,30 Jul 2017,"1,178",Teen And Up Audiences,No Archive Warnings Apply,"Double Dating,Boys Kissing,Based on a Tumblr Post,Hogwarts Eighth Year,Fake/Pretend Relationship,Don't copy to another site"
