fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Marvel Cinematic Universe,Harley Keener & Peter Parker,Harley Keener & Peter Parker,"One Hope, Then Another",Gen,No,No,06 Jan 2024,191,General Audiences,No Archive Warnings Apply,"Inspired by Anastasia (1997 & Broadway),Reunions,Peter Parker is Tony Stark's Biological Child,Road Trips,Self-Discovery,Missing Persons,One Shot,Peter Parker is Pepper Potts's Biological Child"
Marvel Cinematic Universe,Harley Keener/Peter Parker,Harley Keener & Peter Parker,Experiment 351,Gen,No,No,02 Jul 2020,191,Explicit,Creator Chose Not To Use Archive Warnings,"Parley,parkner,Angst,Hydra (Marvel),Kidnapping,Human Experimentation,Alternate Universe,Fluff and Angst,Angst and Fluff and Smut,Innocent Peter Parker,First Meetings,First Kiss,First Time,Bottom Peter Parker,Top Harley Keener,Peter Parker Needs a Hug,Loss of Virginity,The Author Regrets Everything"
Iron Man (Movies),Harley Keener/Peter Parker,Harley Keener & Peter Parker,Cursing Your Name,Gen,No,No,01 Oct 2021,191,Explicit,No Archive Warnings Apply,"Face-Fucking,Hate Sex"
Marvel Cinematic Universe,Peter Parker & Tony Stark,Harley Keener & Peter Parker,Sing About the Better Things,Gen,No,No,26 Dec 2019,191,General Audiences,Creator Chose Not To Use Archive Warnings,"Tony Stark Acting as Peter Parker's Parental Figure,Canon Divergence - Avengers: Endgame (Movie),Fix-It,Tooth-Rotting Fluff,Irondad Secret Santa 2019"
Spider-Man (Tom Holland Movies),Peter Parker/Reader,Harley Keener & Peter Parker,"Happy birthday, Peter Parker",Gen,No,No,15 Aug 2019,191,General Audiences,No Archive Warnings Apply,"Fluff,Birthday Fluff,birthday fic,Birthday Kiss"
The Avengers (Marvel Movies),Peter Parker & Tony Stark,Harley Keener & Peter Parker,The Promises Left to be Kept,Gen,No,No,04 May 2019,191,General Audiences,"Creator Chose Not To Use Archive Warnings,Major Character Death","Avengers: Endgame (Movie) Spoilers,Post-Avengers: Endgame (Movie),Found Family,angsty but happy ending,One Shot,I needed fluff,I refused to accept the ending,but if I wasn't fueled by the angst,I would be lying,all the spiderkids getting to meet,and grieving their dad"
Marvel Cinematic Universe,Harley Keener/Peter Parker,Harley Keener & Peter Parker,Movie Theater,Gen,No,No,25 Aug 2020,190,Not Rated,Creator Chose Not To Use Archive Warnings,"Parley,Fluff,Emotional Hurt/Comfort,Paparazzi,Peter Parker is Tony Stark's Biological Child,Secret Relationship,Making Out"
Spider-Man (Tom Holland Movies),Harley Keener & Peter Parker,Harley Keener & Peter Parker,The Boy and his Shadow,Gen,No,No,17 Jun 2021,190,Mature,Rape/Non-Con,"Sexy Times,College,Dancing,Flashbacks,Rape Recovery,Past Sexual Abuse,Making Out,Unresolved Romantic Tension,Precious Peter Parker,Peter Parker Has Issues,Peter Parker has a Nice Ass,Peter Parker Needs a Hug,AND GETS ALL THE HUGS HE NEEDS,Protective Harley Keener,Gay Harley Keener,Harley Keener Needs a Hug,harley keener is so in love with peter parker it's silly now. HARLEY LIKES PETER HARLEY LIKES PETER,Guy the gay male escort!,peter and harley just cannot bone,i project everything directly onto harley keener,Harley Keener has an Eating Disorder,harley keener has trauma he needs to talk about,but won't,because he's EXASPERATING,Awesome Michelle Jones,Michelle Jones Needs a Hug,michelle jones just cannot catch a break with the boys she dates why are they all disasters???,michelle jones always asks for consent and that's very sexy of her,peter parker and michelle jones share a love of turtles,okay that's all,:)"
Marvel Cinematic Universe,Peter Parker & Tony Stark,Harley Keener & Peter Parker,Iron Man Is a Fake Ass Gigolo,Gen,No,No,06 Apr 2020,190,Teen And Up Audiences,No Archive Warnings Apply,"Crack,Humor,Fluff,a fair amount of cursing,what can i say? harley has rubbed off on peter,Peter Parker is a Little Shit,Harley Keener is a little shit,How is that not a tag,Tony Stark Does What He Wants,Deaf Harley Keener,YouTuber Harley Keener,Domestic Fluff,Tooth-Rotting Fluff"
Marvel Cinematic Universe,Steve Rogers/Tony Stark,Harley Keener & Peter Parker,Three Against One (Or Steve Really Doesn't Get A Say),Gen,No,No,14 Apr 2023,188,General Audiences,Creator Chose Not To Use Archive Warnings,"Harley Keener & Peter Parker are Siblings,Harley Keener is Tony Stark's Biological Child,Peter Parker is Tony Stark's Biological Child,Harley Keener is Steve Rogers Biological Child,Peter Parker is Steve Rogers's Biological Child,Harley Keener is a Good Bro,Older Sibling Harley Keener,Younger Sibling Peter Parker,they're actually twins,also,Crossdressing Peter Parker,bc I said so,Peter Parker Wears Makeup,yall can pry that tag from my cold dead hands,almost forgot,Steve is Pops,and,Tony is dad"
