year,ship,fandom,Genre,collapsedFandom,totalWorks,relType,isCanon,isRPF
2023,Sirius Black/James Potter,Harry Potter - J. K. Rowling,Fantasy,,2741,M/M,No,No
2023,Kravitz/Taako,The Adventure Zone,Fantasy,,2740,M/M,Yes,No
2023,Sephiroth/Cloud Strife,Final Fantasy VII,Video Game,Final Fantasy,2730,M/M,No,No
2023,Reiner Braun/Bertolt Hoover,Shingeki NoKyojin | Attack on Titan,Fantasy,,2715,M/M,No,No
2023,Handsome Jack/Rhys,Borderlands,Video Game,,2710,M/M,No,No
2023,Senju Tobirama/Uchiha Madara,Naruto,Fantasy,,2704,M/M,No,No
2023,Jazz/Prowl,Transformers,Science Fiction,,2682,M/M,No,No
2023,Din Djarin/Luke Skywalker,Star Wars,Science Fiction,Star Wars,2665,M/M,No,No
2023,Roy Harper/Jason Todd,Batman,Superhero,DC Comics,2655,M/M,No,No
2023,David Jacobs/Jack Kelly,Newsies!: the Musical - Fierstein/Menken,Slice of Life,,2654,M/M,No,No
2023,Aomine Daiki/Kagami Taiga,Kuroko NoBasuke | Kuroko's Basketball,Sports,,2649,M/M,No,No
2023,Takami Keigo | Hawks/Todoroki Enji | Endeavor,Boku NoHero Academia | My Hero Academia,Fantasy,,2647,M/M,No,No
2023,Ferdinand von Aegir/Hubert von Vestra,Fire Emblem,Video Game,,2646,M/M,No,No
2023,Dick Grayson/Bruce Wayne,Batman - All Media Types,Superhero,DC Comics,2638,M/M,No,No
2023,Fíli/Kíli,The Hobbit - All Media Types,Fantasy,Tolkien,2615,M/M,No,No
2023,Itadori Yuuji/Sukuna | Ryoumen Sukuna,Jujutsu Kaisen,Fantasy,,2613,M/M,No,No
2023,Blitzo/Stolas Goetia,Hazbin Hotel,Fantasy,,2606,M/M,Semi-Canon,No
2023,Jayce/Viktor,Arcane: League of Legends (Cartoon 2021),Fantasy,,2597,M/M,No,No
2023,Mikage Reo/Nagi Seishirou,Blue Lock,Sports,,2595,M/M,No,No
2023,Ken Hutchinson/David Starsky,Starsky & Hutch,Crime,,2588,M/M,No,No
2023,Hinata Shouyou/Kozume Kenma,Haikyuu!!,Sports,,2587,M/M,No,No
2023,Kurapika/Leorio Paladiknight,Hunter X Hunter,Fantasy,,2548,M/M,No,No
2023,Liu Er Mihou | Six-eared Macaque/Sun Wukong | Monkey King,LEGO Monkie Kid,Fantasy,LEGO,2534,M/M,No,No
2023,Jeong Yunho/Song Mingi,ATEEZ (Band),Kpop,,2534,M/M,No,No
2023,Kyle Broflovski/Eric Cartman,South Park,Slice of Life,,2524,M/M,No,No
2023,Monkey D. Luffy/Roronoa Zoro,One Piece,Fantasy,,2520,M/M,No,No
2023,Hanamura Yosuke/Persona 4 Protagonist,Persona,Video Game,Persona,2504,M/M,No,No
2023,Senju Hashirama/Uchiha Madara,Naruto,Fantasy,,2499,M/M,No,No
2023,Duo Maxwell/Heero Yuy,Gundam Wing,Science Fiction,,2491,M/M,No,No
2023,Fingon | Findekáno/Maedhros | Maitimo,The Lord of the Rings,Fantasy,Tolkien,2479,M/M,No,No
2023,Megatron/Optimus Prime,Transformers,Science Fiction,,2473,M/M,No,No
2023,Ishimaru Kiyotaka/Owada Mondo,Dangan Ronpa: Trigger Happy Havoc,Video Game,Danganronpa,2467,M/M,No,No
2023,Kagami Taiga/Kuroko Tetsuya,Kuroko NoBasuke | Kuroko's Basketball,Sports,,2462,M/M,No,No
2023,Genos/Saitama,One-Punch Man,Superhero,,2462,M/M,No,No
2023,Simon Lewis/Raphael Santiago,Shadowhunters,Science Fiction,The Shadowhunter Chronicles,2460,M/M,No,No
2023,Jean Kirstein/Eren Yeager,Shingeki NoKyojin | Attack on Titan,Fantasy,,2443,M/M,No,No
2023,Hwang Hyunjin/Seo Changbin,Stray Kids (Band),Kpop,,2442,M/M,No,No
2023,Midorima Shintarou/Takao Kazunari,Kuroko NoBasuke | Kuroko's Basketball,Sports,,2431,M/M,No,No
2023,Sirius Black/Severus Snape,Harry Potter - J. K. Rowling,Fantasy,,2429,M/M,No,No
2023,Kaidan Alenko/Male Shepard,Mass Effect Trilogy,Video Game,Mass Effect,2414,M/M,No,No
2023,Seamus Finnigan/Dean Thomas,Harry Potter - J. K. Rowling,Fantasy,,2392,M/M,No,No
2023,Hijikata Toshirou/Sakata Gintoki,Gintama,Science Fiction,,2388,M/M,No,No
2023,Fyodor Dostoyevsky/Nikolai Gogol,Bungou Stray Dogs,Fantasy,,2371,M/M,No,No
2023,Dazai Osamu/Nakajima Atsushi,Bungou Stray Dogs,Fantasy,,2365,M/M,No,No
2023,Alex Mercer/Willie,Julie and the Phantoms,Slice of Life,,2360,M/M,Semi-Canon,No
2023,Aomine Daiki/Kise Ryouta,Kuroko NoBasuke | Kuroko's Basketball,Sports,,2360,M/M,No,No
2023,Dio Brando/Jonathan Joestar,Phantom Blood,Fantasy,,2359,M/M,No,No
2023,Peter Nureyev/JuNoSteel,The Penumbra Podcast,Science Fiction,,2348,M/M,Yes,No
2023,Dimitri Alexandre Blaiddyd/Felix Hugo Fraldarius,Fire Emblem,Video Game,,2336,M/M,No,No
2023,Bruce Banner/Thor,The Avengers (Marvel Movies),Superhero,Marvel,2334,M/M,No,No
2023,Dick Grayson/Slade Wilson,Batman - All Media Types,Superhero,DC Comics,2317,M/M,No,No
2023,Chu Wanning/Mo Ran | Mo Weiyu,The Husky and His White Cat Shizun - Meatbun Doesn't Eat Meat,Fantasy,,2304,M/M,Yes,No
2023,Sherlock Holmes/James Moriarty,Sherlock (TV),Crime,,2292,M/M,No,No
2023,Rick Sanchez/Morty Smith,Rick & Morty,Science Fiction,,2280,M/M,No,No
2023,Blaine Anderson/Sebastian Smythe,Glee,Slice of Life,,2262,M/M,Semi-Canon,No
2023,Chris Argent/Peter Hale,Teen Wolf,Fantasy,,2256,M/M,No,No
2023,Anders/Male Hawke,Dragon Age II,Video Game,Dragon Age,2256,M/M,Semi-Canon,No
2023,Persona 5 Protagonist/Sakamoto Ryuji,Persona 5,Video Game,Persona,2251,M/M,No,No
2023,Sero Hanta/Todoroki Shouto,Boku NoHero Academia | My Hero Academia,Fantasy,,2247,M/M,No,No
2023,Hwang Hyunjin/Lee Minho | Lee Know,Stray Kids (Band),Kpop,,2238,M/M,No,No
2023,Akashi Seijuurou/Kuroko Tetsuya,Kuroko NoBasuke | Kuroko's Basketball,Sports,,2228,M/M,No,No
2023,Guillermo de la Cruz/Nandor the Relentless,What We Do in the Shadows,Fantasy,,2209,M/M,Semi-Canon,No
2023,Grimmjow Jaegerjaques/Kurosaki Ichigo,Bleach,Fantasy,,2194,M/M,No,No
2023,Hazuki Nagisa/Ryuugazaki Rei,Free!,Sports,,2190,M/M,No,No
2023,Frodo Baggins/Sam Gamgee,The Hobbit,Fantasy,Tolkien,2189,M/M,No,No
2023,"Klaus Hargreeves/David ""Dave"" Katz",The Umbrella Academy,Science Fiction,,2182,M/M,Yes,No
2023,Jiāng Chéng | Jiāng Wǎnyín/Wèi Yīng | Wèi Wúxiàn,The Untamed,Thriller,,2177,M/M,No,No
2023,Fushichou Marco | Phoenix Marco/Portgas D. Ace,One Piece,Fantasy,,2172,M/M,No,No
2023,Fenris/Male Hawke,Dragon Age II,Video Game,Dragon Age,2164,M/M,Semi-Canon,No
2023,Diluc/Tartaglia | Childe,Genshin Impact,Video Game,,2163,M/M,No,No
2023,Daniel LaRusso/Johnny Lawrence,Karate Kid,Slice of Life,,2160,M/M,No,No
2023,Scaramouche/Tartaglia | Childe,Genshin Impact,Video Game,,2158,M/M,No,No
2023,Sòng Lán | Sòng Zǐchēn/Xiǎo Xīngchén,The Untamed,Thriller,,2157,M/M,No,No
2023,Jounouchi Katsuya | Joey Wheeler/Kaiba Seto,Yu-Gi-Oh! - All Media Types,Video Game,Yu-Gi-Oh!,2144,M/M,No,No
2023,Mitsui Hisashi/Miyagi Ryota,Slam Dunk,Sports,,2128,M/M,No,No
2023,Dazai Osamu/Kunikida Doppo,Bungou Stray Dogs,Fantasy,,2124,M/M,No,No
2023,Kaminari Denki/Kirishima Eijirou,Boku NoHero Academia | My Hero Academia,Fantasy,,2120,M/M,No,No
2023,Marc Anciel/Nathaniel Kurtzberg,Miraculous Ladybug,Superhero,,2106,M/M,Yes,No
2023,"Creativity | Roman ""Princey"" Sanders/Logic | Logan Sanders",Sanders Sides,Slice of Life,,2097,M/M,No,No
2023,Blade/Dan Heng,Honkai: Star Rail,Video Game,,2078,M/M,No,No
2023,Javert/Jean Valjean,Les Misérables - All Media Types,Historical,,2076,M/M,No,No
2023,Kurt Hummel/Sebastian Smythe,Glee,Slice of Life,,2069,M/M,No,No
2023,Kuroo Tetsurou/Sawamura Daichi,Haikyuu!!,Sports,,2068,M/M,No,No
2023,Armin Arlert/Jean Kirstein,Shingeki NoKyojin | Attack on Titan,Fantasy,,2058,M/M,No,No
2023,Kageyama Tobio/Tsukishima Kei,Haikyuu!!,Sports,,2046,M/M,No,No
2023,Gimli/Legolas Greenleaf,The Lord of the Rings,Fantasy,Tolkien,2045,M/M,No,No
2023,"Callum ""Halfway"" Highway/Ben Mitchell",EastEnders,Slice of Life,,2035,M/M,Yes,No
2023,Kyoutani Kentarou/Yahaba Shigeru,Haikyuu!!,Sports,,2027,M/M,No,No
2023,Pat Napat Jindapat/Pran Parakul Siridechawat,Bad Buddy: the Series (TV),Romance,,2024,M/M,Yes,No
2023,Kurusu Akira/Sakamoto Ryuji,Persona 5,Video Game,Persona,2020,M/M,No,No
2023,Bill Denbrough/Stanley Uris,IT,Thriller,,2011,M/M,No,No
2023,Black Pete/Lucius Spriggs,Our Flag Means Death (TV),Romance,,2007,M/M,Yes,No
2023,Link/Prince Sidon,Legend of Zelda,Video Game,,2007,M/M,No,No
2023,Higashikata Josuke/Kishibe Rohan,Jojo's Bizarre Adventure,Fantasy,,2004,M/M,No,No
2023,Gojo Satoru/Nanami Kento,Jujutsu Kaisen,Fantasy,,2004,M/M,No,No
2023,Mac McDonald/Dennis Reynolds,It's Always Sunny in Philadelphia,Slice of Life,,1995,M/M,Semi-Canon,No
2023,Lio Fotia/Galo Thymos,Promare (2019),Science Fiction,,1991,M/M,No,No
2023,Anders/Fenris,Dragon Age II,Video Game,Dragon Age,1988,M/M,No,No
2023,Hisoka/Illumi Zoldyck,Hunter X Hunter,Fantasy,,1986,M/M,Semi-Canon,No
2023,Original Percival Graves/Newt Scamander,Fantastic Beasts and Where to Find Them,Fantasy,,1969,M/M,No,No
2023,Todd Anderson/Neil Perry,Dead Poets Society,Slice of Life,,1968,M/M,No,No
2023,Oikawa Tooru/Sugawara Koushi,Haikyuu!!,Sports,,1964,M/M,No,No
2023,Combeferre/Courfeyrac,Les Misérables - All Media Types,Historical,,1962,M/M,No,No
2023,Lestat de Lioncourt/Louis de Pointe du Lac,Vampire Chronicles Series - Anne Rice,Fantasy,,1956,M/M,Yes,No
2023,Alastor/Angel Dust,Hazbin Hotel,Fantasy,,1955,M/M,Semi-Canon,No
2023,Sherlock Holmes/William James Moriarty,Yuukoku NoMoriarty,Crime,,1954,M/M,No,No
2023,Kambe Daisuke/Katou Haru,Fugou Keiji: Balance:Unlimited (Anime),Crime,,1953,M/M,No,No
2023,Hanamura Yosuke/Seta Souji,Persona,Video Game,Persona,1952,M/M,No,No
2023,Amajiki Tamaki/Toogata Mirio,Boku NoHero Academia | My Hero Academia,Fantasy,,1942,M/M,No,No
2023,Bakugou Katsuki/Kaminari Denki,Boku NoHero Academia | My Hero Academia,Fantasy,,1932,M/M,No,No
2023,Eridan Ampora/Sollux Captor,Homestuck,Science Fiction,,1931,M/M,No,No
2023,Hatake Kakashi/Maito Gai | Might Guy,Naruto,Fantasy,,1930,M/M,No,No
2023,Axel/Roxas,Kingdom Hearts,Video Game,,1930,M/M,No,No
2023,Natsu Dragneel/Gray Fullbuster,Fairy Tail,Fantasy,,1922,M/M,No,No
2023,Captain Flint | James McGraw/John Silver,Black Sails,Historical,,1920,M/M,No,No
2023,Mick Rory/Leonard Snart,The Flash (TV 2014),Superhero,DC Comics,1916,M/M,No,No
2023,Atem/Mutou Yuugi,Yu-Gi-Oh!,Video Game,Yu-Gi-Oh!,1899,M/M,No,No
2023,Higashikata Josuke/Nijimura Okuyasu,Jojo's Bizarre Adventure,Fantasy,,1898,M/M,No,No
2023,Cyrus Goodman/T. J. Kippen,Andi Mack,Slice of Life,,1893,M/M,Yes,No
2023,Kaneki Ken | Sasaki Haise/Nagachika Hideyoshi,Tokyo Ghoul,Fantasy,,1892,M/M,No,No
2023,Phayu/Rain,Love in the Air (TV 2022),Romance,,1888,M/M,Yes,No
2023,Kaminari Denki/Sero Hanta,Boku NoHero Academia | My Hero Academia,Fantasy,,1886,M/M,No,No
2023,Benny Lafitte/Dean Winchester,Supernatural,Fantasy,,1884,M/M,No,No
2023,Neuvillette/Wriothesley,Genshin Impact,Video Game,,1879,M/M,No,No
2023,Oikawa Tooru/Ushijima Wakatoshi,Haikyuu!!,Sports,,1869,M/M,No,No
2023,Haiba Lev/Yaku Morisuke,Haikyuu!!,Sports,,1868,M/M,No,No
2023,John Egbert/Karkat Vantas,Homestuck,Science Fiction,,1867,M/M,No,No
2023,Jason Todd/Bruce Wayne,Batman,Superhero,DC Comics,1861,M/M,No,No
2023,"Derek ""Nursey"" Nurse/ William ""Dex"" Poindexter",Check Please!,Sports,,1857,M/M,No,No
2023,Prompto Argentum/Ignis Scientia,Final Fantasy XV,Video Game,Final Fantasy,1856,M/M,No,No
2023,"Kageyama ""Mob"" Shigeo/Reigen Arataka",Mob Psycho 100,Fantasy,,1851,M/M,No,No
2023,Harry Osborn/Peter Parker,Spider-Man,Superhero,Marvel,1839,M/M,No,No
2023,Thanatos/Zagreus,Hades,Video Game,,1834,M/M,Semi-Canon,No
2023,Teddy Altman/Billy Kaplan,Young Avengers,Superhero,Marvel,1826,M/M,Yes,No
2023,Megatron/Starscream,Transformers,Science Fiction,,1820,M/M,No,No
2023,Xander Harris/Spike,Buffy the Vampire Slayer,Fantasy,,1819,M/M,No,No
2023,Lán Huàn | Lán Xīchén/Niè Míngjué,Módào Zǔshī - Mòxiāng Tóngxiù,Fantasy,,1818,M/M,No,No
2023,Asagiri Gen/Ishigami Senkuu,Dr. STONE,Science Fiction,,1818,M/M,No,No
2023,Johnny Joestar/Gyro Zeppeli,JoJo's Bizarre Adventure,Fantasy,,1812,M/M,No,No
2023,Qrow Branwen/Clover Ebi,RWBY,Fantasy,,1802,M/M,No,No
2023,Dazai Osamu/Oda Sakunosuke,Bungou Stray Dogs,Fantasy,,1794,M/M,No,No
2023,Rukawa Kaede/Sakuragi Hanamichi,Slam Dunk,Sports,,1791,M/M,No,No
2023,Liu Chenxiang/Yang Jian | Erlang Shen,New Gods (Movies),Fantasy,,1782,M/M,No,No
2023,Male Lavellan/Dorian Pavus,Dragon Age: Inquisition,Video Game,Dragon Age,1779,M/M,Semi-Canon,No
2023,Dimitri Alexandre Blaiddyd/Claude von Riegan,Fire Emblem,Video Game,,1778,M/M,No,No
2023,Dexter Grif/Dick Simmons,Red vs. Blue,Science Fiction,,1773,M/M,No,No
2023,Hanamura Yosuke/Narukami Yu,Persona,Video Game,Persona,1769,M/M,No,No
2023,Bakugou Katsuki/Shinsou Hitoshi,Boku NoHero Academia | My Hero Academia,Fantasy,,1767,M/M,No,No
2023,Whizzer Brown/Marvin,Falsettos,Slice of Life,,1763,M/M,Yes,No
2023,Dib/Zim,Invader ZIM,Science Fiction,,1756,M/M,No,No
2023,Eliott Demaury/Lucas Lallemant,SKAM (France),Slice of Life,SKAM,1756,M/M,Yes,No
2023,Kaeya/Tartaglia | Childe,Genshin Impact,Video Game,,1756,M/M,No,No
2023,Matt Holt/Shiro,Voltron,Fantasy,Voltron,1755,M/M,No,No
2023,China/Russia,Hetalia: Axis Powers,Historical,,1753,M/M,No,No
2023,Shinazugawa Sanemi/Tomioka Giyuu,Demon Slayer: Kimetsu NoYaiba,Fantasy,,1752,M/M,No,No
2023,Stede Bonnet/Israel Hands,Our Flag Means Death (TV),Romance,,1745,M/M,No,No
2023,Draco Malfoy/Ron Weasley,Harry Potter - J. K. Rowling,Fantasy,,1739,M/M,No,No
2023,Baji Keisuke/MatsuNoChifuyu,Tokyo Revengers,Science Fiction,,1738,M/M,No,No
2023,Stiles Stilinski/Jackson Whittemore,Teen Wolf,Fantasy,,1733,M/M,No,No
2023,"James ""Rhodey"" Rhodes/Tony Stark",Marvel Cinematic Universe,Superhero,Marvel,1732,M/M,No,No
2023,Frank Castle/Matt Murdock,The Punisher,Superhero,,1729,M/M,No,No
2023,Kikuchi Tadashi/Shindo Ainosuke | Adam,SK8 the Infinity,Sports,,1723,M/M,No,No
2023,Simon Lewis/Jace Wayland,Shadowhunters,Science Fiction,The Shadowhunter Chronicles,1715,M/M,No,No
2023,Hinata Shouyou/Tsukishima Kei,Haikyuu!!,Sports,,1713,M/M,No,No
2023,Zack Fair/Cloud Strife,Final Fantasy VII,Video Game,Final Fantasy,1705,M/M,No,No
2023,"Dark Creativity | Remus ""The Duke"" Sanders/Deceit | Janus Sanders",Sanders Sides,Slice of Life,,1704,M/M,No,No
2023,Ikari Shinji/Nagisa Kaworu,Neon Genesis Evangelion,Science Fiction,,1703,M/M,Semi-Canon,No
2023,Hwang Hyunjin/Yang Jeongin | I.N,Stray Kids (Band),Kpop,,1700,M/M,No,No
2023,The Doctor/Jack Harkness,Doctor Who,Science Fiction,,1690,M/M,Semi-Canon,No
2023,Asami Ryuichi/Takaba Akihito,Dr. STONE,Science Fiction,,1689,M/M,Yes,No
2023,Thomas Jefferson/James Madison,Hamilton – Miranda,Historical,,1670,M/M,No,No
2023,Credence Barebone/Original Percival Graves,Fantastic Beasts and Where to Find Them,Fantasy,,1668,M/M,No,No
2023,"James ""Bucky"" Barnes/Helmut Zemo",Marvel Cinematic Universe,Superhero,Marvel,1655,M/M,No,No
2023,Gwaine/Merlin,Merlin (TV),Fantasy,,1654,M/M,No,No
2023,He Tian/Mo Guanshan,19 Days,Romance,,1651,M/M,Yes,No
2023,Leon S. Kennedy/Chris Redfield,Resident Evil,Video Game,,1649,M/M,No,No
2023,Thrawn | Mitth'raw'nuruodo/Eli Vanto,Star Wars,Science Fiction,Star Wars,1647,M/M,No,No
2023,Troy Barnes/Abed Nadir,Community,Slice of Life,,1647,M/M,No,No
2023,Mycroft Holmes/Sherlock Holmes,Sherlock (TV),Crime,,1637,M/M,No,No
2023,Aiden/Lambert,The Witcher (TV),Fantasy,,1626,M/M,No,No
2023,Reigen Arataka/Serizawa Katsuya,Mob Psycho 100,Fantasy,,1612,M/M,No,No
2023,Bard the Bowman/Thranduil,The Hobbit - All Media Types,Fantasy,Tolkien,1612,M/M,No,No
2023,Son Goku/Vegeta,Dragon Ball Z,Fantasy,,1610,M/M,No,No
2023,Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū,The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,Romance,,1607,M/M,No,No
2023,Alec Lightwood/Jace Wayland,Shadowhunters (TV),Science Fiction,The Shadowhunter Chronicles,1602,M/M,No,No
2023,Albedo/Kong | Aether,Genshin Impact,Video Game,,1597,M/M,No,No
2023,Norton Campbell | Prospector/Naib Subedar | Mercenary,Identity V,Video Game,,1590,M/M,No,No
2023,"Alexsandr Kallus/Garazeb ""Zeb"" Orrelios",Star Wars,Science Fiction,Star Wars,1581,M/M,No,No
2023,Jason Grace/Percy Jackson,Percy Jackson and the Olympians - Rick Riordan,Fantasy,,1579,M/M,No,No
2023,Mew Suppasit Jongcheveevat/Gulf Kanawut Traipipattanapong,TharnType: The Series (TV),Romance,,1575,M/M,Yes,No
2023,Choi Jongho/Kang Yeosang,ATEEZ (Band),Kpop,,1572,M/M,No,No
2023,Mèng Yáo | Jīn Guāngyáo/Niè Míngjué,Módào Zǔshī - Mòxiāng Tóngxiù,Fantasy,,1568,M/M,No,No
2023,Oliver/Elio Perlman,Call Me By Your Name,Romance,,1564,M/M,Yes,No
2023,Barry Allen/Oliver Queen,The Flash (TV 2014),Superhero,DC Comics,1564,M/M,No,No
2023,Hiccup Horrendous Haddock III/Jack Frost,How to Train Your Dragon (Movies),Fantasy,,1561,M/M,No,No
2023,Luca Kaneshiro/Shu Yamino,Nijisanji,Youtube RPF,,1561,M/M,No,No
2023,Agatsuma Zenitsu/Kamado Tanjirou,Demon Slayer: Kimetsu NoYaiba,Fantasy,,1558,M/M,No,No
2023,Theon Greyjoy/Robb Stark,Game of Thrones,Fantasy,Game of Thrones,1558,M/M,No,No
2023,Anxiety | Virgil Sanders/Morality | Patton Sanders,Sanders Sides,Slice of Life,,1550,M/M,No,No
2023,Matsuoka Rin/Yamazaki Sousuke,Free!,Sports,,1543,M/M,No,No
2023,Venti/Zhongli,Genshin Impact,Video Game,,1541,M/M,No,No
2023,Miya Atsumu/Miya Osamu,Haikyuu!!,Sports,,1540,M/M,No,No
2023,Inumaki Toge/Okkotsu Yuuta,Jujutsu Kaisen,Fantasy,,1538,M/M,No,No
2023,Harry Du Bois/Kim Kitsuragi,Disco Elysium,Video Game,,1537,M/M,No,No
2023,Leo Hölzer/Adam Schürk,Tartot,Crime,,1536,M/M,No,No
2023,Chumnoy Doctor | Plague Doctor | Sergey Razumovsky/Oleg Volkov,Plague Doctor,Crime,,1532,M/M,Semi-Canon,No
2023,Canada/Prussia,Hetalia: Axis Powers,Historical,,1532,M/M,No,No
2023,Hinata Shouyou/Oikawa Tooru,Haikyuu!!,Sports,,1532,M/M,No,No
2023,Xiao | Alatus/Zhongli,Genshin Impact,Video Game,,1530,M/M,No,No
2023,Aragorn | Estel/Legolas Greenleaf,Lord of the Rings,Fantasy,Tolkien,1528,M/M,No,No
2023,Agron/Nasir,Spartacus Series (TV),Historical,,1525,M/M,Yes,No
2023,Semi Eita/Shirabu Kenjirou,Haikyuu!!,Sports,,1525,M/M,No,No
2023,Drift | Deadlock/Ratchet,Transformers,Science Fiction,,1521,M/M,No,No
2023,Benton Fraser/Ray Vecchio,due South,Slice of Life,,1518,M/M,No,No
2023,Francis Crozier/James Fitzjames,The Terror,Thriller,,1516,M/M,No,No
2023,Sherlock Holmes/Greg Lestrade,Sherlock (TV),Crime,,1513,M/M,No,No
2023,Gilbert du Motier Marquis de Lafayette/Hercules Mulligan,Hamilton – Miranda,Historical,,1511,M/M,No,No
2023,Huáng Shàotiān/Yù Wénzhōu,The King's Avatar,Sports,,1509,M/M,No,No
2023,Naegi Makoto/Togami Byakuya,Danganronpa,Video Game,Danganronpa,1506,M/M,No,No
2023,Junkrat | Jamison Fawkes/Roadhog | Mako Rutledge,Overwatch,Video Game,,1502,M/M,No,No
2023,"Dark Creativity | Remus ""The Duke"" Sanders/Logic | Logan Sanders",Sanders Sides,Slice of Life,,1500,M/M,No,No
2023,Tine Teepakorn Aekaranwong/Sarawat Guntithanon,2gether: The Series (Thailand TV),Romance,,1496,M/M,Yes,No
2023,Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū,The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,Romance,,1494,M/M,No,No
2023,Theodore Nott/Harry Potter,Harry Potter - J. K. Rowling,Fantasy,,1492,M/M,No,No
2023,Hatake Kakashi/Uzumaki Naruto,Naruto,Fantasy,,1489,M/M,No,No
2023,Lucius Malfoy/Severus Snape,Harry Potter - J. K. Rowling,Fantasy,,1487,M/M,No,No
2023,Percy Weasley/Oliver Wood,Harry Potter - J. K. Rowling,Fantasy,,1487,M/M,No,No
2023,Clint Barton/Tony Stark,The Avengers (Marvel Movies),Superhero,Marvel,1486,M/M,No,No
2023,Basil/Sunny,OMORI,Video Game,,1486,M/M,No,No
2023,Pannacotta Fugo/Narancia Ghirga,JoJo's Bizarre Adventure,Fantasy,,1477,M/M,No,No
2023,Shěn Jiǔ | Original Shěn Qīngqiū/Yuè Qīngyuán,The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,Romance,,1477,M/M,No,No
2023,Fuji Shuusuke/Tezuka Kunimitsu,Prince of Tennis,Sports,,1476,M/M,No,No
2023,Pannacotta Fugo/GiorNoGiovanna,JoJo's Bizarre Adventure,Fantasy,,1475,M/M,No,No
2023,Lavernius Tucker/Agent Washington,Red vs. Blue,Science Fiction,,1470,M/M,No,No
2023,Tom/Tord,Eddsworld,Slice of Life,,1470,M/M,No,No
2023,"James ""Bucky"" Barnes/Brock Rumlow",Marvel Cinematic Universe,Superhero,Marvel,1458,M/M,No,No
2023,"Creativity | Roman ""Princey"" Sanders/Deceit | Janus Sanders",Sanders Sides,Slice of Life,,1452,M/M,No,No
2023,"Creativity | Roman ""Princey"" Sanders/Morality | Patton Sanders",Sanders Sides,Slice of Life,,1449,M/M,No,No
2023,Mettaton/Papyrus,Undertale,Video Game,,1446,M/M,No,No
2023,Aaron Burr/Alexander Hamilton,Hamilton – Miranda,Historical,,1439,M/M,No,No
2023,Peter Burke/Neal Caffrey,White Collar,Slice of Life,,1438,M/M,No,No
2023,Trowa Barton/Quatre Raberba Winner,Gundam Wing,Science Fiction,,1430,M/M,No,No
2023,Papyrus/Papyrus,Undertale,Video Game,,1427,M/M,No,No
2023,Finland/Sweden,Hetalia: Axis Powers,Historical,,1426,M/M,Semi-Canon,No
2023,Denmark/Norway,Hetalia: Axis Powers,Historical,,1419,M/M,No,No
2023,Chirrut Îmwe/Baze Malbus,Star Wars,Science Fiction,Star Wars,1414,M/M,No,No
2023,Fay D. Fluorite/Kurogane,Tsubasa: Reservoir Chronicle,Romance,,1412,M/M,No,No
2023,Ookido Green | Blue Oak/Red,Pokémon,Video Game,,1410,M/M,No,No
2023,Edward Nygma/Bruce Wayne,The Batman (Movie 2022),Superhero,DC Comics,1409,M/M,No,No
2023,Midoriya Izuku/Shigaraki Tomura | Shimura Tenko,Boku NoHero Academia | My Hero Academia,Fantasy,,1399,M/M,No,No
2023,Akashi Seijuurou/Furihata Kouki,Kuroko NoBasuke | Kuroko's Basketball,Sports,,1398,M/M,No,No
2023,Steve Rogers/Thor,Marvel Cinematic Universe,Superhero,Marvel,1386,M/M,No,No
2023,Gamzee Makara/Tavros Nitram,Homestuck,Science Fiction,,1374,M/M,Semi-Canon,No
2023,Nezumi/Shion,No. 6,Science Fiction,,1361,M/M,Yes,No
2023,Morgoth Bauglir | Melkor/Sauron | Mairon,Lord of the Rings,Fantasy,Tolkien,1360,M/M,No,No
2023,Steven Grant/Marc Spector,Moon Knight,Superhero,,1358,M/M,No,No
2023,Gamzee Makara/Karkat Vantas,Homestuck,Science Fiction,,1355,M/M,No,No
2023,Israel Hands/Lucius Spriggs,Our Flag Means Death (TV),Romance,,1350,M/M,No,No
2023,Dante/Nero,Devil May Cry,Video Game,,1347,M/M,No,No
2023,Benrey/Gordon Freeman,Half-Life,Video Game,,1345,M/M,Semi-Canon,No
2023,Michael/Adam Milligan,Supernatural,Fantasy,,1344,M/M,No,No
2023,Akaashi Keiji/Kuroo Tetsurou,Haikyuu!!,Sports,,1344,M/M,No,No
2023,Alhaitham/Cyno,Genshin Impact,Video Game,,1341,M/M,No,No
2023,Oswald Cobblepot/Jim Gordon,Gotham (TV),Superhero,,1340,M/M,No,No
2023,Logan/Scott Summers,X-Men,Superhero,X-Men,1333,M/M,No,No
2023,Gladiolus Amicitia/Prompto Argentum,Final Fantasy XV,Video Game,Final Fantasy,1328,M/M,No,No
2023,Uchiha Itachi/Uchiha Sasuke,Naruto,Fantasy,,1324,M/M,No,No
2023,Elias Bouchard | Jonah Magnus/Peter Lukas,The Magnus Archives (Podcast),Thriller,,1323,M/M,No,No
2023,Captain Flint | James McGraw/Thomas Hamilton,Black Sails,Historical,,1321,M/M,Yes,No
2023,Cole Cassidy/Genji Shimada,Overwatch,Video Game,,1317,M/M,No,No
