fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
One Direction (Band),Harry Styles/Louis Tomlinson,Perrie Edwards/Zayn Malik,Forever Young,F/M,Semi-Canon,No,17 Sep 2015,20,Not Rated,Creator Chose Not To Use Archive Warnings,"Children,one direction children,Real Life,Love Stories,Divorce,First Time,Runaway,Artists,Travel,Adoption,Character Death,Wakes & Funerals"
One Direction (Band),Harry Styles/Louis Tomlinson,Perrie Edwards/Zayn Malik,Family is everything- Larry/Niam,F/M,Semi-Canon,No,16 Jul 2015,20,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,"Fluff,Cute,Babies,Niam Babies,Larry babies"
One Direction (Band),Harry Styles/Louis Tomlinson,Perrie Edwards/Zayn Malik,"I Will Always Love You, And You, And You",F/M,Semi-Canon,No,08 Mar 2015,20,Teen And Up Audiences,No Archive Warnings Apply,"Sad Niall,Hurt/Comfort,Angst,Niall Horan Loves Zayn Malik,Everyone Loves Niall,I'm Bad At Tagging,Smut,Fluff and Angst,Fluff and Humor,Top Harry,Bottom Louis,Top Louis,Bottom Niall,Top Liam,Bottom Zayn,Top Zayn,Minor Zayn Malik/Liam Payne,Minor Liam Payne/Harry Styles,Minor Perrie Edwards/Zayn Malik,Innocent Niall"
One Direction (Band),Harry Styles/Louis Tomlinson,Perrie Edwards/Zayn Malik,It's Only Love When It's Convenient,F/M,Semi-Canon,No,15 Jan 2015,20,Mature,Creator Chose Not To Use Archive Warnings,"Top Louis,Bottom Harry,top!Louis,Bottom!Harry,LOOSELY BASED ON A PLOT FROM NEW GIRL,minor smut"
One Direction (Band),Niall Horan/Harry Styles,Perrie Edwards/Zayn Malik,Still Kiss Without a Mistletoe,F/M,Semi-Canon,No,30 Dec 2014,20,Teen And Up Audiences,"Creator Chose Not To Use Archive Warnings,Underage","Alternate Universe - High School,First Dates,Fluff,Genderbending,cisgirl Niall,Cisgirl Harry,Cisgirl Louis,Tooth-Rotting Fluff"
One Direction (Band),Liam Payne/Danielle Peazer,Perrie Edwards/Zayn Malik,Happily,F/M,Semi-Canon,No,07 Jul 2014,20,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,"one direction - Freeform,Narry - Freeform,ziall,zerrie,Elounor,Payzer,Sea World,one direction as sea world workers,Zayns just working around,Harry works on the steel eel,steel eel is a roller coaster fyi,Sea World San Antonio,Liam works with killer whales,Louis works with otters,Pining Zayn,at first oblivious Niall"
One Direction (Band),Liam Payne/Original Female Character(s),Perrie Edwards/Zayn Malik,"you might be left with my hair, but you'll have your mother's eyes",F/M,Semi-Canon,No,02 Apr 2014,20,Not Rated,Creator Chose Not To Use Archive Warnings,"side larry stylinson - Freeform,liam's a dad,AU,still not sure if this is an au oh well,taylor is the kid and he's adorable,spiderman - Freeform,lou is still a saint,thank god for liams mom,harry has baby fever and it's adorable,Fluff"
One Direction (Band),Larry Stylinson,Perrie Edwards/Zayn Malik,Misunderstood Personality,F/M,Semi-Canon,No,07 May 2014,20,Not Rated,Creator Chose Not To Use Archive Warnings,"High School,Punk Louis,Nerd Harry,Punk Zayn,Punk Liam,Smut,Public Sex"
One Direction (Band),Zayn Malik/Liam Payne,Perrie Edwards/Zayn Malik,Something Out of a Comic Book,F/M,Semi-Canon,No,17 Oct 2013,20,Mature,Creator Chose Not To Use Archive Warnings,"Smut,Fluff,Angst,just all around cute shit,Alternate Universe - Superheroes/Superpowers"
Little Mix (Band),Liam Payne/Jade Thirlwall,Perrie Edwards/Zayn Malik,we're up all to get lucky.,F/M,Semi-Canon,No,12 Aug 2013,20,Not Rated,Creator Chose Not To Use Archive Warnings,"Rape Recovery,Drugged Sex,Drug Use,Underage Drinking,Alternate Universe - College/University,Friends With Benefits,Friends to Lovers"
One Direction (Band),Niall Horan/Harry Styles,Perrie Edwards/Zayn Malik,Ten Months Sober I Must Admit,F/M,Semi-Canon,No,23 Nov 2015,19,Mature,"Creator Chose Not To Use Archive Warnings,Rape/Non-Con","Alternate Universe,Heavy Angst,Fluff,Hand Jobs,69 (Sex Position),Blow Jobs,Car Sex,Cheating,Infidelity,Ambiguous/Open Ending,Smut"
One Direction (Band),Liam Payne/Original Female Character(s),Perrie Edwards/Zayn Malik,Coding One Direction,F/M,Semi-Canon,No,19 Jul 2014,19,Teen And Up Audiences,No Archive Warnings Apply,"Coding,Work,Triangle,smart"
One Direction (Band),Zayn Malik/Liam Payne,Perrie Edwards/Zayn Malik,Valerie,F/M,Semi-Canon,No,17 Jun 2014,19,General Audiences,No Archive Warnings Apply,"Song fic,Fake/Pretend Relationship,Zayn-centric,Jealous Liam,Clueless Perrie"
One Direction (Band),Liam Payne/Original Female Character(s),Perrie Edwards/Zayn Malik,"no one's gonna know it's you, miss jackson",F/M,Semi-Canon,No,29 Apr 2014,19,Not Rated,Creator Chose Not To Use Archive Warnings,"superhero au,AU,Alternate Universe,they all have powers,and they're kinda cool,This is super self-indulgent,based off of a song,miss jackson,by panic! at the disco,liam and niall save the day,no smut sorry i suck"
One Direction (Band),Harry Styles/Louis Tomlinson,Perrie Edwards/Zayn Malik,Three days of freedom.,F/M,Semi-Canon,No,19 Apr 2014,19,Explicit,"Graphic Depictions Of Violence,Rape/Non-Con","Romance,Drama,Love/Hate,Break Up,Cheating,larry stylinson - Freeform,ziam palik - Freeform,Top Louis,Top Zayn,Insecure Harry,Top Liam,Top Harry,Innocent Niall,Hurt Liam,Bad Boy Zayn,Implied Eleanor Calder/Louis Tomlinson,Fake/Pretend Relationship,Suicidal Thoughts,Shameless Smut,Smut,Fluff and Smut"
One Direction (Band),Harry Styles/Louis Tomlinson,Perrie Edwards/Zayn Malik,"The infamous times of Harry,the baker",F/M,Semi-Canon,No,29 Jul 2014,19,Mature,Underage,"marcel is harry's grandson,Popular Louis,Ordinary Harry,a journal is involved,Summer,louis is hard to get,harry is awkward,Bottom Louis,cara comes in as a secret lesbian"
One Direction (Band),Nick Grimshaw/Harry Styles,Perrie Edwards/Zayn Malik,They Don't Know About Us,F/M,Semi-Canon,No,22 Nov 2013,19,Mature,Creator Chose Not To Use Archive Warnings,"Daddy Kink,Gryles,Sex Toys,Drama,Coming Out,fucking modest,Smut,Fluff,nick has pink hair,harry gets really drunk"
One Direction (Band),Zayn Malik/Liam Payne,Perrie Edwards/Zayn Malik,All jealousy to the bride and good wishes to the corpse,F/M,Semi-Canon,No,29 Aug 2013,19,Not Rated,Creator Chose Not To Use Archive Warnings,"hintings of larry,Weddings,Songfic,Unrequited Love,Angst,liams got a bit of a sarcastic mind"
One Direction,Harry Styles/Niall Horan,Perrie Edwards/Zayn Malik,Angels Of Death,F/M,Semi-Canon,No,20 Aug 2013,19,Not Rated,Creator Chose Not To Use Archive Warnings,"Drugs,Alcoholism,Manic - Freeform,Council Estate,Gangs,punk!niall,Druggie!Louis,Abusive Father,Protective!Josh"
One Direction (Band),Perrie Edwards/Zayn Malik,Perrie Edwards/Zayn Malik,Tell Her That I Love Her,F/M,Semi-Canon,No,26 Jun 2013,19,Teen And Up Audiences,"No Archive Warnings Apply,Underage","Most of it's Zerrie but not in a romantic way,mostly in a 'you're my best friend and I'll love you forever' way,or best friends that have sex,But there is Ziam,and some Larry,Fluff,Pregnancy,Angst,Coming Out,Teenagers"
One Direction (Band),Harry Styles/Louis Tomlinson,Perrie Edwards/Zayn Malik,Better in Time,F/M,Semi-Canon,No,10 Jan 2015,22,Explicit,Underage,"Hospitalization,Cancer,Drug Addiction,Alcohol Addiction,Eating Disorders,Divorce,lots of sad things,but happy things too,baby boyfriends,First Kisses,handjobs,Blowjobs,First Time,candy striper liam!,niall is a ray of fucking sunshine as per usual"
