fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Harry Potter - J. K. Rowling,Harry Potter/Ginny Weasley,Harry Potter/Ginny Weasley,To Know You,F/M,Semi-Canon,No,17 Jul 2017,672,Not Rated,Creator Chose Not To Use Archive Warnings,"Child Abuse,Touch Aversion,touch averse harry potter,Implied/Referenced Child Abuse,Past Child Abuse,not graphic,Trauma,touch starvation,touch starved harry potter,Canon-Typical Violence,Unhealthy Coping Mechanisms,Implied/Referenced Alcohol Abuse/Alcoholism,Harry/Ron possibly (past),Angst,Hurt/Comfort,Canon Compliant,Metafiction,The Dursleys Are Only Mentioned,Child Neglect,Neglect,Found Family,Pre-Hogwarts,Post-War"
Harry Potter - J. K. Rowling,Hermione Granger/Ron Weasley,Harry Potter/Ginny Weasley,The Sexual Exploits of Hermione Granger and Friends,F/M,Semi-Canon,No,18 Dec 2012,672,Explicit,No Archive Warnings Apply,"Aphrodisiacs,Bed hopping"
Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,Harry Potter/Ginny Weasley,Be Careful What You Drink For,F/M,Semi-Canon,No,10 Aug 2013,671,Mature,No Archive Warnings Apply,"Could-Have-Been,Potions,Angst,Romance"
Harry Potter - J. K. Rowling,Hermione Granger/Draco Malfoy,Harry Potter/Ginny Weasley,A New Beginning,F/M,Semi-Canon,No,17 Oct 2022,670,Mature,No Archive Warnings Apply,"Post-War,dramione - Freeform,Healer Hermione,Single Parent Draco Malfoy,Fluff and Smut,Domestic Fluff,Friends to Lovers,Scorpius is adorable,Eventual Romance,Mutual Pining,Tags May Change,Rating May Change,Auror Draco Malfoy,Implied/Referenced Child Abuse,Miscarriage,Ron Weasley Bashing,Emotional Hurt/Comfort,Past Relationship(s),Eventual Happy Ending,Fluff and Angst,Canon-Typical Violence,Warning: Fenrir Greyback,Supportive Narcissa Black Malfoy,Supportive Lucius Malfoy,Scheming Malfoy's,Fertility Issues,Supportive Harry Potter,Harry and Hermione sibling like relationship,Draco Malfoy & Harry Potter Friendship,Meddling Parents,Mild Language"
Harry Potter - J. K. Rowling,Percy Weasley/Oliver Wood,Harry Potter/Ginny Weasley,100 Days of Drabble,F/M,Semi-Canon,No,17 Jul 2020,670,Explicit,No Archive Warnings Apply,"Drabble Collection,Fluff,Smut,Angst,Hurt/Comfort,Humor"
Harry Potter - J. K. Rowling,Annabeth Chase/Percy Jackson,Harry Potter/Ginny Weasley,There's More Than One President of The USA?,F/M,Semi-Canon,No,05 Jan 2015,670,Mature,"Creator Chose Not To Use Archive Warnings,Major Character Death",
Harry Potter - J. K. Rowling,Harry Potter/Ginny Weasley,Harry Potter/Ginny Weasley,we're taking on the world together,F/M,Semi-Canon,No,06 Apr 2014,670,Teen And Up Audiences,No Archive Warnings Apply,"Future Fic,HP: Epilogue Compliant,Sort Of,Unplanned Pregnancy,i didn't know the tags were so specific"
Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,Harry Potter/Ginny Weasley,Drarry,F/M,Semi-Canon,No,14 Sep 2022,669,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,
Harry Potter - J. K. Rowling,Hermione Granger/Draco Malfoy,Harry Potter/Ginny Weasley,Can't Shake This Feeling in My Bones,F/M,Semi-Canon,No,23 Oct 2020,669,Explicit,No Archive Warnings Apply,"Veela Draco Malfoy,Veela Mates,Mating Bites,Eventual Smut,Romance,Angst with a Happy Ending,Hogwarts Head Boys & Head Girls,Head Boy Draco Malfoy,Head Girl Hermione Granger,Hogwarts Eighth Year,Harry Potter Epilogue What Epilogue | EWE,Emotional/Psychological Abuse,Bechdel Test Pass,Pining Draco Malfoy,Draco Malfoy & Pansy Parkinson Friendship,Minor Violence,Psychological Trauma,Slow Burn,like so very slow,References to Depression"
Harry Potter - J. K. Rowling,Hermione Granger/Draco Malfoy,Harry Potter/Ginny Weasley,Magic's Might,F/M,Semi-Canon,No,02 Apr 2023,669,Explicit,Rape/Non-Con,"Rape/Non-con Elements,Multi - Freeform,Harem,Harem-ish,Bdsm element,Dom/sub,BAMF Hermione Granger,Powerful Hermione,Eventual Smut,Magic,Polyamory"
Harry Potter - J. K. Rowling,Hermione Granger/Draco Malfoy,Harry Potter/Ginny Weasley,Barmy,F/M,Semi-Canon,No,07 Jun 2017,669,Mature,Creator Chose Not To Use Archive Warnings,"Hogwarts Eighth Year,One Shot,Sexual Content"
Harry Potter - J. K. Rowling,Harry Potter/Ginny Weasley,Harry Potter/Ginny Weasley,Harry Potter and The Ladies Of The Realm,F/M,Semi-Canon,No,19 Jan 2020,668,Explicit,Underage,"Sex,Smut,Porn With Plot,Shameless Smut,Alternate Universe - Medieval,Breeding,Slytherin Harry Potter,Magically Powerful Harry Potter,Powerful Harry,Explicit Sexual Content,Explicit Language,Impregnation"
Harry Potter - J. K. Rowling,Remus Lupin/Severus Snape,Harry Potter/Ginny Weasley,The Werewolf's Child,F/M,Semi-Canon,No,15 Mar 2018,665,Explicit,Creator Chose Not To Use Archive Warnings,"Romance,Male Pregnancy,Alternate Universe - Canon Divergence"
