fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
The Avengers (2012),Clint Barton/Natasha Romanov,Clint Barton/Natasha Romanov,[and for that],F/M,Semi-Canon,No,17 Aug 2012,509,Teen And Up Audiences,No Archive Warnings Apply,"cottoncandy-bingo,idiosyncratic relationships"
The Avengers (2012),Clint Barton/Phil Coulson,Clint Barton/Natasha Romanov,your poker face is a dreamy mess,F/M,Semi-Canon,No,08 Feb 2012,509,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,"Community: ccbingo,Coulson has an owie"
Hawkeye (Comics),"James ""Bucky"" Barnes/Clint Barton",Clint Barton/Natasha Romanov,Monday Shadow,F/M,Semi-Canon,No,02 May 2021,507,Explicit,No Archive Warnings Apply,"Canon is not my problem,winterhawk - Freeform,Hawkeye clint,Modern Bucky Barnes,Alternate Universe - Canon Divergence,Identity Reveal,Identity Issues,Human Disaster Clint Barton,Nurse Bucky Barnes,Other Additional Tags to Be Added,Oral Sex"
Captain America (Movies),"James ""Bucky"" Barnes/Steve Rogers",Clint Barton/Natasha Romanov,little of your love,F/M,Semi-Canon,No,12 Sep 2017,507,Not Rated,Creator Chose Not To Use Archive Warnings,"Fluff,SO MUCH FLUFF,Soulmate-Identifying Marks"
The Avengers (2012),Bruce Banner/Tony Stark,Clint Barton/Natasha Romanov,"The Killer in Me, In You",F/M,Semi-Canon,No,06 Feb 2014,506,Explicit,Graphic Depictions Of Violence,"Violence,h/c,Tony!Whump,Angst,Werewolf,Clint!Whump"
Avengers (Marvel) - All Media Types,Clint Barton/Natasha Romanov,Clint Barton/Natasha Romanov,Observant,F/M,Semi-Canon,No,04 Mar 2012,506,Teen And Up Audiences,No Archive Warnings Apply,"Outside Observer,Body Language"
Captain America (Movies),"James ""Bucky"" Barnes/Steve Rogers",Clint Barton/Natasha Romanov,Make America Gay Again: The Butter Fic,F/M,Semi-Canon,No,22 Jun 2016,503,Mature,Creator Chose Not To Use Archive Warnings,"this is 21000 words of nonsense and i blame my pals for encouraging it,gratuitous use of acronyms,Slow Burn,Oblivious Bucky Barnes,Love Confessions,ridiculous meet-cute,Chef Steve,Nurse Bucky"
Marvel Cinematic Universe,"James ""Bucky"" Barnes/Steve Rogers",Clint Barton/Natasha Romanov,Team Bonding Turned Gossip Session (Cause the Avengers are Teenagers),F/M,Semi-Canon,No,07 Jul 2020,501,Mature,Creator Chose Not To Use Archive Warnings,"Mentions of Castration in Joking Manner,implied incestuous thoughts,Drinking Games,Mentions of Masturbation,Talks of Sex Toys,using weapons as toys,Mentions of low refractory periods,mentions of edging,Mentions of Crossdressing,mentions of head butting pigeons"
Captain America (Movies),"James ""Bucky"" Barnes/Steve Rogers",Clint Barton/Natasha Romanov,A Different Kind of Us,F/M,Semi-Canon,No,27 Aug 2017,501,Mature,Creator Chose Not To Use Archive Warnings,"Friends to Lovers,Post-Captain America: The Winter Soldier,Not Captain America: Civil War (Movie) Compliant,Hurt/Comfort,Emotional Hurt/Comfort,Mute Bucky Barnes,Recovery,Post-Traumatic Stress Disorder - PTSD,Steve Rogers Has PTSD,Protective Bucky Barnes,Protective Steve Rogers,Depression,Implied/Referenced Suicide,Sam Wilson Is a Good Bro,Natasha Romanov Is a Good Bro,Implied/Referenced Torture,Steve Rogers Needs a Hug,Bucky Barnes Needs a Hug,Slow Burn"
Thor (Movies),Clint Barton/Darcy Lewis,Clint Barton/Natasha Romanov,To Measure Goodness By What We Embrace,F/M,Semi-Canon,No,07 Dec 2013,501,Teen And Up Audiences,No Archive Warnings Apply,"Food Porn,Trope Bingo Round 2,Trope Bingo Amnesty,Chocolate,Alternate Universe - Fusion"
The Avengers (2012),Clint Barton/Natasha Romanov,Clint Barton/Natasha Romanov,Walk a While Beside You,F/M,Semi-Canon,No,31 May 2012,501,Teen And Up Audiences,No Archive Warnings Apply,"5 Things,Friendship"
The Avengers (Marvel Movies),Steve Rogers/Reader,Clint Barton/Natasha Romanov,Unexpected Mutant,F/M,Semi-Canon,No,10 Feb 2017,500,Mature,Creator Chose Not To Use Archive Warnings,"Action/Adventure,Romance,Friendship,Violence,SHIELD,Hydra (Marvel),Post-Captain America: The Winter Soldier,Love/Hate,Pre-Avengers: Age of Ultron (Movie),Post-Avengers: Age of Ultron (Movie)"
The Avengers (Marvel Movies),Loki/Tony Stark,Clint Barton/Natasha Romanov,Collateral Damage,F/M,Semi-Canon,No,18 Oct 2013,500,Explicit,Creator Chose Not To Use Archive Warnings,"Alternate Universe - Canon Divergence,Switch!Tony,Switch!Loki,Angst"
The Avengers (2012),Steve Rogers/Natasha Romanov,Clint Barton/Natasha Romanov,Falling Into Bed (and Other Places),F/M,Semi-Canon,No,16 Dec 2011,500,Mature,Creator Chose Not To Use Archive Warnings,
The Avengers (Marvel Movies),Pepper Potts/Tony Stark,Clint Barton/Natasha Romanov,The Avengers Domestic Agenda,F/M,Semi-Canon,No,01 Apr 2015,499,Teen And Up Audiences,No Archive Warnings Apply,"Non-Sexual Age Play,Team as Family"
The Avengers (2012),Clint Barton/Steve Rogers/Natasha Romanov,Clint Barton/Natasha Romanov,$10 says you're wrong,F/M,Semi-Canon,No,17 May 2012,499,Explicit,No Archive Warnings Apply,"Threesome,First Time"
The Avengers (Marvel Movies),Canon parings,Clint Barton/Natasha Romanov,A Dance Through The Fire,F/M,Semi-Canon,No,31 May 2023,498,Teen And Up Audiences,Graphic Depictions Of Violence,"mild body horror,Loki Whump,He's still a badass though,Team as Family,the odinson family's terrible communication skills,Astral Projection,Magic,Magic Is Just Science We Don't Understand Yet,This Is Why We Can't Have Nice Things,PTSD,Thor's trying,Loki (Marvel) Has Issues,Mind Manipulation,Implied/Referenced Mind Control,Implied/Referenced Torture,Tony Stark Has A Heart,Loki & Tony Stark Friendship,loki hates everything,How Do I Tag,I Don't Even Know,I regret everything,Other Additional Tags to Be Added,No Smut"
The Avengers (Marvel Movies),Loki/Thor,Clint Barton/Natasha Romanov,We Must Be Better Than Our Enemies (If We Are To Succeed),F/M,Semi-Canon,No,10 Aug 2014,498,General Audiences,Creator Chose Not To Use Archive Warnings,"Loki Needs a Hug,Steve Is Observant,Loki Needs to Talk,Brief discussion of torture and execution,Angst"
Avengers (Marvel) - All Media Types,Clint Barton/Natasha Romanov,Clint Barton/Natasha Romanov,"The Pixar Movie Thing (or, Clint and Natasha Have a Movie Habit)",F/M,Semi-Canon,No,21 Jun 2012,498,Teen And Up Audiences,No Archive Warnings Apply,"Fluff,Developing Relationship,Fluff and Angst,Angst,Headcanon,Friendship,Friendship/Love,Partnership,Watching Movies"
Avengers,Tony Stark & Avengers Team,Clint Barton/Natasha Romanov,Testament,F/M,Semi-Canon,No,23 Jul 2017,497,Not Rated,Creator Chose Not To Use Archive Warnings,"Avengers Family,Sick Tony Stark,Tony Stark Has A Heart,Tony Stark Needs a Hug,Sick Clint Barton,Clint Barton Needs a Hug,Sick Pepper Potts,Give Pepper a Hug as well,Protective Natasha Romanov,Natasha Romanov Needs a Hug,Protective Steve Rogers,Steve Rogers Needs a Hug,Bruce Banner Needs a Hug,Bruce Banner Angst,Protective Thor,Thor Feels,Nick Fury is a Good Bro,Angst,Emotional Hurt/Comfort,Hurt/Comfort,Illnesses,Death,Sickfic,epidemic"
