fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Dream SMP,Cara | CaptainPuffy/Niki | Nihachu,Cara | CaptainPuffy/Niki | Nihachu,adagio,F/F,Semi-Canon,No,03 Aug 2022,6,General Audiences,No Archive Warnings Apply,"Drabble,Red Banquet on Dream Team SMP (Video Blogging RPF),Waltzing"
Dream SMP,Clay | Dream/GeorgeNotFound,Cara | CaptainPuffy/Niki | Nihachu,We're supposed to be enemies| Mafia/Assassin AU | 5undy,F/F,Semi-Canon,No,05 Jun 2023,6,General Audiences,Creator Chose Not To Use Archive Warnings,
Dream SMP,Ranboo & Toby Smith | Tubbo & TommyInnit,Cara | CaptainPuffy/Niki | Nihachu,Dream's Advanced Containment Facility Unit,F/F,Semi-Canon,No,28 Dec 2022,6,Explicit,"Graphic Depictions Of Violence,Major Character Death","Laboratories,Phoenix Hybrid TommyInnit (Video Blogging RPF),Phantom Hybrid Wilbur Soot,Blaze Hybrid Sapnap (Video Blogging RPF),Mooshroom Hybrid GeorgeNotFound (Video Blogging RPF),Goat Hybrid Jschlatt (Video Blogging RPF),Enderman Hybrid Ranboo (Video Blogging RPF),Goat Hybrid Toby Smith | Tubbo,Abuse,Hurt/Comfort,Hurt No Comfort,Scientist Luke | Punz,Platonic Relationships,Fish Hybrid Niki | Nihachu,Sheep Hybrid Cara | CaptainPuffy,Dream's Advanced Containment Facility Unit,D.A.C.F.U - Freeform,Bird Hybrid Alexis | Quackity,Duck Hybrid Alexis | Quackity,Drama & Romance,Temporary Character Death,Angst and Tragedy,Attempt at Humor,Implied Sexual Content,GUARD : 37 Unit Reader,Leader Clay | Dream (Video Blogging RPF),Gender-Netural Reader"
Video Blogging RPF,Clay | Dream/GeorgeNotFound (Video Blogging RPF),Cara | CaptainPuffy/Niki | Nihachu,I hold you close but I want more~,F/F,Semi-Canon,No,05 Nov 2022,6,Not Rated,No Archive Warnings Apply,"Alternate Universe - College/University,Genderbending,They're all lesbians,Zak Ahmed and Darryl Noveschosch are Sapnap's Parents,Cheerleader Clay | Dream (Video Blogging RPF),Sapnap is a whore /hj,how does one tag,Gonna add tags as I go,Might include smut? Depends what you guys want,Bad is now canonically a texan mother,No I will not explain it,feral bois centric? I don't know what their group is called anymore man"
Dream SMP,Grayson | Purpled/TommyInnit (Video Blogging RPF),Cara | CaptainPuffy/Niki | Nihachu,Oneshots! (Weight of this city),F/F,Semi-Canon,No,17 Aug 2022,6,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,"One Shot,Anything yall want,Angst,Fluff,no smut bro ik half the characters are 18+ but I aint prepared for that shhi,Author Is Sleep Deprived"
Dream SMP,Technoblade & Technoblade's Chat (Video Blogging RPF),Cara | CaptainPuffy/Niki | Nihachu,(ON HIATUS UNTIL FURTHER NOTICE) From Darkness Into the Light Once More,F/F,Semi-Canon,No,26 Jun 2023,6,Mature,"Graphic Depictions Of Violence,Major Character Death","Angst,So much angst,If this doesn't make you sob like a baby I'm doing something wrong,Angst and Hurt/Comfort,The Author Regrets Nothing,Author Is Sleep Deprived,Emotional Hurt/Comfort,there is pain,and fighting,Pain And Fighting,someone make that a tag i beg,I only tagged the main characters but everyone shows up,no beta we die like ranboo during the prison break,it's a english project now-,this is becoming a trend"
Dream SMP,puffychu - Relationship,Cara | CaptainPuffy/Niki | Nihachu,five feet apart,F/F,Semi-Canon,No,14 Jul 2022,6,General Audiences,No Archive Warnings Apply,
Minecraft (Video Game),Karl Jacobs/Sapnap,Cara | CaptainPuffy/Niki | Nihachu,Sojourn of The Minecraft,F/F,Semi-Canon,No,09 May 2022,6,Mature,"Graphic Depictions Of Violence,Major Character Death","He/Him and They/Them Pronouns for Wilbur Soot,Sapnap is very very gay yet simply does not have time to think about it,wilbur is the confused cute mentally ill gay theater kid™,TommyInnit Has Issues (Video Blogging RPF),Phil Watson is Called Philza (Video Blogging RPF),Dadza,Mumza - Freeform,Sleepy Bois Inc as Family,Sleepy Bois Inc Angst,Sleepy Bois Inc Fluff,I am a menace and thus I will not tell you if this is angst or fluff,JUST,prepare,its like a dsmp au,except its almost not an au,haha - Freeform,i am gremlin,Lime,i get to write dnf smut and this makes me happy,because I have no life,thank you,Everyone Is Gay,Gay Panic,Gay Wilbur Soot,she is nought but a plot device,LMAO,(warning: excessive use of lmao in the notes),smut but not much,pinches fingers,like THIS much,gay audacity bcus its just timeline consistent enough that you're like,huh,this is timeline consistent and follows the events of the dsmp,but just enough spice added that you,get confused"
Minecraft (Video Game),GeorgeNotFound/Sapnap (Video Blogging RPF),Cara | CaptainPuffy/Niki | Nihachu,long after dusk,F/F,Semi-Canon,No,05 May 2022,6,Not Rated,Creator Chose Not To Use Archive Warnings,"Angst,Fluff,Mild Smut,idk man,mcyt brainrot,Sapnotfound - Freeform"
Video Blogging RPF,Cara | CaptainPuffy/Niki | Nihachu,Cara | CaptainPuffy/Niki | Nihachu,"Hiraeth (Some people fall in love with the wrong people, sometimes)",F/F,Semi-Canon,No,21 Feb 2022,6,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,Gift Fic
